Wavelength,645_75
758.00,9.5000001465451E-7
759.00,9.5000001465451E-7
760.00,9.5000001465451E-7
761.00,9.5000001465451E-7
762.00,9.5000001465451E-7
763.00,9.5000001465451E-7
764.00,9.5000001465451E-7
765.00,9.5000001465451E-7
766.00,9.5000001465451E-7
767.00,9.5000001465451E-7
768.00,9.5000001465451E-7
769.00,9.5000001465451E-7
770.00,9.5000001465451E-7
771.00,9.5000001465451E-7
772.00,9.5000001465451E-7
773.00,9.5000001465451E-7
774.00,9.5000001465451E-7
775.00,9.5000001465451E-7
776.00,9.5000001465451E-7
777.00,9.5000001465451E-7
778.00,9.5000001465451E-7
779.00,9.5000001465451E-7
780.00,9.5000001465451E-7
781.00,9.5000001465451E-7
782.00,9.5000001465451E-7
783.00,9.5000001465451E-7
784.00,9.5000001465451E-7
785.00,9.5000001465451E-7
786.00,9.5000001465451E-7
787.00,9.5000001465451E-7
788.00,2.1497598936548E-6
789.00,4.6089899115032E-6
790.00,3.3941301808227E-5
791.00,3.3242700737901E-5
792.00,9.02436022443E-6
793.00,4.6578497858718E-6
794.00,5.4611400628346E-6
795.00,1.0222100172541E-5
796.00,3.3660300687188E-5
797.00,5.4587901104242E-5
798.00,2.9388200346148E-5
799.00,1.4248200386646E-5
800.00,1.911830077006E-5
801.00,1.8625800294103E-5
802.00,1.9757899281103E-5
803.00,1.9847500880132E-5
804.00,2.1098599972902E-5
805.00,2.077899989672E-5
806.00,2.0234099793015E-5
807.00,1.9106000763713E-5
808.00,1.8093700418831E-5
809.00,1.7168300473713E-5
810.00,1.5908899513306E-5
811.00,1.5327599612647E-5
812.00,1.4701799955219E-5
813.00,1.3513699741452E-5
814.00,1.2642700312426E-5
815.00,1.2643599802686E-5
816.00,1.1811899639724E-5
817.00,1.1873000403284E-5
818.00,1.1078500392614E-5
819.00,1.1646699931589E-5
820.00,1.0430399925099E-5
821.00,9.8312502814224E-6
822.00,9.6194598881993E-6
823.00,8.9067598310066E-6
824.00,8.060459549597E-6
825.00,7.4576701081241E-6
826.00,6.794639830332E-6
827.00,6.057130121917E-6
828.00,5.1006400099141E-6
829.00,5.0896401262435E-6
830.00,4.3108898353239E-6
831.00,3.6593698951037E-6
832.00,2.7819498882309E-6
833.00,2.3054099074216E-6
834.00,1.9633400825114E-6
835.00,1.7046700122592E-6
836.00,1.1715200116669E-6
837.00,1.0477599516889E-6
838.00,1.0037499578175E-6
839.00,9.5000001465451E-7
840.00,9.5000001465451E-7
841.00,9.5000001465451E-7
842.00,9.5000001465451E-7
843.00,9.5000001465451E-7
844.00,9.5000001465451E-7
845.00,9.5000001465451E-7
846.00,9.5000001465451E-7
847.00,9.5000001465451E-7
848.00,9.5000001465451E-7
849.00,9.5000001465451E-7
850.00,9.5000001465451E-7
851.00,9.5000001465451E-7
852.00,9.5000001465451E-7
853.00,9.5000001465451E-7
854.00,9.5000001465451E-7
855.00,9.5000001465451E-7
856.00,1.1477800399007E-6
857.00,1.0512600283619E-6
858.00,1.1128699952678E-6
859.00,9.6784299330466E-7
860.00,9.5000001465451E-7
861.00,9.5000001465451E-7
862.00,1.0676500323825E-6
863.00,9.5000001465451E-7
864.00,9.5000001465451E-7
865.00,9.5000001465451E-7
866.00,9.5000001465451E-7
867.00,1.2790600294466E-6
868.00,9.7886504590861E-7
869.00,1.0735900559666E-6
870.00,1.1326700359859E-6
871.00,1.2882900364275E-6
872.00,1.1646500297502E-6
873.00,1.2595800171766E-6
874.00,1.3038099950791E-6
875.00,1.4298400401458E-6
876.00,1.6816900370031E-6
877.00,1.5209999446597E-6
878.00,1.693150011306E-6
879.00,1.8954100369228E-6
880.00,1.8963399952554E-6
881.00,2.18225000026E-6
882.00,2.1409600776678E-6
883.00,2.4997100354085E-6
884.00,2.5914300749719E-6
885.00,2.7765499908128E-6
886.00,2.7859200599778E-6
887.00,3.010789896507E-6
888.00,3.4062800295942E-6
889.00,3.5641999147629E-6
890.00,3.993100108346E-6
891.00,4.3342201934138E-6
892.00,4.8863998927118E-6
893.00,5.5051000344974E-6
894.00,6.5511298998899E-6
895.00,7.6565502240555E-6
896.00,9.2802802100778E-6
897.00,1.0736799595179E-5
898.00,1.3088099876768E-5
899.00,1.4907400327502E-5
900.00,1.7239099179278E-5
901.00,1.9617700672825E-5
902.00,2.1958099750918E-5
903.00,2.4255499738501E-5
904.00,2.6550300390227E-5
905.00,2.8979600756429E-5
906.00,3.1229501473717E-5
907.00,3.4131298889406E-5
908.00,3.6924699088559E-5
909.00,4.0066599467536E-5
910.00,4.3863699829672E-5
911.00,4.7506600822089E-5
912.00,5.1551600336097E-5
913.00,5.6106400734279E-5
914.00,6.0908401792403E-5
915.00,6.6118700488005E-5
916.00,7.1200302045327E-5
917.00,7.6740798249375E-5
918.00,8.2349200965837E-5
919.00,8.7700100266375E-5
920.00,9.345069702249E-5
921.00,9.841159771895E-5
922.00,0.00010283900337527
923.00,0.00010738599667093
924.00,0.00011115999950562
925.00,0.00011459799861768
926.00,0.00011748600081773
927.00,0.00011986799654551
928.00,0.00012209599663038
929.00,0.00012425699969754
930.00,0.00012615599553101
931.00,0.0001282940065721
932.00,0.00013037800090387
933.00,0.00013312199735083
934.00,0.0001361460017506
935.00,0.00013960400247015
936.00,0.00014410499716178
937.00,0.00014904199633747
938.00,0.00015520499437116
939.00,0.00016206399595831
940.00,0.00017061800463125
941.00,0.00018032599473372
942.00,0.0001914470049087
943.00,0.00020477799989749
944.00,0.00022085300588515
945.00,0.00023875599435996
946.00,0.00026037599309348
947.00,0.0002852639881894
948.00,0.00031345701427199
949.00,0.00034902698826045
950.00,0.0003886400081683
951.00,0.00043496899888851
952.00,0.00049093697452918
953.00,0.00055557297309861
954.00,0.00063262600451708
955.00,0.00072184897726402
956.00,0.00082761101657525
957.00,0.00095398898702115
958.00,0.0010950700379908
959.00,0.0012646400136873
960.00,0.0014541799901053
961.00,0.0016673000063747
962.00,0.0019180399831384
963.00,0.0021802000701427
964.00,0.002465819939971
965.00,0.0027772900648415
966.00,0.0030922798905522
967.00,0.0034220400266349
968.00,0.0037510599941015
969.00,0.0040826401673257
970.00,0.0044253799133003
971.00,0.0047631300985813
972.00,0.0051236199215055
973.00,0.0055015198886395
974.00,0.0059038801118731
975.00,0.0063745300285518
976.00,0.0068808197975159
977.00,0.0074677998200059
978.00,0.0081565296277404
979.00,0.0089353397488594
980.00,0.0098753897473216
981.00,0.010313600301743
982.00,0.011477800086141
983.00,0.012899300083518
984.00,0.014526800252497
985.00,0.016571899875998
986.00,0.019048899412155
987.00,0.022090399637818
988.00,0.025976900011301
989.00,0.030481699854136
990.00,0.035228900611401
991.00,0.038824200630188
992.00,0.038712900131941
993.00,0.033617701381445
994.00,0.025673599913716
995.00,0.018040999770164
996.00,0.01218849979341
997.00,0.0097425999119878
998.00,0.0066741700284183
999.00,0.0046369698829949
1000.00,0.0032679201103747
