Type: Dye
Name: Atto590 from http://www.fluorophores.tugraz.at/substance/155
Extinction coefficient: 120000
Quantum Yield: 0.80
wavelength,excitation,emission
736,0.0033,0.0792
737,0.0033,0.0782
738,0.0033,0.0749
739,0.0033,0.0736
740,0.002,0.0717
741,0.0034,0.0703
742,0.0033,0.0684
743,0.0033,0.0668
744,0.0033,0.0658
745,0.0033,0.0648
746,0.0033,0.0623
747,0.0033,0.0614
748,0.0033,0.0591
749,0.0033,0.0567
750,0.0033,0.0557
751,0.0033,0.0547
752,0.0033,0.0532
753,0.0033,0.0524
754,0.0033,0.0511
755,0.0033,0.05
756,0.0033,0.0489
757,0.0033,0.0478
758,0.0033,0.0467
759,0.0033,0.0467
760,0.0033,0.0466
761,0.0033,0.0455
762,0.0033,0.0444
763,0.0033,0.0424
764,0.0033,0.0412
765,0.0033,0.0413
766,0.0033,0.0408
767,0.0033,0.0403
768,0.0033,0.0384
769,0.0033,0.0374
770,0.0033,0.0363
771,0.0033,0.036
772,0.0033,0.0348
773,0.0033,0.0336
774,0.0032,0.0337
775,0.0023,0.0338
776,0.0032,0.0326
777,0.0033,0.0304
778,0.0033,0.0304
779,0.0033,0.0293
780,0.0033,0.0283
781,0.0033,0.0283
782,0.0032,0.027
783,0.0031,0.0281
784,0.0025,0.027
785,0.0032,0.0262
786,0.0029,0.0249
787,0.0026,0.0251
788,0.0032,0.0238
789,0.0033,0.0239
790,0.0033,0.0239
791,0.0033,0.0234
792,0.0032,0.0216
793,0.0025,0.0208
794,0.003,0.0218
795,0.0032,0.0218
796,0.0033,0.0207
797,0.0033,0.0196
798,0.0033,0.0206
799,0.0033,0.0196
800,0,0.0196
