Type: excitation
Name: Lumencore Violet
wavelength, intensity:
804,0.002129653
805,0
806,0.003275571
807,0.000837191
808,0
809,0.002013608
810,0
811,0
812,0
813,0
814,0.001310021
815,4.20076E-05
816,0.000173055
817,0
818,0.001936541
819,0
820,0.00012903
821,0
822,0
823,0.000596246
824,0.001674989
825,0.004600479
826,0
827,0
828,0.004638333
829,0
830,0.006021694
831,0.001673131
832,0
833,0.006524445
834,0.004521722
835,0
836,0.005823598
837,0.002573452
838,0.005067423
839,0.000550169
840,0
841,0.002104893
842,0
843,0.005450487
844,0
845,0
846,0.005958837
847,0
848,0
849,0.004462415
850,0
851,0
852,0
853,0.001243283
854,0
855,0.003258327
856,0
857,0
858,0.00249816
859,0
860,0
861,0
862,0
863,0.00352498
864,0.00815601
865,0.0010446
866,0.000440178
867,0.012467699
868,0.002161887
869,0.00722678
870,0
871,0
872,0.007248219
873,0
874,0
875,0
876,0.010266103
877,0.002370903
878,0
879,0
880,0.003095724
881,0.001285495
882,0.011964271
883,0.020239594
884,0.004833854
885,0
886,0.011878884
887,0.004425866
888,0.003545014
889,0
890,0.00923182
891,0
892,0.006560676
893,0.002417571
894,0.002061329
895,0.010739437
896,0
897,0.006035925
898,0.008125465
899,0
900,0.003107402
901,0
902,0
903,0
904,0
905,0.005678602
906,0.00653147
907,0.01372038
908,0
909,0
910,0.011511146
911,0
912,0.008954829
913,0
914,0.000302595
915,0
916,0.007312769
917,0.000731788
918,0
919,0.010101257
920,0
921,0.003807563
922,0
923,0.017618952
924,0.010608139
925,0
926,0.013265865
927,0.011437176
928,0
929,0
930,0
931,0.025165212
932,0
933,0
934,0
935,0.006997946
936,0
937,0.00961926
938,0.013929677
939,0.012351799
940,0
941,0
942,0.020455553
943,0.003593882
944,0
945,0.028081122
946,0
947,0
948,0
949,0
950,0
951,0.021919217
952,0.006260005
953,0.045574028
954,0
955,0
956,0
957,0
958,0
959,0.019251088
960,0.029422508
961,0.022216858
962,0
963,0.023329724
964,0.015009594
965,0
966,0
967,0.016412733
968,0.025280911
969,0.006944016
970,0
971,0.013674121
972,0
973,0.024522653
974,0.009087029
975,0.088582601
976,0.054766174
977,0
978,0
979,0.026687329
980,0.028860163
981,0
982,0.011019822
983,0.063653257
984,0.060280615
985,0.030793514
986,0
987,0.093162283
988,0.06365127
989,0
990,0.001382152
991,0.09733619
992,0
993,0.031333802
994,0.057883354
995,0.025941607
996,0
997,0
998,0
999,0.061809184
1000,0
