Type: excitation
Name: Lumencor-FITC (LED)
wavelength, intensity:
393.13043521,0.00516200
393.24136726,0.00313769
393.35230571,0.00391977
393.46325056,0.00312253
393.57420181,0.00365020
393.68515946,0.00324453
393.79612350,0.00383843
393.90709393,0.00337338
394.01807076,0.00424242
394.12905396,0.00191612
394.24004356,0.00523674
394.35103953,0.00354569
394.46204188,0.00369606
394.57305061,0.00320669
394.68406571,0.00382856
394.79508719,0.00334441
394.90611503,0.00398644
395.01714924,0.00325793
395.12818981,0.00399647
395.23923675,0.00178284
395.35029004,0.00516827
395.46134969,0.00329954
395.57241569,0.00366914
395.68348805,0.00322938
395.79456675,0.00377787
395.90565180,0.00332613
396.01674320,0.00374017
396.12784093,0.00318260
396.23894501,0.00431258
396.35005542,0.00199839
396.46117216,0.00524003
396.57229524,0.00328152
396.68342464,0.00370491
396.79456037,0.00320485
396.90570243,0.00399576
397.01685081,0.00339024
397.12800550,0.00387653
397.23916651,0.00332010
397.35033384,0.00406309
397.46150747,0.00181068
397.57268742,0.00509184
397.68387367,0.00315271
397.79506623,0.00395441
397.90626508,0.00324434
398.01747024,0.00390175
398.12868169,0.00320833
398.23989944,0.00381531
398.35112347,0.00313957
398.46235380,0.00405752
398.57359041,0.00184201
398.68483331,0.00522158
398.79608249,0.00312838
398.90733794,0.00363902
399.01859967,0.00332991
399.12986768,0.00383143
399.24114196,0.00300609
399.35242250,0.00392257
399.46370932,0.00326817
399.57500239,0.00406312
399.68630173,0.00172092
399.79760733,0.00509347
399.90891918,0.00331797
400.02023729,0.00377037
400.13156164,0.00322702
400.24289225,0.00370682
400.35422910,0.00306570
400.46557220,0.00376852
400.57692154,0.00328457
400.68827711,0.00400464
400.79963893,0.00179148
400.91100697,0.00507522
401.02238125,0.00321561
401.13376176,0.00378652
401.24514849,0.00318941
401.35654145,0.00365511
401.46794063,0.00324203
401.57934602,0.00365232
401.69075764,0.00310684
401.80217546,0.00393126
401.91359950,0.00182093
402.02502975,0.00511779
402.13646620,0.00316995
402.24790886,0.00376076
402.35935771,0.00320760
402.47081277,0.00380404
402.58227402,0.00310006
402.69374147,0.00365912
402.80521511,0.00309329
402.91669493,0.00383746
403.02818095,0.00182679
403.13967314,0.00503151
403.25117152,0.00318122
403.36267608,0.00363129
403.47418681,0.00309304
403.58570372,0.00372873
403.69722679,0.00323825
403.80875604,0.00376643
403.92029145,0.00319103
404.03183303,0.00379070
404.14338077,0.00173401
404.25493466,0.00517858
404.36649471,0.00300421
404.47806092,0.00383327
404.58963328,0.00307088
404.70121178,0.00365651
404.81279643,0.00311341
404.92438723,0.00368873
405.03598417,0.00324105
405.14758724,0.00386737
405.25919645,0.00167459
405.37081180,0.00517974
405.48243328,0.00302526
405.59406088,0.00371002
405.70569461,0.00308048
405.81733447,0.00356018
405.92898044,0.00306174
406.04063254,0.00372570
406.15229075,0.00310172
406.26395507,0.00392372
406.37562551,0.00178963
406.48730205,0.00503219
406.59898471,0.00317557
406.71067346,0.00374557
406.82236831,0.00311199
406.93406927,0.00354523
407.04577632,0.00322467
407.15748946,0.00369718
407.26920870,0.00311341
407.38093402,0.00394061
407.49266543,0.00179592
407.60440292,0.00501167
407.71614650,0.00308700
407.82789615,0.00380777
407.93965188,0.00309777
408.05141368,0.00368923
408.16318156,0.00326232
408.27495550,0.00365746
408.38673551,0.00299976
408.49852158,0.00380360
408.61031372,0.00157966
408.72211191,0.00488604
408.83391616,0.00291655
408.94572646,0.00368550
409.05754281,0.00317208
409.16936521,0.00355813
409.28119366,0.00316624
409.39302815,0.00374162
409.50486868,0.00303388
409.61671525,0.00393708
409.72856786,0.00165732
409.84042650,0.00518134
409.95229117,0.00314029
410.06416187,0.00383026
410.17603860,0.00314708
410.28792135,0.00369416
410.39981012,0.00321184
410.51170491,0.00372316
410.62360571,0.00319263
410.73551253,0.00391349
410.84742536,0.00156097
410.95934420,0.00511188
411.07126905,0.00316371
411.18319990,0.00359736
411.29513675,0.00308979
411.40707959,0.00355268
411.51902844,0.00304601
411.63098328,0.00358567
411.74294410,0.00299743
411.85491092,0.00400183
411.96688372,0.00184110
412.07886251,0.00512973
412.19084728,0.00305124
412.30283803,0.00359850
412.41483475,0.00311901
412.52683744,0.00336610
412.63884611,0.00317210
412.75086075,0.00357423
412.86288135,0.00298154
412.97490791,0.00378140
413.08694044,0.00182610
413.19897892,0.00512500
413.31102336,0.00288594
413.42307376,0.00351133
413.53513010,0.00297474
413.64719240,0.00359598
413.75926064,0.00300934
413.87133482,0.00355691
413.98341495,0.00307579
414.09550101,0.00389755
414.20759301,0.00172019
414.31969094,0.00485383
414.43179480,0.00298386
414.54390459,0.00362404
414.65602031,0.00311480
414.76814195,0.00359056
414.88026952,0.00304791
414.99240300,0.00361353
415.10454239,0.00296984
415.21668770,0.00376337
415.32883892,0.00156682
415.44099605,0.00503404
415.55315909,0.00300775
415.66532803,0.00351534
415.77750287,0.00307763
415.88968361,0.00357467
416.00187024,0.00300307
416.11406277,0.00363852
416.22626119,0.00283358
416.33846550,0.00382344
416.45067569,0.00176974
416.56289177,0.00481311
416.67511372,0.00316994
416.78734156,0.00365834
416.89957527,0.00316132
417.01181486,0.00376149
417.12406032,0.00302060
417.23631164,0.00370024
417.34856883,0.00294367
417.46083189,0.00389455
417.57310080,0.00162719
417.68537557,0.00505724
417.79765620,0.00304957
417.90994269,0.00359062
418.02223502,0.00298761
418.13453320,0.00346832
418.24683723,0.00303107
418.35914710,0.00360041
418.47146282,0.00288802
418.58378437,0.00392095
418.69611176,0.00156377
418.80844498,0.00484656
418.92078403,0.00321512
419.03312891,0.00352534
419.14547961,0.00307507
419.25783614,0.00358547
419.37019849,0.00298851
419.48256666,0.00364086
419.59494065,0.00302784
419.70732044,0.00382602
419.81970605,0.00160888
419.93209747,0.00501563
420.04449469,0.00302711
420.15689772,0.00368761
420.26930655,0.00288146
420.38172117,0.00351624
420.49414159,0.00283984
420.60656781,0.00353822
420.71899981,0.00285528
420.83143761,0.00371009
420.94388119,0.00155960
421.05633055,0.00486904
421.16878570,0.00307134
421.28124662,0.00346413
421.39371332,0.00303161
421.50618579,0.00353144
421.61866403,0.00297120
421.73114804,0.00347951
421.84363782,0.00300582
421.95613336,0.00376359
422.06863466,0.00153293
422.18114172,0.00480122
422.29365454,0.00298882
422.40617310,0.00360767
422.51869742,0.00294765
422.63122749,0.00342317
422.74376331,0.00297822
422.85630486,0.00342647
422.96885216,0.00299084
423.08140520,0.00379234
423.19396397,0.00162598
423.30652847,0.00480258
423.41909871,0.00298974
423.53167468,0.00345803
423.64425637,0.00296330
423.75684378,0.00358638
423.86943691,0.00289598
423.98203577,0.00351252
424.09464034,0.00308369
424.20725062,0.00367171
424.31986661,0.00171623
424.43248831,0.00503499
424.54511572,0.00289012
424.65774883,0.00364111
424.77038764,0.00320506
424.88303215,0.00337924
424.99568235,0.00299414
425.10833825,0.00350669
425.22099984,0.00285058
425.33366712,0.00363456
425.44634008,0.00146581
425.55901873,0.00493540
425.67170306,0.00302666
425.78439306,0.00352093
425.89708874,0.00285811
426.00979010,0.00355834
426.12249712,0.00283445
426.23520982,0.00362122
426.34792818,0.00303980
426.46065220,0.00367710
426.57338188,0.00166943
426.68611722,0.00485408
426.79885822,0.00279872
426.91160487,0.00348841
427.02435717,0.00288404
427.13711512,0.00348349
427.24987872,0.00305609
427.36264796,0.00352137
427.47542284,0.00279869
427.58820336,0.00369367
427.70098951,0.00152916
427.81378130,0.00460742
427.92657871,0.00293571
428.03938176,0.00359735
428.15219043,0.00278629
428.26500473,0.00342528
428.37782464,0.00280920
428.49065017,0.00349403
428.60348132,0.00288404
428.71631809,0.00370868
428.82916046,0.00151047
428.94200844,0.00486129
429.05486203,0.00289671
429.16772122,0.00353798
429.28058601,0.00291605
429.39345640,0.00343559
429.50633238,0.00289873
429.61921396,0.00338532
429.73210113,0.00282673
429.84499389,0.00371075
429.95789223,0.00147769
430.07079616,0.00475866
430.18370567,0.00299304
430.29662075,0.00329228
430.40954141,0.00299510
430.52246765,0.00335424
430.63539945,0.00285873
430.74833682,0.00291493
430.86127976,0.00374511
430.97422826,0.00154835
431.08718233,0.00492066
431.20014195,0.00302152
431.31310712,0.00325253
431.42607785,0.00296401
431.53905413,0.00349779
431.65203596,0.00288242
431.76502333,0.00344683
431.87801625,0.00295888
431.99101471,0.00366376
432.10401870,0.00147680
432.21702824,0.00492794
432.33004330,0.00287143
432.44306390,0.00351366
432.55609002,0.00280457
432.66912167,0.00345804
432.78215884,0.00298157
432.89520153,0.00336173
433.00824974,0.00288592
433.12130347,0.00363573
433.23436271,0.00151351
433.34742746,0.00480450
433.46049772,0.00286345
433.57357348,0.00341757
433.68665475,0.00278984
433.79974152,0.00350903
433.91283379,0.00288007
434.02593155,0.00345240
434.13903480,0.00280849
434.25214355,0.00361723
434.36525778,0.00168512
434.47837750,0.00477409
434.59150270,0.00289503
434.70463339,0.00347646
434.81776955,0.00281928
434.93091118,0.00356418
435.04405829,0.00305356
435.15721087,0.00347182
435.27036892,0.00278215
435.38353244,0.00377181
435.49670141,0.00153850
435.60987585,0.00485191
435.72305575,0.00293175
435.83624110,0.00356629
435.94943190,0.00298129
436.06262816,0.00352817
436.17582986,0.00277977
436.28903701,0.00348282
436.40224960,0.00292237
436.51546764,0.00362520
436.62869111,0.00144242
436.74192001,0.00497517
436.85515435,0.00292003
436.96839412,0.00336332
437.08163932,0.00277159
437.19488994,0.00352955
437.30814599,0.00291559
437.42140746,0.00333410
437.53467434,0.00299788
437.64794664,0.00375939
437.76122435,0.00154084
437.87450748,0.00466887
437.98779601,0.00282162
438.10108995,0.00345010
438.21438929,0.00271640
438.32769403,0.00352977
438.44100417,0.00285060
438.55431971,0.00350221
438.66764063,0.00290561
438.78096695,0.00344891
438.89429866,0.00148616
439.00763575,0.00485804
439.12097823,0.00275075
439.23432608,0.00338320
439.34767931,0.00290111
439.46103792,0.00346391
439.57440191,0.00287654
439.68777126,0.00337667
439.80114598,0.00287752
439.91452607,0.00369277
440.02791152,0.00148218
440.14130232,0.00484096
440.25469849,0.00275268
440.36810002,0.00336588
440.48150689,0.00278398
440.59491912,0.00346761
440.70833669,0.00284989
440.82175961,0.00333083
440.93518788,0.00289855
441.04862148,0.00362424
441.16206042,0.00142207
441.27550470,0.00474954
441.38895431,0.00284525
441.50240925,0.00364690
441.61586952,0.00290436
441.72933511,0.00333149
441.84280603,0.00294626
441.95628227,0.00340282
442.06976382,0.00281787
442.18325069,0.00376010
442.29674288,0.00160046
442.41024037,0.00469953
442.52374317,0.00306616
442.63725128,0.00345635
442.75076469,0.00293272
442.86428340,0.00351552
442.97780741,0.00285178
443.09133672,0.00358964
443.20487132,0.00297943
443.31841120,0.00361162
443.43195638,0.00154927
443.54550684,0.00473925
443.65906259,0.00305987
443.77262361,0.00356435
443.88618991,0.00286372
443.99976149,0.00348070
444.11333834,0.00302245
444.22692046,0.00351248
444.34050785,0.00280500
444.45410051,0.00379162
444.56769843,0.00146976
444.68130160,0.00484983
444.79491004,0.00304161
444.90852373,0.00361186
445.02214268,0.00285108
445.13576687,0.00343487
445.24939631,0.00270284
445.36303100,0.00346807
445.47667093,0.00303322
445.59031611,0.00359293
445.70396652,0.00158626
445.81762216,0.00479935
445.93128304,0.00280129
446.04494915,0.00360275
446.15862048,0.00307060
446.27229704,0.00355227
446.38597883,0.00297920
446.49966583,0.00339256
446.61335805,0.00300068
446.72705549,0.00371148
446.84075814,0.00123060
446.95446600,0.00462774
447.06817907,0.00292496
447.18189735,0.00342038
447.29562083,0.00288355
447.40934950,0.00349054
447.52308338,0.00295909
447.63682245,0.00358918
447.75056671,0.00289943
447.86431617,0.00364268
447.97807081,0.00155745
448.09183064,0.00486644
448.20559565,0.00312021
448.31936584,0.00344632
448.43314121,0.00297707
448.54692175,0.00353868
448.66070747,0.00306501
448.77449835,0.00352508
448.88829441,0.00292869
449.00209563,0.00388988
449.11590201,0.00159537
449.22971355,0.00498262
449.34353026,0.00295909
449.45735211,0.00350460
