#Type: filter,
#Name: Chroma ZET488/561m,
300,9.50E-07
300.5,9.50E-07
301,9.50E-07
301.5,9.50E-07
302,9.50E-07
302.5,9.50E-07
303,9.50E-07
303.5,9.50E-07
304,9.50E-07
304.5,1.14E-06
305,9.50E-07
305.5,9.50E-07
306,9.50E-07
306.5,9.50E-07
307,9.50E-07
307.5,9.50E-07
308,9.50E-07
308.5,9.50E-07
309,9.50E-07
309.5,9.50E-07
310,9.50E-07
310.5,9.50E-07
311,9.50E-07
311.5,9.50E-07
312,9.50E-07
312.5,1.06E-06
313,9.50E-07
313.5,9.50E-07
314,9.50E-07
314.5,9.50E-07
315,9.50E-07
315.5,9.50E-07
316,9.50E-07
316.5,9.50E-07
317,9.50E-07
317.5,9.50E-07
318,9.50E-07
318.5,9.50E-07
319,9.50E-07
319.5,9.50E-07
320,9.50E-07
320.5,9.50E-07
321,9.50E-07
321.5,9.50E-07
322,1.09E-06
322.5,9.50E-07
323,9.50E-07
323.5,9.50E-07
324,9.50E-07
324.5,9.50E-07
325,9.50E-07
325.5,9.50E-07
326,9.61E-07
326.5,9.50E-07
327,9.50E-07
327.5,1.17E-06
328,9.50E-07
328.5,9.50E-07
329,1.03E-06
329.5,9.50E-07
330,9.50E-07
330.5,9.50E-07
331,9.50E-07
331.5,9.50E-07
332,9.50E-07
332.5,9.50E-07
333,9.50E-07
333.5,9.50E-07
334,1.04E-06
334.5,9.50E-07
335,9.50E-07
335.5,9.50E-07
336,9.50E-07
336.5,9.50E-07
337,9.50E-07
337.5,9.50E-07
338,9.50E-07
338.5,9.50E-07
339,9.50E-07
339.5,1.14E-06
340,9.50E-07
340.5,9.50E-07
341,1.25E-06
341.5,9.82E-07
342,9.50E-07
342.5,9.50E-07
343,9.50E-07
343.5,9.50E-07
344,9.50E-07
344.5,9.50E-07
345,9.50E-07
345.5,9.50E-07
346,9.92E-07
346.5,9.50E-07
347,9.50E-07
347.5,9.50E-07
348,9.50E-07
348.5,9.50E-07
349,9.50E-07
349.5,9.53E-07
350,1.02E-06
350.5,9.50E-07
351,9.50E-07
351.5,9.50E-07
352,9.50E-07
352.5,9.50E-07
353,9.50E-07
353.5,1.01E-06
354,9.79E-07
354.5,9.50E-07
355,9.50E-07
355.5,9.50E-07
356,9.50E-07
356.5,9.50E-07
357,9.50E-07
357.5,9.50E-07
358,9.50E-07
358.5,9.50E-07
359,9.50E-07
359.5,9.50E-07
360,9.50E-07
360.5,9.50E-07
361,9.50E-07
361.5,9.50E-07
362,9.50E-07
362.5,9.50E-07
363,9.50E-07
363.5,9.50E-07
364,9.50E-07
364.5,9.50E-07
365,9.50E-07
365.5,9.50E-07
366,9.50E-07
366.5,9.50E-07
367,9.50E-07
367.5,9.50E-07
368,9.50E-07
368.5,9.50E-07
369,9.50E-07
369.5,9.50E-07
370,9.50E-07
370.5,9.50E-07
371,9.50E-07
371.5,9.50E-07
372,9.50E-07
372.5,9.50E-07
373,9.50E-07
373.5,9.50E-07
374,9.50E-07
374.5,9.50E-07
375,9.50E-07
375.5,9.50E-07
376,9.50E-07
376.5,9.50E-07
377,9.50E-07
377.5,9.50E-07
378,9.50E-07
378.5,9.50E-07
379,9.50E-07
379.5,9.50E-07
380,9.50E-07
380.5,9.50E-07
381,9.50E-07
381.5,9.50E-07
382,9.50E-07
382.5,9.50E-07
383,9.50E-07
383.5,9.50E-07
384,9.50E-07
384.5,9.50E-07
385,9.50E-07
385.5,9.50E-07
386,9.50E-07
386.5,9.50E-07
387,9.50E-07
387.5,9.50E-07
388,9.50E-07
388.5,9.50E-07
389,9.50E-07
389.5,9.50E-07
390,9.50E-07
390.5,9.50E-07
391,9.50E-07
391.5,9.50E-07
392,9.50E-07
392.5,9.50E-07
393,9.50E-07
393.5,9.50E-07
394,9.50E-07
394.5,9.50E-07
395,9.50E-07
395.5,9.50E-07
396,9.50E-07
396.5,9.50E-07
397,9.50E-07
397.5,9.50E-07
398,9.50E-07
398.5,9.50E-07
399,9.50E-07
399.5,9.50E-07
400,9.50E-07
400.5,9.50E-07
401,9.50E-07
401.5,9.50E-07
402,9.50E-07
402.5,9.50E-07
403,9.50E-07
403.5,9.50E-07
404,9.50E-07
404.5,9.50E-07
405,9.50E-07
405.5,9.50E-07
406,9.50E-07
406.5,9.50E-07
407,9.50E-07
407.5,9.50E-07
408,9.50E-07
408.5,9.50E-07
409,9.50E-07
409.5,9.50E-07
410,9.50E-07
410.5,9.50E-07
411,9.50E-07
411.5,9.50E-07
412,9.50E-07
412.5,9.50E-07
413,9.50E-07
413.5,9.50E-07
414,9.50E-07
414.5,9.50E-07
415,9.50E-07
415.5,9.50E-07
416,9.50E-07
416.5,9.50E-07
417,9.50E-07
417.5,9.50E-07
418,9.50E-07
418.5,9.50E-07
419,9.50E-07
419.5,9.50E-07
420,9.50E-07
420.5,9.50E-07
421,9.50E-07
421.5,9.50E-07
422,9.50E-07
422.5,9.50E-07
423,9.50E-07
423.5,9.50E-07
424,9.50E-07
424.5,9.50E-07
425,9.50E-07
425.5,9.50E-07
426,9.50E-07
426.5,9.50E-07
427,9.50E-07
427.5,9.50E-07
428,9.50E-07
428.5,9.50E-07
429,9.50E-07
429.5,9.50E-07
430,9.50E-07
430.5,9.50E-07
431,9.50E-07
431.5,9.50E-07
432,9.50E-07
432.5,9.50E-07
433,9.50E-07
433.5,9.50E-07
434,9.50E-07
434.5,9.50E-07
435,9.50E-07
435.5,9.50E-07
436,9.50E-07
436.5,9.50E-07
437,9.50E-07
437.5,9.50E-07
438,9.50E-07
438.5,9.50E-07
439,9.50E-07
439.5,9.50E-07
440,9.50E-07
440.5,9.50E-07
441,9.50E-07
441.5,9.50E-07
442,9.50E-07
442.5,9.50E-07
443,9.50E-07
443.5,9.50E-07
444,9.50E-07
444.5,9.50E-07
445,9.50E-07
445.5,9.50E-07
446,9.50E-07
446.5,9.50E-07
447,9.50E-07
447.5,9.50E-07
448,9.50E-07
448.5,9.50E-07
449,9.50E-07
449.5,9.50E-07
450,9.50E-07
450.5,9.50E-07
451,9.50E-07
451.5,9.50E-07
452,9.50E-07
452.5,9.50E-07
453,9.50E-07
453.5,9.50E-07
454,9.50E-07
454.5,9.50E-07
455,9.50E-07
455.5,9.50E-07
456,9.50E-07
456.5,9.50E-07
457,9.50E-07
457.5,9.50E-07
458,9.50E-07
458.5,9.50E-07
459,9.50E-07
459.5,9.50E-07
460,9.50E-07
460.5,9.50E-07
461,9.50E-07
461.5,9.50E-07
462,9.50E-07
462.5,9.50E-07
463,9.50E-07
463.5,9.50E-07
464,9.50E-07
464.5,9.50E-07
465,9.50E-07
465.5,9.50E-07
466,9.50E-07
466.5,9.50E-07
467,9.50E-07
467.5,9.50E-07
468,9.50E-07
468.5,9.50E-07
469,9.50E-07
469.5,9.50E-07
470,9.50E-07
470.5,9.50E-07
471,9.50E-07
471.5,9.50E-07
472,9.50E-07
472.5,9.50E-07
473,9.50E-07
473.5,9.50E-07
474,9.50E-07
474.5,9.50E-07
475,9.50E-07
475.5,9.50E-07
476,9.50E-07
476.5,9.50E-07
477,9.50E-07
477.5,9.50E-07
478,9.50E-07
478.5,9.50E-07
479,9.50E-07
479.5,9.50E-07
480,9.50E-07
480.5,9.50E-07
481,9.50E-07
481.5,9.50E-07
482,9.50E-07
482.5,9.50E-07
483,9.50E-07
483.5,9.50E-07
484,9.50E-07
484.5,1.63E-06
485,1.17E-06
485.5,9.50E-07
486,9.50E-07
486.5,9.50E-07
487,9.50E-07
487.5,9.50E-07
488,9.50E-07
488.5,9.50E-07
489,9.50E-07
489.5,9.50E-07
490,9.50E-07
490.5,9.50E-07
491,9.50E-07
491.5,9.50E-07
492,9.50E-07
492.5,9.50E-07
493,9.50E-07
493.5,9.50E-07
494,9.50E-07
494.5,9.50E-07
495,9.50E-07
495.5,9.50E-07
496,9.50E-07
496.5,1.21E-06
497,5.38E-06
497.5,2.97E-05
498,0.00014313
498.5,0.000906475
499,0.0167723
499.5,0.151941001
500,0.438605011
500.5,0.724896014
501,0.885055006
501.5,0.930795014
502,0.915660977
502.5,0.906086981
503,0.922083974
503.5,0.938171983
504,0.94570303
504.5,0.955706
505,0.965447009
505.5,0.96500802
506,0.962557018
506.5,0.967140019
507,0.974345982
507.5,0.974852026
508,0.972087026
508.5,0.974021018
509,0.981724977
509.5,0.987653971
510,0.985684991
510.5,0.983766973
511,0.986060023
511.5,0.983870029
512,0.977249026
512.5,0.968042016
513,0.965734005
513.5,0.971882999
514,0.979955971
514.5,0.982351005
515,0.979134023
515.5,0.976261973
516,0.977961004
516.5,0.982932985
517,0.983918011
517.5,0.980540991
518,0.976337016
518.5,0.973196983
519,0.97440201
519.5,0.978537023
520,0.983289003
520.5,0.987721026
521,0.988425016
521.5,0.982979
522,0.970709026
522.5,0.956592977
523,0.949732006
523.5,0.955449998
524,0.967446983
524.5,0.979668975
525,0.986056983
525.5,0.987937987
526,0.987761021
526.5,0.984049022
527,0.975494027
527.5,0.96172899
528,0.948177993
528.5,0.94333303
529,0.952659011
529.5,0.970004976
530,0.982743979
530.5,0.983233988
531,0.974488974
531.5,0.967244983
532,0.969229996
532.5,0.976778984
533,0.984489024
533.5,0.986290991
534,0.983996987
534.5,0.982448995
535,0.983218014
535.5,0.980418026
536,0.974721014
536.5,0.968513012
537,0.96510601
537.5,0.962769985
538,0.95441401
538.5,0.934486985
539,0.913142979
539.5,0.902741015
540,0.915565014
540.5,0.938961983
541,0.961733997
541.5,0.97477603
542,0.981392026
542.5,0.977913976
543,0.958889008
543.5,0.938553989
544,0.941519022
544.5,0.95934701
545,0.904402018
545.5,0.63282299
546,0.183644995
546.5,0.042601399
547,0.00828644
547.5,0.0013841
548,0.000307065
548.5,8.53E-05
549,2.74E-05
549.5,1.03E-05
550,4.73E-06
550.5,2.33E-06
551,1.45E-06
551.5,9.50E-07
552,9.50E-07
552.5,9.50E-07
553,9.50E-07
553.5,9.50E-07
554,9.50E-07
554.5,9.50E-07
555,9.50E-07
555.5,9.50E-07
556,9.50E-07
556.5,9.50E-07
557,9.50E-07
557.5,9.50E-07
558,9.50E-07
558.5,9.50E-07
559,9.50E-07
559.5,9.50E-07
560,9.50E-07
560.5,9.50E-07
561,9.50E-07
561.5,9.50E-07
562,9.50E-07
562.5,9.50E-07
563,9.50E-07
563.5,9.50E-07
564,9.50E-07
564.5,9.50E-07
565,9.50E-07
565.5,9.50E-07
566,9.50E-07
566.5,9.50E-07
567,9.50E-07
567.5,1.47E-06
568,2.53E-06
568.5,4.46E-06
569,9.36E-06
569.5,2.08E-05
570,5.32E-05
570.5,0.000151145
571,0.000506133
571.5,0.00202763
572,0.0100352
572.5,0.064548403
573,0.258783996
573.5,0.582602024
574,0.845910013
574.5,0.941166997
575,0.958320022
575.5,0.958190978
576,0.963267982
576.5,0.976706982
577,0.984506011
577.5,0.980829
578,0.975685
578.5,0.976427019
579,0.983645022
579.5,0.988204002
580,0.984275997
580.5,0.975175977
581,0.970170975
581.5,0.973680019
582,0.981348991
582.5,0.987788975
583,0.987700999
583.5,0.983310997
584,0.977503002
584.5,0.974218011
585,0.977784991
585.5,0.983973026
586,0.989475012
586.5,0.990553975
587,0.987654984
587.5,0.983226001
588,0.981242001
