## Type: filter
## Name: ET402/15x
wavelength,transmission
300.00	1.4456700228038E-6
301.00	9.0641498218247E-7
302.00	3.6540100722959E-7
303.00	6.0725199091394E-7
304.00	3.3558899303898E-7
305.00	7.1626800490776E-7
306.00	1.0670900110199E-6
307.00	5.4807401284052E-7
308.00	7.6098700674265E-7
309.00	1.4006900528329E-6
310.00	1.6664800568833E-5
311.00	1.676989995758E-5
312.00	2.6280699785275E-6
313.00	1.0820699571923E-6
314.00	5.9765699234049E-7
315.00	9.3763600261809E-7
316.00	1.1929499805774E-6
317.00	4.9872101044457E-6
318.00	1.5335799616878E-6
319.00	9.9999999392253E-9
320.00	3.925499925117E-7
321.00	9.5537802735635E-7
322.00	1.1728100162145E-6
323.00	9.5955704182416E-7
324.00	7.7894100058984E-8
325.00	2.3039000041081E-7
326.00	1.3097900364301E-6
327.00	8.7218899125219E-7
328.00	2.9147099667171E-7
329.00	7.5555601597443E-7
330.00	5.436399987957E-7
331.00	8.9169299144487E-7
332.00	5.0170598342447E-7
333.00	6.3129800764727E-7
334.00	5.7088999483312E-7
335.00	3.224429860893E-7
336.00	4.5398300585475E-7
337.00	5.982420248074E-7
338.00	8.0530401191936E-7
339.00	1.0543300277277E-6
340.00	4.4844600211036E-7
341.00	6.9888301368337E-7
342.00	9.9999999392253E-9
343.00	1.0759199540189E-6
344.00	1.1612900152613E-6
345.00	1.1498600542836E-6
346.00	2.5941399144358E-6
347.00	7.3694701541172E-7
348.00	1.001320015348E-6
349.00	5.0664402806433E-7
350.00	8.16071974441E-7
351.00	8.3231401504236E-7
352.00	2.3947600311658E-6
353.00	7.0717197786507E-7
354.00	4.1385399640603E-7
355.00	8.4219402651797E-7
356.00	3.6641100109591E-7
357.00	7.7268600762181E-7
358.00	9.2439000809463E-7
359.00	8.2798499079217E-7
360.00	8.3062997191519E-7
361.00	7.2858301791712E-7
362.00	6.2653299437443E-7
363.00	7.6779599567089E-7
364.00	7.5600098625728E-7
365.00	6.6519402253107E-7
366.00	4.8266497287841E-7
367.00	3.7266801200531E-7
368.00	5.4135199434313E-7
369.00	5.8426400073586E-7
370.00	7.5713597880167E-7
371.00	6.4947198552545E-7
372.00	7.5524701514951E-7
373.00	6.0577701788134E-7
374.00	6.6931397668668E-7
375.00	5.7873097603078E-7
376.00	7.2302299258808E-7
377.00	5.6419702332278E-7
378.00	6.2890802610127E-7
379.00	5.9764801108031E-7
380.00	4.9126299472846E-7
381.00	7.4726500542965E-7
382.00	1.011570020637E-6
383.00	1.351520040771E-6
384.00	2.3949201022333E-6
385.00	4.282429927116E-6
386.00	7.8820503404131E-6
387.00	1.6411400793004E-5
388.00	4.3416199332569E-5
389.00	0.00012906499614473
390.00	0.00039467099122703
391.00	0.0014016299974173
392.00	0.00605503981933
393.00	0.03193249925971
394.00	0.19084499776363
395.00	0.64542698860168
396.00	0.91901397705078
397.00	0.95638602972031
398.00	0.96808797121048
399.00	0.96841597557068
400.00	0.96973901987076
401.00	0.96890997886658
402.00	0.96718400716782
403.00	0.96762299537659
404.00	0.96900498867035
405.00	0.96669697761536
406.00	0.96451902389526
407.00	0.96587002277374
408.00	0.97045999765396
409.00	0.96938502788544
410.00	0.87556201219559
411.00	0.45215800404549
412.00	0.051773998886347
413.00	0.023128399625421
414.00	0.0056387600488961
415.00	0.0014921700349078
416.00	0.00046947298687883
417.00	0.00017041100363713
418.00	6.7704400862567E-5
419.00	3.1959498301148E-5
420.00	1.8748800357571E-5
421.00	1.2570400031109E-5
422.00	8.3605000327225E-6
423.00	5.2371101446624E-6
424.00	3.0104499728623E-6
425.00	2.0393599697854E-6
426.00	1.4590300452255E-6
427.00	9.0104799710389E-7
428.00	9.3928002797838E-7
429.00	7.094270131347E-7
430.00	8.6048402181405E-7
431.00	7.4064399768758E-7
432.00	6.5547999383853E-7
433.00	5.8280198800276E-7
434.00	4.3519798964553E-7
435.00	5.4123398740558E-7
436.00	3.927889906663E-7
437.00	4.935660058436E-7
438.00	4.0981001347973E-7
439.00	5.4768702284491E-7
440.00	4.3372699565225E-7
441.00	3.9210098634612E-7
442.00	4.7466400587837E-7
443.00	3.6891700005981E-7
444.00	3.7442399047904E-7
445.00	3.2406001082563E-7
446.00	4.3354700096643E-7
447.00	4.8573900812698E-7
448.00	4.0502399656361E-7
449.00	5.2066900479986E-7
450.00	4.079699920112E-7
451.00	5.7754499493967E-7
452.00	4.4328800186122E-7
453.00	5.0375297178107E-7
454.00	4.0525299027649E-7
455.00	4.3468500621202E-7
456.00	8.2506397802717E-7
457.00	8.4068102523815E-7
458.00	6.6652000896283E-7
459.00	5.5028198175933E-7
460.00	6.0461599105111E-7
461.00	1.7078799601222E-6
462.00	3.3662499845377E-6
463.00	6.4293499235646E-7
464.00	4.2179900106021E-7
465.00	3.1457699378734E-7
466.00	2.1700900276755E-7
467.00	3.7195599134066E-7
468.00	3.3795200238274E-7
469.00	3.0713201226718E-7
470.00	2.8187199063723E-7
471.00	3.2668299354555E-7
472.00	2.9372898779911E-7
473.00	1.352689992018E-6
474.00	1.0194099786531E-6
475.00	3.9598299395038E-7
476.00	3.433719939494E-7
477.00	2.2007499467236E-7
478.00	3.1160200819613E-7
479.00	3.0539300155397E-7
480.00	2.9868499495933E-7
481.00	3.7597999380523E-7
482.00	2.2535499510923E-7
483.00	3.3743299354683E-7
484.00	3.0067099032749E-7
485.00	3.6174100159769E-7
486.00	4.4815300270784E-7
487.00	7.5686898526328E-7
488.00	3.9964601228348E-7
489.00	3.3363801321684E-7
490.00	3.8627399590041E-7
491.00	2.6863099833463E-7
492.00	3.5216100968682E-7
493.00	3.3236000263059E-7
494.00	3.4419198868818E-7
495.00	2.9379501143012E-7
496.00	6.3430002228415E-7
497.00	5.8825202131629E-7
498.00	3.1859300975157E-7
499.00	3.6680100379272E-7
500.00	3.0073800871833E-7
501.00	3.1071900252755E-7
502.00	1.9861499822582E-7
503.00	3.0514800641868E-7
504.00	2.8426899234546E-7
505.00	2.814749961999E-7
506.00	2.5028001005012E-7
507.00	2.9441500259964E-7
508.00	3.9772200466359E-7
509.00	3.0320001087603E-7
510.00	4.5146799720897E-7
511.00	3.0697199804308E-7
512.00	3.2616799217067E-7
513.00	3.224899955967E-7
514.00	3.926660099296E-7
515.00	3.7785900985909E-7
516.00	5.9449899936226E-7
517.00	4.5687099259339E-7
518.00	4.680460108375E-7
519.00	5.133470040164E-7
520.00	6.0828102732557E-7
521.00	4.6221501293076E-7
522.00	3.6481600318439E-7
523.00	3.3910200158971E-7
524.00	4.2381000753267E-7
525.00	2.9220200303826E-7
526.00	2.8294499543335E-7
527.00	3.1984399129215E-7
528.00	2.8989998668294E-7
529.00	2.6594099722388E-7
530.00	3.4870200238402E-7
531.00	3.1084201168596E-7
532.00	2.8599799861695E-7
533.00	3.44075999692E-7
534.00	3.0421000474234E-7
535.00	3.834879862552E-7
536.00	3.8590098938585E-7
537.00	7.8779299883536E-7
538.00	7.9926098806027E-7
539.00	5.606639774669E-7
540.00	3.4979498764187E-7
541.00	3.2342899203286E-7
542.00	3.0052200372666E-7
543.00	3.5486499427861E-7
544.00	3.167579905039E-7
545.00	3.4386499692118E-7
546.00	3.277380073996E-7
547.00	2.8526400797091E-7
548.00	2.852889906535E-7
549.00	3.0009800866537E-7
550.00	3.1698800739832E-7
551.00	3.6410699522094E-7
552.00	4.0980100379784E-7
553.00	3.5217999538872E-7
554.00	5.3036598046674E-7
555.00	6.4138998823182E-7
556.00	8.0372899446957E-7
557.00	8.6967202150845E-7
558.00	7.5513599995247E-7
559.00	3.8699400306541E-7
560.00	2.9714800575675E-7
561.00	3.1501500075137E-7
562.00	2.6739499503492E-7
563.00	2.9932800771348E-7
564.00	4.7738097919137E-7
565.00	1.0810999810928E-6
566.00	5.1250998467367E-7
567.00	3.5319999369676E-7
568.00	3.0828400099381E-7
569.00	3.0126699357425E-7
570.00	3.2165300467568E-7
571.00	3.2355200119127E-7
572.00	2.9462000838976E-7
573.00	4.8566199950528E-8
574.00	2.5243801360375E-7
575.00	3.0703199627169E-7
576.00	2.9103199494784E-7
577.00	3.826700094578E-7
578.00	3.2020000162447E-7
579.00	2.4947800625341E-7
580.00	2.0004000589324E-7
581.00	2.1349200096665E-7
582.00	9.7920796804374E-8
583.00	2.7809400648948E-7
584.00	1.9373800341782E-7
585.00	2.2554699796729E-7
586.00	1.546419952092E-7
587.00	1.5366499894753E-7
588.00	3.6310200357548E-7
589.00	4.2302400515837E-7
590.00	2.2053799852984E-7
591.00	6.0010597735527E-7
592.00	3.504409960442E-6
593.00	2.3528200472356E-6
594.00	2.6055300850203E-7
595.00	2.7611099540081E-7
596.00	9.3909896747846E-8
597.00	2.1661600158041E-7
598.00	1.9721899491287E-7
599.00	1.2527199544365E-7
600.00	1.6966200178103E-7
601.00	2.6371299099992E-7
602.00	1.2455099351882E-7
603.00	2.7100500687993E-7
604.00	1.4424000482904E-6
605.00	2.4985699837998E-6
606.00	3.0951099461163E-7
607.00	2.0331400207851E-7
608.00	1.6734499297399E-7
609.00	2.0551600243834E-7
610.00	1.8906200693891E-7
611.00	1.6788200696283E-7
612.00	2.5552398597029E-7
613.00	1.7182300382501E-7
614.00	1.604919930287E-7
615.00	2.3217299371936E-7
616.00	2.509870000722E-7
617.00	2.8799800588786E-7
618.00	7.3133901423716E-7
619.00	2.1137000203453E-6
620.00	7.7841900747444E-7
621.00	3.3356400308548E-7
622.00	2.4449599322907E-7
623.00	2.5511599233141E-7
624.00	1.980230024401E-7
625.00	3.2687398743292E-7
626.00	3.2368399160987E-7
627.00	4.4468399096331E-7
628.00	9.0695402832353E-7
629.00	1.9900201095879E-6
630.00	1.050270043379E-6
631.00	4.2801801214409E-7
632.00	3.2012999895414E-7
633.00	2.8053401024408E-7
634.00	1.9682900642692E-7
635.00	2.3695099571341E-7
636.00	2.4148098987098E-7
637.00	2.3698399331806E-7
638.00	2.1220199641903E-7
639.00	1.9853800381497E-7
640.00	3.2144700412573E-7
641.00	3.2130898830474E-7
642.00	4.2526500010354E-7
643.00	8.4287597701405E-7
644.00	3.0117100777716E-6
645.00	5.9112999224453E-6
646.00	1.8829100554285E-6
647.00	6.4959601786541E-7
648.00	3.9874001345197E-7
649.00	3.6069499742553E-7
650.00	3.5809199516734E-7
651.00	3.0261898587014E-7
