Type: Dichroic
Name: FF444/520/590-Di01
Typical Measured Spectrum of Semrock FF444/520/590-Di01 Optical Filter	
For wavelengths between 320 and 1120 nm, values near or below 3e-7 (Optical Density 6.5) are measurement noise limited.
For wavelengths < 320 nm and > 1120 nm, values near or below 3e-6 (Optical Density 5.5) are measurement noise limited. 
Data format:  Wavelength (nm) <tab> Transmission (0 to 1)
590.4,0.36873
590.6,0.38271
590.8,0.39588
591.0,0.40758
591.2,0.41905
591.4,0.4302
591.6,0.43921
591.8,0.44817
592.0,0.45695
592.2,0.46698
592.4,0.47708
592.6,0.48485
592.8,0.4923
593.0,0.49973
593.2,0.50783
593.4,0.51557
593.6,0.52376
593.8,0.53545
594.0,0.54705
594.2,0.5592
594.4,0.57319
594.6,0.58623
594.8,0.60267
595.0,0.62157
595.2,0.6406
595.4,0.66067
595.6,0.68034
595.8,0.6996
596.0,0.72076
596.2,0.74073
596.4,0.76309
596.6,0.78594
596.8,0.80494
597.0,0.82203
597.2,0.84006
597.4,0.85636
597.6,0.87082
597.8,0.88259
598.0,0.89612
598.2,0.90488
598.4,0.91081
598.6,0.91556
598.8,0.91966
599.0,0.92288
599.2,0.92433
599.4,0.92827
599.6,0.92863
599.8,0.92788
600.0,0.92757
600.2,0.92812
600.4,0.92821
600.6,0.92869
600.8,0.92814
601.0,0.92748
601.2,0.92856
601.4,0.92747
601.6,0.92652
601.8,0.92804
602.0,0.92641
602.2,0.9262
602.4,0.92715
602.6,0.92719
602.8,0.92857
603.0,0.92818
603.2,0.92805
603.4,0.9299
603.6,0.93099
603.8,0.92968
604.0,0.92855
604.2,0.92764
604.4,0.92677
604.6,0.92835
604.8,0.92765
605.0,0.92676
605.2,0.92612
605.4,0.92679
605.6,0.92549
605.8,0.92563
606.0,0.92635
606.2,0.92691
606.4,0.92716
606.6,0.9266
606.8,0.9264
607.0,0.92549
607.2,0.925
607.4,0.92485
607.6,0.92669
607.8,0.92755
608.0,0.92634
608.2,0.92781
608.4,0.92985
608.6,0.93063
608.8,0.93157
609.0,0.93169
609.2,0.92928
609.4,0.92946
609.6,0.93042
609.8,0.93214
610.0,0.93302
610.2,0.93273
610.4,0.93429
610.6,0.938
610.8,0.93656
611.0,0.93596
611.2,0.93618
611.4,0.93699
611.6,0.93639
611.8,0.9354
612.0,0.93426
612.2,0.93355
612.4,0.93466
612.6,0.93349
612.8,0.93413
613.0,0.93456
613.2,0.93483
613.4,0.93305
613.6,0.93231
613.8,0.9343
614.0,0.93338
614.2,0.9263
614.4,0.92526
614.6,0.92372
614.8,0.92311
615.0,0.92139
615.2,0.91898
615.4,0.91914
615.6,0.91853
615.8,0.91596
616.0,0.91512
616.2,0.91172
616.4,0.91183
616.6,0.91233
616.8,0.91086
617.0,0.91245
617.2,0.91062
617.4,0.90777
617.6,0.90671
617.8,0.90623
618.0,0.90591
618.2,0.90723
618.4,0.90662
618.6,0.90506
618.8,0.90541
619.0,0.90605
619.2,0.90733
619.4,0.9094
619.6,0.91154
619.8,0.91234
620.0,0.91304
620.2,0.9132
620.4,0.91527
620.6,0.91622
620.8,0.9189
621.0,0.92019
621.2,0.91993
621.4,0.92178
621.6,0.92305
621.8,0.92352
622.0,0.92445
622.2,0.92723
622.4,0.9296
622.6,0.93114
622.8,0.93316
623.0,0.93316
623.2,0.93587
623.4,0.93782
623.6,0.93864
623.8,0.93731
624.0,0.94026
624.2,0.94002
624.4,0.94151
624.6,0.94465
624.8,0.94306
625.0,0.94288
625.2,0.9459
625.4,0.94784
625.6,0.94708
625.8,0.94829
626.0,0.94588
626.2,0.94435
626.4,0.94287
626.6,0.94351
626.8,0.94425
627.0,0.94525
627.2,0.94513
627.4,0.94663
627.6,0.94633
627.8,0.94306
628.0,0.94157
628.2,0.94185
628.4,0.94368
628.6,0.94152
628.8,0.94031
629.0,0.94059
629.2,0.93924
629.4,0.93748
629.6,0.93633
629.8,0.93684
630.0,0.93787
630.2,0.93695
630.4,0.9382
630.6,0.93629
630.8,0.93655
631.0,0.93734
631.2,0.93743
631.4,0.93658
631.6,0.93803
631.8,0.93406
632.0,0.93183
632.2,0.93233
632.4,0.93218
632.6,0.93354
632.8,0.93342
633.0,0.93297
633.2,0.93407
633.4,0.93437
633.6,0.93323
633.8,0.93436
634.0,0.93152
634.2,0.93072
634.4,0.93264
634.6,0.93272
634.8,0.93199
635.0,0.93481
635.2,0.93195
635.4,0.92836
635.6,0.92563
635.8,0.92293
636.0,0.92281
636.2,0.92511
636.4,0.92231
636.6,0.92085
636.8,0.92075
637.0,0.91957
637.2,0.9199
637.4,0.92103
637.6,0.9219
637.8,0.92149
638.0,0.91738
638.2,0.91621
638.4,0.91306
638.6,0.91189
638.8,0.90756
639.0,0.90605
639.2,0.9055
639.4,0.90524
639.6,0.90573
639.8,0.90553
640.0,0.90502
640.2,0.90513
640.4,0.90563
640.6,0.90374
640.8,0.90079
641.0,0.90009
641.2,0.90204
641.4,0.90317
641.6,0.90182
641.8,0.90181
642.0,0.90149
642.2,0.90107
642.4,0.90277
642.6,0.9019
642.8,0.90111
643.0,0.90165
643.2,0.9049
643.4,0.90837
643.6,0.90966
643.8,0.90809
644.0,0.90723
644.2,0.90779
644.4,0.90969
644.6,0.9107
644.8,0.91187
645.0,0.91256
645.2,0.91426
645.4,0.91478
645.6,0.91711
645.8,0.92022
646.0,0.92144
646.2,0.92168
646.4,0.92199
646.6,0.92434
646.8,0.92594
647.0,0.92746
647.2,0.92861
647.4,0.93222
647.6,0.93313
647.8,0.93293
648.0,0.93394
648.2,0.93435
648.4,0.93384
648.6,0.93427
648.8,0.93449
649.0,0.93641
649.2,0.9393
649.4,0.93798
649.6,0.93984
649.8,0.94009
650.0,0.93907
650.2,0.93813
650.4,0.94055
650.6,0.94139
650.8,0.93848
651.0,0.94152
651.2,0.94073
651.4,0.94401
651.6,0.94469
651.8,0.94415
652.0,0.94383
652.2,0.94308
652.4,0.94115
652.6,0.94094
652.8,0.94396
653.0,0.94454
653.2,0.946
653.4,0.946
653.6,0.94497
653.8,0.94514
654.0,0.94514
654.2,0.94462
654.4,0.94561
654.6,0.9473
654.8,0.94812
655.0,0.94565
655.2,0.94479
655.4,0.94112
655.6,0.93978
655.8,0.9384
656.0,0.93482
656.2,0.93255
656.4,0.92979
656.6,0.92788
656.8,0.92375
657.0,0.91774
657.2,0.91176
657.4,0.90554
657.6,0.89987
657.8,0.89183
658.0,0.88438
658.2,0.87886
658.4,0.87254
658.6,0.86382
658.8,0.85225
659.0,0.84049
659.2,0.82922
659.4,0.82135
659.6,0.81006
659.8,0.79898
660.0,0.78782
660.2,0.77445
660.4,0.76096
660.6,0.74846
660.8,0.73683
661.0,0.72511
661.2,0.71007
661.4,0.69753
661.6,0.68489
661.8,0.67259
662.0,0.66112
662.2,0.64888
662.4,0.63705
662.6,0.62641
662.8,0.61606
663.0,0.60354
663.2,0.59143
663.4,0.57909
663.6,0.56781
663.8,0.55811
664.0,0.54805
664.2,0.53889
664.4,0.53021
664.6,0.52014
664.8,0.51003
665.0,0.50189
665.2,0.49207
665.4,0.48377
665.6,0.47449
665.8,0.46672
666.0,0.45736
666.2,0.44866
666.4,0.44104
666.6,0.43253
666.8,0.42469
667.0,0.41768
667.2,0.41051
667.4,0.4032
667.6,0.39515
667.8,0.38977
668.0,0.38341
668.2,0.37644
668.4,0.37025
668.6,0.36378
668.8,0.35856
669.0,0.35289
669.2,0.34706
669.4,0.34104
669.6,0.33539
669.8,0.33073
670.0,0.32522
670.2,0.31884
670.4,0.31356
670.6,0.30854
670.8,0.30216
671.0,0.29632
671.2,0.29094
671.4,0.28579
671.6,0.28113
671.8,0.27594
672.0,0.27059
672.2,0.26528
672.4,0.26012
672.6,0.25626
672.8,0.25144
673.0,0.24665
673.2,0.24149
673.4,0.23672
673.6,0.23107
673.8,0.2254
674.0,0.22051
674.2,0.21566
674.4,0.21088
674.6,0.2058
674.8,0.20025
675.0,0.19554
675.2,0.19188
675.4,0.18743
675.6,0.18241
675.8,0.17694
676.0,0.17207
676.2,0.16751
676.4,0.16331
676.6,0.15876
676.8,0.15454
677.0,0.14989
677.2,0.14482
677.4,0.14033
677.6,0.13658
677.8,0.13242
678.0,0.12808
678.2,0.1236
678.4,0.11953
678.6,0.11552
678.8,0.11184
679.0,0.10854
679.2,0.10474
679.4,0.10086
679.6,0.09697
679.8,0.09338
680.0,0.09006
680.2,0.08701
680.4,0.08418
680.6,0.08121
680.8,0.07819
681.0,0.07513
681.2,0.07248
681.4,0.07002
681.6,0.06758
681.8,0.06525
682.0,0.06283
682.2,0.06052
682.4,0.05808
682.6,0.05619
682.8,0.05411
683.0,0.05218
683.2,0.05037
683.4,0.04855
683.6,0.04696
683.8,0.04526
684.0,0.04375
684.2,0.04242
684.4,0.04094
684.6,0.03957
684.8,0.03816
685.0,0.03687
685.2,0.03571
685.4,0.03451
685.6,0.03351
685.8,0.03243
686.0,0.0314
686.2,0.03051
686.4,0.02972
686.6,0.02888
686.8,0.02803
687.0,0.0272
687.2,0.02653
687.4,0.02577
687.6,0.02502
687.8,0.02427
688.0,0.02358
688.2,0.02295
688.4,0.02241
688.6,0.02184
688.8,0.02136
689.0,0.02082
689.2,0.0202
689.4,0.01973
689.6,0.01927
689.8,0.01882
690.0,0.01849
690.2,0.01804
690.4,0.01767
690.6,0.01726
690.8,0.01697
691.0,0.01663
691.2,0.01633
691.4,0.01599
691.6,0.01573
691.8,0.01543
692.0,0.01515
692.2,0.01492
692.4,0.01461
692.6,0.01443
692.8,0.01422
693.0,0.01398
693.2,0.01373
693.4,0.0136
693.6,0.01338
693.8,0.01326
694.0,0.01311
694.2,0.01298
694.4,0.01282
694.6,0.01266
694.8,0.01251
695.0,0.01241
695.2,0.01235
695.4,0.01223
695.6,0.01214
695.8,0.01206
696.0,0.01195
696.2,0.01187
696.4,0.0118
696.6,0.01171
696.8,0.01166
697.0,0.01159
697.2,0.01155
697.4,0.01156
697.6,0.01148
697.8,0.01147
698.0,0.01144
698.2,0.01152
698.4,0.01148
698.6,0.01147
698.8,0.01154
699.0,0.01154
699.2,0.01153
699.4,0.01158
699.6,0.01163
699.8,0.01169
700.0,0.01172
700.2,0.01177
700.4,0.01187
700.6,0.01192
700.8,0.01201
701.0,0.01214
701.2,0.0123
701.4,0.01241
701.6,0.01251
701.8,0.01269
702.0,0.01286
702.2,0.01301
702.4,0.01322
702.6,0.01346
702.8,0.01362
703.0,0.01384
703.2,0.01407
703.4,0.01425
703.6,0.01451
703.8,0.0148
704.0,0.01516
704.2,0.01549
704.4,0.01576
704.6,0.01616
704.8,0.01654
705.0,0.01695
705.2,0.0174
705.4,0.01789
705.6,0.01831
705.8,0.01877
706.0,0.01922
706.2,0.01979
706.4,0.02037
706.6,0.02094
706.8,0.02149
707.0,0.02206
707.2,0.02265
707.4,0.02311
707.6,0.02376
707.8,0.02439
708.0,0.02496
708.2,0.02554
708.4,0.02611
708.6,0.02663
708.8,0.02721
709.0,0.02781
709.2,0.02835
709.4,0.02895
709.6,0.02958
709.8,0.03019
710.0,0.03078
710.2,0.0313
710.4,0.03191
710.6,0.03254
710.8,0.0331
711.0,0.0338
711.2,0.03428
711.4,0.03481
711.6,0.03533
711.8,0.03585
712.0,0.03646
712.2,0.03701
712.4,0.0377
712.6,0.03824
712.8,0.03873
713.0,0.0391
713.2,0.03941
713.4,0.03976
713.6,0.03988
713.8,0.03994
714.0,0.04
714.2,0.04
714.4,0.04017
714.6,0.04012
714.8,0.04009
715.0,0.03982
715.2,0.03942
715.4,0.03892
715.6,0.03846
715.8,0.03785
716.0,0.03701
716.2,0.03628
716.4,0.03564
716.6,0.035
716.8,0.03421
717.0,0.03333
717.2,0.03256
717.4,0.0316
717.6,0.03069
717.8,0.0298
718.0,0.02897
718.2,0.02804
718.4,0.02716
718.6,0.02637
718.8,0.0256
719.0,0.02492
719.2,0.02407
719.4,0.02327
719.6,0.02253
719.8,0.02173
720.0,0.02105
720.2,0.02039
720.4,0.0196
720.6,0.01901
720.8,0.01838
721.0,0.01782
721.2,0.01729
721.4,0.01684
721.6,0.01634
721.8,0.01582
722.0,0.01537
722.2,0.01497
722.4,0.01451
722.6,0.01408
722.8,0.0137
723.0,0.01339
723.2,0.01311
723.4,0.01277
723.6,0.01246
723.8,0.01219
724.0,0.01195
724.2,0.01168
724.4,0.01145
724.6,0.0112
724.8,0.01098
725.0,0.01073
725.2,0.01049
725.4,0.01036
725.6,0.01018
725.8,0.00999
726.0,0.00984
726.2,0.00971
726.4,0.00961
726.6,0.0095
726.8,0.00937
727.0,0.00924
727.2,0.0091
727.4,0.00901
727.6,0.00893
727.8,0.00885
728.0,0.00877
728.2,0.00871
728.4,0.00866
728.6,0.00862
728.8,0.00857
729.0,0.00853
729.2,0.00851
729.4,0.0085
729.6,0.00841
729.8,0.00842
730.0,0.00837
730.2,0.00837
730.4,0.00837
730.6,0.0084
730.8,0.00841
731.0,0.00844
731.2,0.00844
731.4,0.0085
731.6,0.00856
731.8,0.00857
732.0,0.00861
732.2,0.00871
732.4,0.00879
732.6,0.00885
732.8,0.00887
733.0,0.00899
733.2,0.00911
733.4,0.0092
733.6,0.00933
733.8,0.00948
734.0,0.0096
734.2,0.00971
734.4,0.00993
734.6,0.01012
734.8,0.01033
735.0,0.01051
735.2,0.01074
735.4,0.01105
735.6,0.01129
735.8,0.01155
736.0,0.01185
736.2,0.0122
736.4,0.01256
736.6,0.01305
736.8,0.01348
737.0,0.0139
737.2,0.01443
737.4,0.01495
737.6,0.01554
737.8,0.01623
738.0,0.01677
738.2,0.01734
738.4,0.01807
738.6,0.01898
738.8,0.02004
739.0,0.02124
739.2,0.02248
739.4,0.02405
739.6,0.02572
739.8,0.0277
740.0,0.02971
740.2,0.03205
740.4,0.03475
740.6,0.03792
740.8,0.04161
741.0,0.04606
741.2,0.05135
741.4,0.05739
741.6,0.06473
741.8,0.07308
742.0,0.08226
742.2,0.09286
742.4,0.10437
742.6,0.11629
742.8,0.1288
743.0,0.14061
743.2,0.15316
743.4,0.1645
743.6,0.175
743.8,0.18472
744.0,0.19269
744.2,0.1989
744.4,0.20288
744.6,0.20662
744.8,0.20911
745.0,0.20966
745.2,0.20994
745.4,0.20841
745.6,0.20596
745.8,0.20262
746.0,0.19902
746.2,0.19418
746.4,0.18865
746.6,0.18243
746.8,0.17383
747.0,0.16371
747.2,0.15388
747.4,0.14352
747.6,0.13248
747.8,0.12185
748.0,0.11206
748.2,0.10279
748.4,0.09429
748.6,0.08685
748.8,0.08072
749.0,0.07475
749.2,0.06903
749.4,0.06419
749.6,0.05959
749.8,0.05527
750.0,0.05107
750.2,0.04691
750.4,0.04273
750.6,0.03833
750.8,0.03378
751.0,0.0291
751.2,0.02458
751.4,0.02061
751.6,0.01755
751.8,0.01503
752.0,0.01296
752.2,0.01135
752.4,0.01016
752.6,0.00915
752.8,0.00836
753.0,0.00774
753.2,0.00726
753.4,0.0068
753.6,0.0064
753.8,0.00602
754.0,0.0057
754.2,0.00539
754.4,0.00517
754.6,0.00491
754.8,0.00471
755.0,0.00448
755.2,0.00429
755.4,0.00414
755.6,0.00396
755.8,0.00383
756.0,0.00368
756.2,0.00354
756.4,0.0034
756.6,0.00323
756.8,0.00316
757.0,0.00305
757.2,0.00295
757.4,0.00286
757.6,0.00277
757.8,0.00269
758.0,0.00261
758.2,0.00255
758.4,0.00247
758.6,0.0024
758.8,0.00233
759.0,0.00229
759.2,0.00223
759.4,0.00218
759.6,0.00213
759.8,0.00207
760.0,0.002
760.2,0.00198
760.4,0.00192
760.6,0.00187
760.8,0.00184
761.0,0.0018
761.2,0.00177
761.4,0.00172
761.6,0.0017
761.8,0.00166
762.0,0.00164
762.2,0.00161
762.4,0.00158
762.6,0.00156
762.8,0.00154
763.0,0.00152
763.2,0.00149
763.4,0.00147
763.6,0.00145
763.8,0.00142
764.0,0.00141
764.2,0.00139
764.4,0.00138
764.6,0.00134
764.8,0.00134
765.0,0.00132
765.2,0.0013
765.4,0.00129
765.6,0.00127
765.8,0.00127
766.0,0.00125
766.2,0.00125
766.4,0.00123
766.6,0.00123
766.8,0.00122
767.0,0.00121
767.2,0.00119
767.4,0.00119
767.6,0.00118
767.8,0.00118
768.0,0.00117
768.2,0.00118
768.4,0.00116
768.6,0.00115
768.8,0.00114
769.0,0.00114
769.2,0.00113
769.4,0.00114
769.6,0.00114
769.8,0.00111
770.0,0.00112
770.2,0.00113
770.4,0.00113
770.6,0.00111
770.8,0.0011
771.0,0.0011
771.2,0.0011
771.4,0.00112
771.6,0.0011
771.8,0.0011
772.0,0.00111
772.2,0.0011
772.4,0.0011
772.6,0.00111
772.8,0.00109
773.0,0.00112
773.2,0.00111
773.4,0.00113
773.6,0.00112
773.8,0.00112
774.0,0.00114
774.2,0.00113
774.4,0.00115
774.6,0.00114
774.8,0.00115
775.0,0.00116
775.2,0.00117
775.4,0.00119
775.6,0.00119
775.8,0.00119
776.0,0.00121
776.2,0.00121
776.4,0.00123
776.6,0.00125
776.8,0.00126
777.0,0.00126
777.2,0.00128
777.4,0.00127
777.6,0.0013
777.8,0.00131
778.0,0.00133
778.2,0.00134
778.4,0.00134
778.6,0.00136
778.8,0.00139
779.0,0.00141
779.2,0.00142
779.4,0.00144
779.6,0.00147
779.8,0.00147
780.0,0.00151
780.2,0.00154
780.4,0.00155
780.6,0.00159
780.8,0.00162
781.0,0.00162
781.2,0.00167
781.4,0.00171
781.6,0.00171
781.8,0.00176
782.0,0.00181
782.2,0.00183
782.4,0.00187
782.6,0.00191
782.8,0.00194
783.0,0.00198
783.2,0.00201
783.4,0.00205
783.6,0.00212
783.8,0.00218
784.0,0.00225
784.2,0.00228
784.4,0.00235
784.6,0.0024
784.8,0.00247
785.0,0.00253
785.2,0.00259
785.4,0.00265
785.6,0.00275
785.8,0.00283
786.0,0.00291
786.2,0.00299
786.4,0.00306
786.6,0.00316
786.8,0.00328
787.0,0.00339
787.2,0.0035
787.4,0.00363
787.6,0.00374
787.8,0.0039
788.0,0.00401
788.2,0.00416
788.4,0.0043
788.6,0.00447
788.8,0.00465
789.0,0.00489
789.2,0.00508
789.4,0.00524
789.6,0.00549
789.8,0.00572
790.0,0.00601
790.2,0.00632
790.4,0.0066
790.6,0.00696
790.8,0.00726
791.0,0.00756
791.2,0.00797
791.4,0.00837
791.6,0.00884
791.8,0.0093
792.0,0.00989
792.2,0.01041
792.4,0.01101
792.6,0.0117
792.8,0.01236
793.0,0.01312
793.2,0.01393
793.4,0.01474
793.6,0.01573
793.8,0.01673
794.0,0.01782
794.2,0.01896
794.4,0.02016
794.6,0.02147
794.8,0.02281
795.0,0.02551
795.2,0.02716
795.4,0.02884
795.6,0.03064
795.8,0.03255
796.0,0.03464
796.2,0.03674
796.4,0.03886
796.6,0.04114
796.8,0.04324
797.0,0.04521
797.2,0.04696
797.4,0.04894
797.6,0.05086
797.8,0.0523
798.0,0.05377
798.2,0.05513
798.4,0.05665
798.6,0.05804
798.8,0.05897
799.0,0.05951
799.2,0.06029
799.4,0.06068
799.6,0.06096
799.8,0.06087
800.0,0.06045
800.2,0.05998
800.4,0.05947
800.6,0.05889
800.8,0.05758
801.0,0.05644
801.2,0.05521
801.4,0.05371
801.6,0.05211
801.8,0.05064
802.0,0.04907
802.2,0.04743
802.4,0.04573
802.6,0.04395
802.8,0.04244
803.0,0.03999
803.2,0.03806
803.4,0.03661
803.6,0.03513
803.8,0.0338
804.0,0.0325
804.2,0.03124
804.4,0.02996
804.6,0.02885
804.8,0.02786
805.0,0.02686
805.2,0.02582
805.4,0.02483
805.6,0.02402
805.8,0.02326
806.0,0.02259
806.2,0.0219
806.4,0.02128
806.6,0.02074
806.8,0.02016
807.0,0.01971
807.2,0.01928
807.4,0.01891
807.6,0.01868
807.8,0.01855
808.0,0.01846
808.2,0.01832
808.4,0.01857
808.6,0.01881
808.8,0.019
809.0,0.01937
809.2,0.01981
809.4,0.02039
809.6,0.02106
809.8,0.02182
810.0,0.02247
810.2,0.02301
810.4,0.02355
810.6,0.024
810.8,0.02444
811.0,0.02477
811.2,0.025
811.4,0.02519
811.6,0.02528
811.8,0.02519
812.0,0.02501
812.2,0.02482
812.4,0.02438
812.6,0.02388
812.8,0.02329
813.0,0.02267
813.2,0.02183
813.4,0.02092
813.6,0.02004
813.8,0.01916
814.0,0.01825
814.2,0.01746
814.4,0.01675
814.6,0.01613
814.8,0.01564
815.0,0.01523
815.2,0.0149
815.4,0.01464
815.6,0.01442
815.8,0.01429
816.0,0.01418
816.2,0.01404
816.4,0.01406
816.6,0.0141
816.8,0.01412
817.0,0.01406
817.2,0.01404
817.4,0.0141
817.6,0.01418
817.8,0.01421
818.0,0.01432
818.2,0.01448
818.4,0.01457
818.6,0.01462
818.8,0.01474
819.0,0.01483
819.2,0.01498
819.4,0.01517
819.6,0.01536
819.8,0.0155
820.0,0.01572
820.2,0.01604
820.4,0.01626
820.6,0.01641
820.8,0.01654
821.0,0.01679
821.2,0.01702
821.4,0.01739
821.6,0.01774
821.8,0.01806
822.0,0.01843
822.2,0.01874
822.4,0.01914
822.6,0.01959
822.8,0.01991
823.0,0.02032
823.2,0.02069
823.4,0.02099
823.6,0.02153
823.8,0.022
824.0,0.02253
824.2,0.02297
824.4,0.0234
824.6,0.02388
824.8,0.02446
825.0,0.02513
825.2,0.02577
825.4,0.02638
825.6,0.02707
825.8,0.02777
826.0,0.02858
826.2,0.02935
826.4,0.03012
826.6,0.03081
826.8,0.03155
827.0,0.03261
827.2,0.03356
827.4,0.03453
827.6,0.03545
827.8,0.03641
828.0,0.03783
828.2,0.03898
828.4,0.04026
828.6,0.04155
828.8,0.04277
829.0,0.04406
829.2,0.04565
829.4,0.04727
829.6,0.04874
829.8,0.05031
830.0,0.05215
830.2,0.0541
830.4,0.05612
830.6,0.05817
830.8,0.06028
831.0,0.06228
831.2,0.06459
831.4,0.067
831.6,0.0696
831.8,0.07218
832.0,0.07501
832.2,0.07782
832.4,0.08062
832.6,0.08379
832.8,0.08716
833.0,0.09027
833.2,0.09393
833.4,0.09823
833.6,0.10229
833.8,0.10631
834.0,0.1102
834.2,0.11487
834.4,0.11913
834.6,0.12332
834.8,0.12817
835.0,0.1336
835.2,0.13879
835.4,0.14373
835.6,0.14862
835.8,0.15417
836.0,0.16002
836.2,0.1659
836.4,0.1719
836.6,0.1785
836.8,0.18481
837.0,0.19197
837.2,0.19883
837.4,0.20523
837.6,0.21129
837.8,0.21799
838.0,0.22475
838.2,0.23191
838.4,0.23926
838.6,0.24593
838.8,0.253
839.0,0.26041
839.2,0.26779
839.4,0.27444
839.6,0.28084
839.8,0.28733
840.0,0.294
840.2,0.30187
840.4,0.30856
840.6,0.31484
840.8,0.32091
841.0,0.3263
841.2,0.33211
841.4,0.33641
841.6,0.34123
841.8,0.34772
842.0,0.35313
842.2,0.35706
842.4,0.36064
842.6,0.36679
842.8,0.37195
843.0,0.37704
843.2,0.3803
843.4,0.382
843.6,0.38501
843.8,0.38673
844.0,0.38987
844.2,0.39348
844.4,0.39587
844.6,0.39821
844.8,0.39958
845.0,0.40271
845.2,0.40663
845.4,0.40822
845.6,0.40803
845.8,0.40905
846.0,0.40899
846.2,0.40994
846.4,0.41125
846.6,0.41254
846.8,0.41216
847.0,0.41423
847.2,0.41534
847.4,0.41434
847.6,0.41605
847.8,0.41773
848.0,0.41736
848.2,0.41637
848.4,0.41455
848.6,0.41319
848.8,0.41531
849.0,0.41438
849.2,0.41531
849.4,0.41623
849.6,0.41507
849.8,0.41534
850.0,0.41534
850.2,0.41422
850.4,0.41449
850.6,0.41368
850.8,0.41206
851.0,0.41102
851.2,0.41183
851.4,0.41214
851.6,0.41182
851.8,0.41065
852.0,0.41068
852.2,0.40945
852.4,0.40782
852.6,0.40778
852.8,0.40627
853.0,0.40421
853.2,0.4043
853.4,0.40451
853.6,0.40439
853.8,0.40354
854.0,0.40301
854.2,0.40202
854.4,0.40028
854.6,0.40005
854.8,0.40035
855.0,0.40085
855.2,0.4028
855.4,0.40413
855.6,0.40396
855.8,0.40322
856.0,0.4025
856.2,0.40249
856.4,0.40389
856.6,0.40589
856.8,0.40639
857.0,0.40788
857.2,0.41011
857.4,0.41396
857.6,0.41812
857.8,0.42258
858.0,0.4263
858.2,0.43111
858.4,0.43658
858.6,0.44307
858.8,0.45033
859.0,0.45752
859.2,0.46416
859.4,0.47198
859.6,0.47859
859.8,0.48574
860.0,0.49261
860.2,0.4971
860.4,0.5036
860.6,0.51306
860.8,0.52129
861.0,0.52799
861.2,0.53385
861.4,0.53908
861.6,0.54391
861.8,0.54805
862.0,0.55267
862.2,0.55812
862.4,0.56106
862.6,0.56368
862.8,0.56436
863.0,0.56636
863.2,0.56712
863.4,0.56689
863.6,0.5666
863.8,0.56674
864.0,0.56484
864.2,0.56364
864.4,0.56276
864.6,0.55965
864.8,0.55536
865.0,0.55101
865.2,0.54881
865.4,0.54705
865.6,0.54287
865.8,0.53667
866.0,0.53019
866.2,0.52501
866.4,0.51925
866.6,0.51272
866.8,0.50699
867.0,0.50108
867.2,0.49412
867.4,0.48682
867.6,0.4786
867.8,0.46942
868.0,0.45875
868.2,0.44977
868.4,0.44143
868.6,0.43129
868.8,0.42083
869.0,0.41178
869.2,0.40231
869.4,0.39338
869.6,0.38578
869.8,0.37804
870.0,0.36944
870.2,0.36125
870.4,0.35326
870.6,0.34406
870.8,0.33449
871.0,0.32504
871.2,0.31686
871.4,0.30851
871.6,0.29983
871.8,0.29202
872.0,0.28548
872.2,0.2786
872.4,0.27207
872.6,0.26566
872.8,0.25959
873.0,0.25332
873.2,0.24757
873.4,0.24162
873.6,0.23591
873.8,0.23065
874.0,0.22619
874.2,0.22238
874.4,0.21768
874.6,0.2132
874.8,0.20916
875.0,0.20509
875.2,0.20196
875.4,0.1988
875.6,0.19611
875.8,0.19315
876.0,0.1905
876.2,0.18765
876.4,0.18491
876.6,0.18268
876.8,0.18111
877.0,0.17914
877.2,0.17702
877.4,0.17433
877.6,0.1717
877.8,0.16992
878.0,0.1687
878.2,0.16743
878.4,0.1662
878.6,0.1651
878.8,0.16426
879.0,0.1626
879.2,0.16139
879.4,0.16026
879.6,0.15863
879.8,0.15669
880.0,0.15584
880.2,0.15495
880.4,0.15393
880.6,0.15316
880.8,0.15278
881.0,0.15264
881.2,0.15207
881.4,0.15132
881.6,0.15092
881.8,0.15011
882.0,0.14934
882.2,0.14858
882.4,0.14818
882.6,0.14765
882.8,0.14659
883.0,0.14592
883.2,0.14552
883.4,0.14501
883.6,0.14464
883.8,0.14388
884.0,0.14299
884.2,0.14284
884.4,0.14247
884.6,0.14155
884.8,0.14116
885.0,0.14077
885.2,0.13971
885.4,0.13916
885.6,0.13925
885.8,0.13928
886.0,0.13912
886.2,0.13889
886.4,0.13879
886.6,0.13838
886.8,0.1375
887.0,0.13698
887.2,0.13683
887.4,0.13633
887.6,0.13563
887.8,0.13525
888.0,0.13469
888.2,0.13416
888.4,0.13359
888.6,0.13313
888.8,0.13244
889.0,0.132
889.2,0.13171
889.4,0.13104
889.6,0.13079
889.8,0.13051
890.0,0.1302
890.2,0.12938
890.4,0.12871
890.6,0.12816
890.8,0.12751
891.0,0.12698
891.2,0.12645
891.4,0.12608
891.6,0.12558
891.8,0.12485
892.0,0.12424
892.2,0.12368
892.4,0.12301
892.6,0.12231
892.8,0.12144
893.0,0.12097
893.2,0.1203
893.4,0.11909
893.6,0.1182
893.8,0.11807
894.0,0.11801
894.2,0.11797
894.4,0.11778
894.6,0.11728
894.8,0.11689
895.0,0.1161
895.2,0.1154
895.4,0.11492
895.6,0.11393
895.8,0.11336
896.0,0.11301
896.2,0.11262
896.4,0.11236
896.6,0.11186
896.8,0.1118
897.0,0.11151
897.2,0.11169
897.4,0.11112
