Type: Filter
Name: LSM880Airyscan_BP570-620_LP645_2070-489
wavelength,transmision
567.4228367,0.006971054
567.7812291,0.015621487
567.9156262,0.02092409
568.0948224,0.030181177
568.2740186,0.061083072
568.2740186,0.054042892
568.4532148,0.110259474
568.4532148,0.0947561
568.6144913,0.128701749
568.8340067,0.19546865
568.7668081,0.187102284
568.7220091,0.178204696
568.7220091,0.168902671
568.7220091,0.142614342
568.9012052,0.212716554
568.8116071,0.203998715
569.0804014,0.303478698
569.0356024,0.292255603
569.0505354,0.281470648
569.0356024,0.271629375
568.9908033,0.262529569
569.2147986,0.39862223
569.1699995,0.31207296
569.2595976,0.433577042
569.2595976,0.42491056
569.2595976,0.412575267
569.2595976,0.389320206
569.2595976,0.376984912
569.4089278,0.493529841
569.3939948,0.477487219
569.3491957,0.468589631
569.3491957,0.459692042
569.3491957,0.448165621
569.5283919,0.577382872
569.5283919,0.532490494
569.61799,0.664336579
569.61799,0.65543899
569.61799,0.646541402
569.61799,0.637643813
569.61799,0.625915174
569.7971862,0.79941815
569.8867843,0.777848238
569.8419852,0.767386831
569.8569182,0.755631229
569.8419852,0.747043708
569.7971862,0.740370517
569.7971862,0.731472928
569.7971862,0.72257534
569.7971862,0.710240047
569.7971862,0.698309189
570.0361144,0.875317276
570.0659805,0.895067227
570.0659805,0.886776292
570.0659805,0.85684804
570.3347748,0.919535595
570.603569,0.93369085
572.8883204,0.955867415
573.7843014,0.958563654
575.5314642,0.967663461
577.7116845,0.956608881
579.5185794,0.94193123
579.6977756,0.949666066
579.8321728,0.959484869
580.4145604,0.971674116
582.8605883,0.969200317
584.4375148,0.960868938
586.4624317,0.953238582
587.0896184,0.970648582
587.8960012,0.976021801
588.4783889,0.977369921
589.7327622,0.96281023
590.3151498,0.949531254
590.5839441,0.939497393
590.7631403,0.93369085
591.6591212,0.949868283
592.2863079,0.961192487
593.7646764,0.963753914
594.8129741,0.971424714
595.243045,0.977999043
597.6621935,0.966045717
598.1325835,0.949699768
598.5133754,0.939858496
599.0061649,0.929877598
599.8573468,0.93945406
600.1709402,0.946632797
600.977323,0.972247067
602.3212944,0.969820452
603.6652659,0.960788051
604.1132563,0.951486027
604.3820506,0.937735208
604.785242,0.916502326
605.2780315,0.903627785
606.102334,0.915329462
606.4428068,0.929242055
606.7116011,0.946228361
606.8907972,0.956743693
608.3691658,0.967663461
609.548874,0.971977443
610.2283263,0.979290991
612.40108,0.962001359
612.7146734,0.95310377
613.0730658,0.937411659
