Type: filter
Name: Chroma ET605/70m
Wavelength (nm), Transmission (0 to 1)
799.00,1.3392599612416E-5
800.00,1.1982700016233E-5
801.00,1.0786900020321E-5
802.00,9.0783996711252E-6
803.00,8.3294798969291E-6
804.00,6.0389897953428E-6
805.00,3.2361999728892E-6
806.00,2.2383899249689E-6
807.00,4.2328101699241E-6
808.00,2.4805299290165E-6
809.00,2.644680080266E-6
810.00,9.9999999392253E-9
811.00,2.2795900349593E-6
812.00,7.7515500152003E-7
813.00,1.2136199529778E-6
814.00,2.7075200250692E-6
815.00,9.9999999392253E-9
816.00,9.4344201784224E-8
817.00,1.1245699624851E-6
818.00,9.9999999392253E-9
819.00,1.4911699963704E-6
820.00,2.4058199414867E-6
821.00,8.9065400743493E-7
822.00,9.9999999392253E-9
823.00,3.3474600513728E-6
824.00,1.7123800262198E-6
825.00,9.9999999392253E-9
826.00,6.0068902030253E-7
827.00,4.276339950593E-6
828.00,2.2365900349541E-6
829.00,1.8714699763223E-6
830.00,3.0508499548887E-6
831.00,3.7746999623778E-6
832.00,4.6969998948043E-6
833.00,6.6530101321405E-6
834.00,5.5615701057832E-6
835.00,1.2768499800586E-5
836.00,1.2515500202426E-5
837.00,1.5961499229888E-5
838.00,1.7036700228346E-5
839.00,2.476480040059E-5
840.00,2.6052399334731E-5
841.00,3.3210799301742E-5
842.00,3.4641201636987E-5
843.00,4.0676801290829E-5
844.00,4.0116599848261E-5
845.00,4.4475000322564E-5
846.00,4.5235799916554E-5
847.00,4.6089699026197E-5
848.00,4.7553599870298E-5
849.00,5.021049946663E-5
850.00,5.3353698604042E-5
851.00,5.9426798543427E-5
852.00,6.2661798438057E-5
853.00,6.8102897785138E-5
854.00,7.7452299592551E-5
855.00,8.4561201219913E-5
856.00,9.0636196546257E-5
857.00,9.6815303550102E-5
858.00,0.00010278999980073
859.00,0.00011250899842707
860.00,0.00011700500181178
861.00,0.00012219800555613
862.00,0.00012584899377543
863.00,0.00013247500464786
864.00,0.00013471700367518
865.00,0.00014140899293125
866.00,0.00014187999477144
867.00,0.00014817999908701
868.00,0.00015457600238733
869.00,0.00016262799908873
870.00,0.00017088699678425
871.00,0.00018571299733594
872.00,0.00019444500503596
873.00,0.00020212600065861
874.00,0.00021373400522862
875.00,0.00022241700207815
876.00,0.00023087600129656
877.00,0.00023637599952053
878.00,0.0002475059882272
879.00,0.00025382998865098
880.00,0.00026173199876212
881.00,0.0002667439985089
882.00,0.0002714270085562
883.00,0.0002762780059129
884.00,0.00028620599186979
885.00,0.00029825599631295
886.00,0.00032137401285581
887.00,0.00034855000558309
888.00,0.00038312200922519
889.00,0.00043310099863447
890.00,0.00048610800877213
891.00,0.00055289402371272
892.00,0.00061362702399492
893.00,0.00068151199957356
894.00,0.00075520802056417
895.00,0.0008298649918288
896.00,0.00091779098147526
897.00,0.0010170900495723
898.00,0.0011089900508523
899.00,0.0011986199533567
900.00,0.0012886900221929
901.00,0.0013755699619651
902.00,0.0014762099599466
903.00,0.0016015799483284
904.00,0.0017467000288889
905.00,0.0019498399924487
906.00,0.0022241501137614
907.00,0.0025533500593156
908.00,0.0029992200434208
909.00,0.0035466700792313
910.00,0.0042277998290956
911.00,0.0049954098649323
912.00,0.0058279200457036
913.00,0.0067577701993287
914.00,0.0077224601991475
915.00,0.0086649097502232
916.00,0.0094790998846292
917.00,0.010040800087154
918.00,0.010419099591672
919.00,0.010578099638224
920.00,0.010823500342667
921.00,0.011176399886608
922.00,0.011721099726856
923.00,0.012530599720776
924.00,0.013527600094676
925.00,0.014574299566448
926.00,0.01486840005964
927.00,0.013966100290418
928.00,0.011598600074649
929.00,0.0086500300094485
930.00,0.0060860300436616
931.00,0.0041651898063719
932.00,0.0028359999414533
933.00,0.0020069999154657
934.00,0.0014385699760169
935.00,0.0010662500280887
936.00,0.00080495997099206
937.00,0.0006241980008781
938.00,0.00049611297436059
939.00,0.00040108998655342
940.00,0.00032863699016161
941.00,0.00027703499654308
942.00,0.00023670599330217
943.00,0.00020270599634387
944.00,0.00017777399625629
945.00,0.00015511500532739
946.00,0.00014344599912874
947.00,0.00012980200699531
948.00,0.0001183479980682
949.00,0.00011125599849038
950.00,0.00010300699796062
951.00,9.7078001999762E-5
952.00,9.7710697446018E-5
953.00,9.4007802545093E-5
954.00,8.8198197772726E-5
955.00,8.7488799181301E-5
956.00,8.9185101387557E-5
957.00,9.1090798377991E-5
958.00,9.0951696620323E-5
959.00,9.4611699751113E-5
960.00,9.6223302534781E-5
961.00,0.0001007929968182
962.00,0.00010672100324882
963.00,0.00010734300303739
964.00,0.00011708200327121
965.00,0.0001212220013258
966.00,0.00013190199388191
967.00,0.00014178900164552
968.00,0.00015459100541193
969.00,0.00016666599549353
970.00,0.00018687000556383
971.00,0.00020196499826852
972.00,0.00021942600142211
973.00,0.0002375970070716
974.00,0.00025877301231958
975.00,0.00028688198653981
976.00,0.00030585398781113
977.00,0.00032905500847846
978.00,0.00035063500399701
979.00,0.00037804199382663
980.00,0.00039438100066036
981.00,0.00041653201333247
982.00,0.00043499699677341
983.00,0.00044483499368653
984.00,0.00046338199172169
985.00,0.00048068899195641
986.00,0.00048964098095894
987.00,0.00050953001482412
988.00,0.00052753201453015
989.00,0.00055199500638992
990.00,0.00056505302200094
991.00,0.00060145498719066
992.00,0.00062667502788827
993.00,0.00066535000223666
994.00,0.0007067890255712
995.00,0.00074641202809289
996.00,0.00081207900075242
997.00,0.00086815899703652
998.00,0.00094653200358152
999.00,0.0010404100175947
1000.00,0.0011276999721304
1001.00,0.0012536899885163
1002.00,0.0013964399695396
1003.00,0.0015432699583471
1004.00,0.0017191399820149
1005.00,0.0019465000368655
1006.00,0.0021721499506384
1007.00,0.0024348099250346
1008.00,0.0027948198840022
1009.00,0.0031493799760938
1010.00,0.0035203900188208
1011.00,0.0040048500522971
1012.00,0.0045535801909864
1013.00,0.0052259098738432
1014.00,0.005899109877646
1015.00,0.0066889300942421
1016.00,0.0077043101191521
1017.00,0.0089265201240778
1018.00,0.010247400030494
1019.00,0.011861399747431
1020.00,0.013731700368226
1021.00,0.016236800700426
1022.00,0.019421400502324
1023.00,0.023571299389005
1024.00,0.028643099591136
1025.00,0.035029001533985
1026.00,0.043791200965643
1027.00,0.055315498262644
1028.00,0.071384102106094
1029.00,0.09290699660778
1030.00,0.12039300054312
1031.00,0.15356400609016
1032.00,0.19086399674416
1033.00,0.22480499744415
1034.00,0.25072601437569
1035.00,0.25934201478958
1036.00,0.25677400827408
1037.00,0.2450689971447
1038.00,0.23518599569798
1039.00,0.22112800180912
1040.00,0.21448700129986
1041.00,0.21052800118923
1042.00,0.20894999802113
1043.00,0.20951800048351
1044.00,0.21328899264336
1045.00,0.22149300575256
1046.00,0.23372800648212
1047.00,0.25470799207687
1048.00,0.28778600692749
1049.00,0.32473999261856
1050.00,0.35877901315689
1051.00,0.3754940032959
1052.00,0.38083198666573
1053.00,0.37564998865128
1054.00,0.36949399113655
1055.00,0.34701099991798
1056.00,0.308719009161
1057.00,0.26444000005722
1058.00,0.2336650043726
1059.00,0.2139780074358
1060.00,0.20003700256348
1061.00,0.18320199847221
1062.00,0.16520200669765
1063.00,0.15347899496555
1064.00,0.14896599948406
1065.00,0.14890199899673
1066.00,0.14924499392509
1067.00,0.14848800003529
1068.00,0.15177699923515
1069.00,0.16199800372124
1070.00,0.17743399739265
1071.00,0.19422599673271
1072.00,0.21597500145435
1073.00,0.25182598829269
1074.00,0.30335500836372
1075.00,0.36392000317574
1076.00,0.45006701350212
1077.00,0.5701100230217
1078.00,0.72197300195694
1079.00,0.87461000680923
1080.00,0.96504700183868
1081.00,0.94215297698975
1082.00,0.82733899354935
1083.00,0.66400998830795
1084.00,0.5222470164299
1085.00,0.41718900203705
1086.00,0.33079901337624
1087.00,0.26726898550987
1088.00,0.22747200727463
1089.00,0.19493499398232
1090.00,0.17033599317074
1091.00,0.15329700708389
1092.00,0.14068000018597
1093.00,0.12964400649071
1094.00,0.12381500005722
1095.00,0.11974599957466
1096.00,0.11562000215054
1097.00,0.11603700369596
1098.00,0.11640600115061
1099.00,0.11830700188875
1100.00,0.12596000730991
1101.00,0.1279059946537
1102.00,0.14087200164795
1103.00,0.14984199404716
1104.00,0.16476699709892
1105.00,0.19291299581528
1106.00,0.2022500038147
1107.00,0.25443598628044
1108.00,0.27397000789642
1109.00,0.34026700258255
1110.00,0.40072000026703
1111.00,0.44036000967026
1112.00,0.54192698001862
1113.00,0.5570809841156
1114.00,0.60090601444244
1115.00,0.59702998399734
1116.00,0.54893499612808
1117.00,0.50123602151871
1118.00,0.44964298605919
1119.00,0.36953300237656
1120.00,0.3515399992466
1121.00,0.2803690135479
1122.00,0.26996400952339
1123.00,0.2233020067215
1124.00,0.2185409963131
1125.00,0.18763099610806
1126.00,0.18624199926853
1127.00,0.16642099618912
1128.00,0.16977399587631
1129.00,0.15305499732494
1130.00,0.16294200718403
1131.00,0.14691099524498
1132.00,0.1621710062027
1133.00,0.14959700405598
1134.00,0.16542099416256
1135.00,0.16419500112534
1136.00,0.17368599772453
1137.00,0.18318900465965
1138.00,0.18581399321556
1139.00,0.21331399679184
1140.00,0.20948199927807
1141.00,0.25261399149895
1142.00,0.25191700458527
1143.00,0.2902429997921
1144.00,0.32714301347733
1145.00,0.33443000912666
1146.00,0.40599799156189
1147.00,0.40424099564552
1148.00,0.46679401397705
1149.00,0.49077001214027
1150.00,0.51753199100494
1151.00,0.5616739988327
1152.00,0.55552500486374
1153.00,0.58097100257874
1154.00,0.55324298143387
1155.00,0.57101202011108
1156.00,0.52773797512054
1157.00,0.5195209980011
1158.00,0.5283420085907
1159.00,0.46762999892235
1160.00,0.47510498762131
1161.00,0.46714600920677
1162.00,0.42530098557472
1163.00,0.44712600111961
1164.00,0.43206000328064
1165.00,0.40517801046371
1166.00,0.43103700876236
1167.00,0.4222599864006
1168.00,0.40955001115799
1169.00,0.44285398721695
1170.00,0.43660300970078
1171.00,0.43503099679947
1172.00,0.47394499182701
1173.00,0.48855599761009
1174.00,0.48904499411583
1175.00,0.53567200899124
1176.00,0.56546401977539
1177.00,0.5740339756012
1178.00,0.61258500814438
1179.00,0.6603530049324
1180.00,0.68423098325729
1181.00,0.71132099628448
1182.00,0.76584601402283
1183.00,0.80100697278976
1184.00,0.82106399536133
1185.00,0.84953099489212
1186.00,0.8873969912529
1187.00,0.91132599115372
1188.00,0.9162250161171
1189.00,0.93662601709366
1190.00,0.94884997606277
1191.00,0.95255702733994
1192.00,0.95326197147369
1193.00,0.95535999536514
1194.00,0.952800989151
1195.00,0.94397801160812
1196.00,0.94247299432755
1197.00,0.94103497266769
1198.00,0.92334198951721
1199.00,0.9192950129509
1200.00,0.91568201780319
