Type: Filter
Name: Chroma ZT405/488/561rpc
wavelength,transmision
380.00,0.019529100507498
380.50,0.019450200721622
381.00,0.019377199932933
381.50,0.017733400687575
382.00,0.0081690195947886
382.50,0.0031306899618357
383.00,0.00089361501159146
383.50,0.0004886370152235
384.00,0.00046033298713155
384.50,0.00031255101202987
385.00,0.00041090999729931
385.50,0.0008424730040133
386.00,0.0016618500230834
386.50,0.0030024899169803
387.00,0.0036886800080538
387.50,0.0031383601017296
388.00,0.0021497600246221
388.50,0.0019602200482041
389.00,0.0023475000634789
389.50,0.0049708201549947
390.00,0.016315599903464
390.50,0.068251200020313
391.00,0.076872698962688
391.50,0.057064101099968
392.00,0.040478300303221
392.50,0.07527069747448
393.00,0.09276969730854
393.50,0.071897402405739
394.00,0.033633999526501
394.50,0.014235300011933
395.00,0.0085873603820801
395.50,0.004324940033257
396.00,0.0025380200240761
396.50,0.0041422201320529
397.00,0.011947399936616
397.50,0.048186898231506
398.00,0.076945297420025
398.50,0.051045801490545
399.00,0.022595800459385
399.50,0.0096276197582483
400.00,0.0077093401923776
400.50,0.0095723299309611
401.00,0.0088105201721191
401.50,0.0056147598661482
402.00,0.0030291900038719
402.50,0.0012652199948207
403.00,0.00073629099642858
403.50,0.00048853101907298
404.00,0.00034251899342053
404.50,0.00027405499713495
405.00,0.00038939798832871
405.50,0.00031016700086184
406.00,0.00035993100027554
406.50,0.00047548400470987
407.00,0.00098429794888943
407.50,0.0017185399774462
408.00,0.0047862101346254
408.50,0.0082129202783108
409.00,0.01017490029335
409.50,0.0097170900553465
410.00,0.0067667700350285
410.50,0.0055919699370861
411.00,0.00526227010414
411.50,0.0051001301035285
412.00,0.0051941401325166
412.50,0.0061733401380479
413.00,0.0073554399423301
413.50,0.010449299588799
414.00,0.013227899558842
414.50,0.019508600234985
415.00,0.026795700192451
415.50,0.044811598956585
416.00,0.06775140017271
416.50,0.11048799753189
417.00,0.20753900706768
417.50,0.29592099785805
418.00,0.39392501115799
418.50,0.42875298857689
419.00,0.43725100159645
419.50,0.44520801305771
420.00,0.49535098671913
420.50,0.57325100898743
421.00,0.69565397500992
421.50,0.84431099891663
422.00,0.88653302192688
422.50,0.88399302959442
423.00,0.89313101768494
423.50,0.92891001701355
424.00,0.95100998878479
424.50,0.95904499292374
425.00,0.9537889957428
425.50,0.94787299633026
426.00,0.94616997241974
426.50,0.94975298643112
427.00,0.94981098175049
427.50,0.94840800762177
428.00,0.94674402475357
428.50,0.94600301980972
429.00,0.9471920132637
429.50,0.95470601320267
430.00,0.95836597681046
430.50,0.96367800235748
431.00,0.96521598100662
431.50,0.96706801652908
432.00,0.96561700105667
432.50,0.96812599897385
433.00,0.97092598676682
433.50,0.97076201438904
434.00,0.96853601932526
434.50,0.96346497535706
435.00,0.95182502269745
435.50,0.94532698392868
436.00,0.94257301092148
436.50,0.94620198011398
437.00,0.95267897844315
437.50,0.95933002233505
438.00,0.96249002218246
438.50,0.96012401580811
439.00,0.95658797025681
439.50,0.95276600122452
440.00,0.95282202959061
440.50,0.95304799079895
441.00,0.96002298593521
441.50,0.9674419760704
442.00,0.97361701726913
442.50,0.97655701637268
443.00,0.97506898641586
443.50,0.97244399785995
444.00,0.96540498733521
444.50,0.96137100458145
445.00,0.95895099639893
445.50,0.95806401968002
446.00,0.95759898424149
446.50,0.95733898878098
447.00,0.9554780125618
447.50,0.95142102241516
448.00,0.94912701845169
448.50,0.94691300392151
449.00,0.94865697622299
449.50,0.9526429772377
450.00,0.95821297168732
450.50,0.96617597341537
451.00,0.96955102682114
451.50,0.96974802017212
452.00,0.96895897388458
452.50,0.9651899933815
453.00,0.96290898323059
453.50,0.96026700735092
454.00,0.96416300535202
454.50,0.96722602844238
455.00,0.9746670126915
455.50,0.97669100761414
456.00,0.97826898097992
456.50,0.97386300563812
457.00,0.96928602457047
457.50,0.96489602327347
458.00,0.96148097515106
458.50,0.96214497089386
459.00,0.963643014431
459.50,0.97226101160049
460.00,0.97640097141266
460.50,0.98472398519516
461.00,0.98315298557281
461.50,0.97922402620316
462.00,0.96881502866745
462.50,0.95628398656845
463.00,0.94444102048874
463.50,0.93597602844238
464.00,0.93428999185562
464.50,0.93545299768448
465.00,0.94650101661682
465.50,0.95472097396851
466.00,0.96797901391983
466.50,0.97556602954865
467.00,0.97656399011612
467.50,0.97490298748016
468.00,0.96837902069092
468.50,0.96151798963547
469.00,0.95919001102448
469.50,0.95808601379395
470.00,0.9647079706192
470.50,0.96879202127457
471.00,0.97729700803757
471.50,0.97996097803116
472.00,0.98092699050903
472.50,0.97752797603607
473.00,0.97188097238541
473.50,0.9649869799614
474.00,0.95831102132797
474.50,0.95332998037338
475.00,0.94981199502945
475.50,0.94590699672699
476.00,0.94164401292801
476.50,0.9383909702301
477.00,0.93546599149704
477.50,0.93278700113297
478.00,0.92416697740555
478.50,0.88397002220154
479.00,0.82390701770782
479.50,0.69285398721695
480.00,0.55251598358154
480.50,0.43744200468063
481.00,0.33341398835182
481.50,0.2179249972105
482.00,0.15424400568008
482.50,0.099700897932053
483.00,0.070967800915241
483.50,0.04925749823451
484.00,0.038022700697184
484.50,0.028147399425507
485.00,0.022947700694203
485.50,0.019171599298716
486.00,0.015767900273204
486.50,0.013945199549198
487.00,0.012788900174201
487.50,0.011575499549508
488.00,0.010973599739373
488.50,0.010538600385189
489.00,0.010439800098538
489.50,0.010666400194168
490.00,0.011020800098777
490.50,0.011664000339806
491.00,0.012946099974215
491.50,0.014360399916768
492.00,0.01596250012517
492.50,0.019348399713635
