Type: filter
Name: Chroma ET575lp
Wavelength (nm), Transmission (0 to 1)
782.00,0.95985102653503
783.00,0.96061700582504
784.00,0.96478599309921
785.00,0.96714401245117
786.00,0.97002398967743
787.00,0.96611702442169
788.00,0.96675300598145
789.00,0.96629798412323
790.00,0.9662110209465
791.00,0.96546399593353
792.00,0.95643001794815
793.00,0.96066302061081
794.00,0.95785701274872
795.00,0.95952600240707
796.00,0.95538598299026
797.00,0.95809000730515
798.00,0.95740401744843
799.00,0.95912098884583
800.00,0.96149700880051
801.00,0.9640240073204
802.00,0.96505099534988
803.00,0.96788597106934
804.00,0.9706090092659
805.00,0.97193199396133
806.00,0.97375100851059
807.00,0.97444599866867
808.00,0.97435998916626
809.00,0.97324001789093
810.00,0.97249799966812
811.00,0.96914201974869
812.00,0.96649897098541
813.00,0.96339201927185
814.00,0.96051299571991
815.00,0.95712500810623
816.00,0.95597797632217
817.00,0.95443201065063
818.00,0.95381599664688
819.00,0.95407700538635
820.00,0.9549959897995
821.00,0.95752102136612
822.00,0.95846700668335
823.00,0.96038299798965
824.00,0.96323901414871
825.00,0.96622902154922
826.00,0.96871697902679
827.00,0.9713299870491
828.00,0.97045999765396
829.00,0.97136497497559
830.00,0.97050797939301
831.00,0.96906000375748
832.00,0.96731400489807
833.00,0.96299701929092
834.00,0.96047300100327
835.00,0.95785200595856
836.00,0.95436698198318
837.00,0.95176702737808
838.00,0.95012098550797
839.00,0.94876700639725
840.00,0.94868701696396
841.00,0.94855898618698
842.00,0.95001298189163
843.00,0.95213800668716
844.00,0.95351999998093
845.00,0.9573410153389
846.00,0.96044600009918
847.00,0.96210998296738
848.00,0.96560198068619
849.00,0.96753400564194
850.00,0.96789699792862
851.00,0.96840697526932
852.00,0.96754199266434
853.00,0.96659898757935
854.00,0.96506500244141
855.00,0.96151399612427
856.00,0.95890599489212
857.00,0.95437997579575
858.00,0.94942998886108
859.00,0.94623297452927
860.00,0.94139099121094
861.00,0.93785297870636
862.00,0.93631601333618
863.00,0.93474698066711
864.00,0.93310499191284
865.00,0.93479800224304
866.00,0.93510800600052
867.00,0.93536400794983
868.00,0.93808901309967
869.00,0.94015097618103
870.00,0.94467800855637
871.00,0.94640499353409
872.00,0.94954097270966
873.00,0.95078599452972
874.00,0.95386397838593
875.00,0.95379900932312
876.00,0.95434999465942
877.00,0.9528049826622
878.00,0.95080101490021
879.00,0.94721901416779
880.00,0.94429302215576
881.00,0.94018298387527
882.00,0.93676799535751
883.00,0.93199700117111
884.00,0.9280189871788
885.00,0.92561000585556
886.00,0.92267900705338
887.00,0.92000502347946
888.00,0.91943502426147
889.00,0.91939902305603
890.00,0.9205219745636
891.00,0.92289000749588
892.00,0.92506897449493
893.00,0.92822599411011
894.00,0.9329559803009
895.00,0.93673098087311
896.00,0.94146001338959
897.00,0.94540202617645
898.00,0.94893699884415
899.00,0.9531329870224
900.00,0.95480000972748
901.00,0.95822101831436
902.00,0.95857799053192
903.00,0.95818501710892
904.00,0.95729100704193
905.00,0.9567499756813
906.00,0.95353400707245
907.00,0.95047199726105
908.00,0.94776898622513
909.00,0.94452100992203
910.00,0.94053500890732
911.00,0.93756502866745
912.00,0.93529802560806
913.00,0.93276798725128
914.00,0.92996102571487
915.00,0.93006402254105
916.00,0.92882800102234
917.00,0.93170601129532
918.00,0.9327939748764
919.00,0.93604999780655
920.00,0.93863999843597
921.00,0.94281399250031
922.00,0.9458190202713
923.00,0.95078301429749
924.00,0.95405697822571
925.00,0.95744299888611
926.00,0.96071499586105
927.00,0.96372997760773
928.00,0.96424299478531
929.00,0.96460998058319
930.00,0.96341198682785
931.00,0.96233999729156
932.00,0.95932501554489
933.00,0.95546501874924
934.00,0.95053398609161
935.00,0.94611597061157
936.00,0.94129502773285
937.00,0.93637698888779
938.00,0.93053901195526
939.00,0.92499297857285
940.00,0.92035102844238
941.00,0.91610598564148
942.00,0.91158497333527
943.00,0.91000598669052
944.00,0.90703797340393
945.00,0.90669697523117
946.00,0.90690797567368
947.00,0.90826398134232
948.00,0.90970200300217
949.00,0.91289097070694
950.00,0.9142370223999
951.00,0.91747200489044
952.00,0.92050397396088
953.00,0.92342102527618
954.00,0.92694300413132
955.00,0.93087601661682
956.00,0.93384200334549
957.00,0.93397301435471
958.00,0.93714302778244
959.00,0.93574500083923
960.00,0.93542301654816
961.00,0.93345701694489
962.00,0.93286097049713
963.00,0.92897200584412
964.00,0.92385500669479
965.00,0.92128199338913
966.00,0.91805797815323
967.00,0.91392302513123
968.00,0.90840601921082
969.00,0.90646201372147
970.00,0.90176701545715
971.00,0.8989400267601
972.00,0.89757299423218
973.00,0.89540302753448
974.00,0.89469397068024
975.00,0.89515602588654
976.00,0.89572697877884
977.00,0.89832800626755
978.00,0.89968299865723
979.00,0.90236699581146
980.00,0.90716201066971
981.00,0.91203498840332
982.00,0.91587597131729
983.00,0.92081701755524
984.00,0.92602401971817
985.00,0.93125200271606
986.00,0.93580502271652
987.00,0.939513027668
988.00,0.94232302904129
989.00,0.9451709985733
990.00,0.94710999727249
991.00,0.94774800539017
992.00,0.94846302270889
993.00,0.94771999120712
994.00,0.94583302736282
995.00,0.94365102052689
996.00,0.94066697359085
997.00,0.93625497817993
998.00,0.93215101957321
999.00,0.92879897356033
1000.00,0.92417401075363
