Type: Filter
Name: DV-EM-YFP.csv
wavelength,transmision
533.001373,0.013238
533.116690,0.013534
533.232006,0.014364
533.347322,0.014378
533.462639,0.012931
533.577955,0.012748
533.693272,0.013034
533.808588,0.013430
533.923905,0.013045
534.039221,0.011708
534.154537,0.012556
534.269854,0.011191
534.385170,0.012725
534.500487,0.013240
534.615803,0.015217
534.731120,0.015388
534.846436,0.015052
534.961752,0.015598
535.077069,0.016110
535.192385,0.015889
535.307702,0.015752
535.423018,0.016120
535.538335,0.017278
535.653651,0.016325
535.768967,0.015330
535.884284,0.013965
535.999600,0.014671
536.114917,0.015576
536.230233,0.014954
536.345549,0.014492
536.460866,0.014403
536.576182,0.015168
536.691499,0.016016
536.806815,0.014197
536.922132,0.014270
537.037448,0.013241
537.152764,0.011439
537.268081,0.011585
537.383397,0.012498
537.498714,0.012080
537.614030,0.011835
537.729347,0.012329
537.844663,0.012653
537.959979,0.012749
538.075296,0.012596
538.190612,0.011596
538.305929,0.012202
538.421245,0.013945
538.536562,0.013784
538.651878,0.013450
538.767194,0.013446
538.882511,0.012761
538.997827,0.013179
539.113144,0.013353
539.228460,0.014261
539.343777,0.014575
539.459093,0.011515
539.574409,0.011210
539.689726,0.012232
539.805042,0.013047
539.920359,0.014270
540.035675,0.014523
540.150992,0.016650
540.266308,0.015797
540.381624,0.014463
540.496941,0.013866
540.612257,0.012380
540.727574,0.009554
540.842890,0.006568
540.958206,0.005311
541.073523,0.005011
541.188839,0.005751
541.304156,0.006851
541.419472,0.010050
541.534789,0.015564
541.650105,0.022555
541.765421,0.030820
541.880738,0.043171
541.996054,0.056890
542.111371,0.072709
542.226687,0.090336
542.342004,0.110666
542.457320,0.131078
542.572636,0.152739
542.687953,0.177911
542.803269,0.204586
542.918586,0.231921
543.033902,0.261480
543.149219,0.291257
543.264535,0.322569
543.379851,0.354288
543.495168,0.387020
543.610484,0.420383
543.725801,0.452524
543.841117,0.486506
543.956434,0.520335
544.071750,0.553270
544.187066,0.587205
544.302383,0.617964
544.417699,0.649258
544.533016,0.679021
544.648332,0.710306
544.763648,0.740391
544.878965,0.767198
544.994281,0.792602
545.109598,0.816319
545.224914,0.837780
545.340231,0.859960
545.455547,0.879406
545.570863,0.894821
545.686180,0.909166
545.801496,0.919833
545.916813,0.927678
546.032129,0.935660
546.147446,0.940364
546.262762,0.942541
546.378078,0.944247
546.493395,0.945434
546.608711,0.947258
546.724028,0.948929
546.839344,0.950267
546.954661,0.950485
547.069977,0.951963
547.185293,0.953172
547.300610,0.951630
547.415926,0.953375
547.531243,0.953227
547.646559,0.954369
547.761876,0.955036
547.877192,0.955563
547.992508,0.955323
548.107825,0.954378
548.223141,0.953730
548.338458,0.954726
548.453774,0.956483
548.569090,0.955964
548.684407,0.955518
548.799723,0.957086
548.915040,0.957470
549.030356,0.956603
549.145673,0.954993
549.260989,0.954044
549.376305,0.953150
549.491622,0.952480
549.606938,0.952552
549.722255,0.951502
549.837571,0.952261
549.952888,0.953724
550.068204,0.953088
550.183520,0.953022
550.298837,0.953367
550.414153,0.954224
550.529470,0.953487
550.644786,0.953053
550.760103,0.953079
550.875419,0.952250
550.990735,0.951633
551.106052,0.952125
551.221368,0.952566
551.336685,0.952377
551.452001,0.954203
551.567318,0.953579
551.682634,0.954065
551.797950,0.955947
551.913267,0.957115
552.028583,0.958860
552.143900,0.959705
552.259216,0.960885
552.374532,0.962839
552.489849,0.963891
552.605165,0.962892
552.720482,0.962751
552.835798,0.965391
552.951115,0.966821
553.066431,0.967837
553.181747,0.969638
553.297064,0.971160
553.412380,0.972519
553.527697,0.974701
553.643013,0.974660
553.758330,0.974183
553.873646,0.975292
553.988962,0.977177
554.104279,0.978509
554.219595,0.978444
554.334912,0.977935
554.450228,0.977812
554.565545,0.977392
554.680861,0.977444
554.796177,0.979239
554.911494,0.977903
555.026810,0.977277
555.142127,0.979252
555.257443,0.979429
555.372760,0.979255
555.488076,0.979412
555.603392,0.980577
555.718709,0.980108
555.834025,0.978593
555.949342,0.978161
556.064658,0.980033
556.179974,0.980089
556.295291,0.979793
556.410607,0.978928
556.525924,0.978922
556.641240,0.979092
556.756557,0.979158
556.871873,0.977842
556.987189,0.978251
557.102506,0.979313
557.217822,0.979588
557.333139,0.977278
557.448455,0.976867
557.563772,0.978263
557.679088,0.978923
557.794404,0.977115
557.909721,0.975741
558.025037,0.976002
558.140354,0.975768
558.255670,0.972838
558.370987,0.971573
558.486303,0.971948
558.601619,0.972302
558.716936,0.971458
558.832252,0.969573
558.947569,0.969485
559.062885,0.969852
559.178202,0.968602
559.293518,0.967551
559.408834,0.965419
559.524151,0.965949
559.639467,0.967601
559.754784,0.969191
559.870100,0.969753
559.985417,0.970566
560.100733,0.969161
560.216049,0.970472
560.331366,0.972064
560.446682,0.973665
560.561999,0.973744
560.677315,0.971272
560.792631,0.973812
560.907948,0.976734
561.023264,0.978788
561.138581,0.982297
561.253897,0.986830
561.369214,0.990622
561.484530,0.993763
561.599846,0.998439
561.715163,1.003220
561.830479,1.006975
561.945796,1.008099
562.061112,1.008187
562.176429,1.007056
562.291745,1.003617
562.407061,0.997564
562.522378,0.989748
562.637694,0.981221
562.753011,0.971223
562.868327,0.953993
562.983644,0.936789
563.098960,0.919805
563.214276,0.901729
563.329593,0.880280
563.444909,0.855676
563.560226,0.829596
563.675542,0.802704
563.790859,0.773157
563.906175,0.742275
564.021491,0.709388
564.136808,0.677230
564.252124,0.642992
564.367441,0.608216
564.482757,0.573116
564.598073,0.537814
564.713390,0.502152
564.828706,0.465684
564.944023,0.429049
565.059339,0.393905
565.174656,0.357776
565.289972,0.323740
565.405288,0.290802
565.520605,0.258937
565.635921,0.227042
565.751238,0.197835
565.866554,0.170011
565.981871,0.146659
566.097187,0.123209
566.212503,0.101872
566.327820,0.083261
566.443136,0.067452
566.558453,0.054915
