Type: filter
Name: Semrock FF01-676/37 Optical Filter
Wavelength (nm), Transmission (0 to 1)
498.2,7.1331e-08
498.4,6.9122e-08
498.6,6.6981e-08
498.8,6.4907e-08
499.0,6.2897e-08
499.2,6.0949e-08
499.4,5.9061e-08
499.6,5.7232e-08
499.8,5.546e-08
500.0,5.3742e-08
500.2,4.6494e-08
500.4,4.0223e-08
500.6,3.4797e-08
500.8,3.0104e-08
501.0,2.9987e-08
501.2,3.0024e-08
501.4,3.006e-08
501.6,3.0097e-08
501.8,3.0134e-08
502.0,3.0171e-08
502.2,3.0208e-08
502.4,3.0245e-08
502.6,3.0282e-08
502.8,3.0319e-08
503.0,3.0356e-08
503.2,3.0393e-08
503.4,3.043e-08
503.6,3.0467e-08
503.8,3.0504e-08
504.0,3.0542e-08
504.2,3.0579e-08
504.4,3.0616e-08
504.6,3.0779e-08
504.8,3.1073e-08
505.0,3.137e-08
505.2,3.167e-08
505.4,3.1972e-08
505.6,3.2278e-08
505.8,3.2586e-08
506.0,3.2898e-08
506.2,3.3212e-08
506.4,3.353e-08
506.6,3.385e-08
506.8,3.4174e-08
507.0,3.45e-08
507.2,3.483e-08
507.4,3.5163e-08
507.6,3.5499e-08
507.8,3.5839e-08
508.0,3.6181e-08
508.2,3.6497e-08
508.4,3.5674e-08
508.6,3.487e-08
508.8,3.4083e-08
509.0,3.3315e-08
509.2,3.2563e-08
509.4,3.1829e-08
509.6,3.1111e-08
509.8,3.041e-08
510.0,2.9724e-08
510.2,2.9054e-08
510.4,2.8398e-08
510.6,2.7758e-08
510.8,2.7132e-08
511.0,2.652e-08
511.2,2.5922e-08
511.4,2.5337e-08
511.6,2.4766e-08
511.8,2.4207e-08
512.0,2.3954e-08
512.2,2.3923e-08
512.4,2.3892e-08
512.6,2.3861e-08
512.8,2.3831e-08
513.0,2.38e-08
513.2,2.377e-08
513.4,2.3739e-08
513.6,2.3709e-08
513.8,2.3678e-08
514.0,2.3648e-08
514.2,2.3618e-08
514.4,2.3587e-08
514.6,2.3557e-08
514.8,2.3527e-08
515.0,2.3497e-08
515.2,2.3466e-08
515.4,2.3436e-08
515.6,2.3489e-08
515.8,2.4133e-08
516.0,2.4794e-08
516.2,2.5474e-08
516.4,2.6172e-08
516.6,2.6889e-08
516.8,2.7626e-08
517.0,2.8383e-08
517.2,2.9161e-08
517.4,2.996e-08
517.6,3.0781e-08
517.8,3.1625e-08
518.0,3.2491e-08
518.2,3.3382e-08
518.4,3.4297e-08
518.6,3.5237e-08
518.8,3.6202e-08
519.0,3.7194e-08
519.2,3.8214e-08
519.4,3.9936e-08
519.6,4.2058e-08
519.8,4.4292e-08
520.0,4.6645e-08
520.2,4.9122e-08
520.4,5.1731e-08
520.6,5.4479e-08
520.8,5.7373e-08
521.0,6.0421e-08
521.2,6.363e-08
521.4,6.701e-08
521.6,7.057e-08
521.8,7.4318e-08
522.0,7.8266e-08
522.2,8.2423e-08
522.4,8.6801e-08
522.6,9.1412e-08
522.8,9.6267e-08
523.0,9.7407e-08
523.2,8.8215e-08
523.4,7.989e-08
523.6,7.235e-08
523.8,6.5522e-08
524.0,5.9339e-08
524.2,5.3739e-08
524.4,4.8667e-08
524.6,4.4074e-08
524.8,3.9915e-08
525.0,3.6148e-08
525.2,3.2736e-08
525.4,2.9647e-08
525.6,2.6849e-08
525.8,2.4315e-08
526.0,2.2021e-08
526.2,1.9942e-08
526.4,1.806e-08
526.6,1.6356e-08
526.8,1.6202e-08
527.0,1.6296e-08
527.2,1.639e-08
527.4,1.6485e-08
527.6,1.658e-08
527.8,1.6675e-08
528.0,1.6772e-08
528.2,1.6869e-08
528.4,1.6966e-08
528.6,1.7064e-08
528.8,1.7163e-08
529.0,1.7262e-08
529.2,1.7362e-08
529.4,1.7462e-08
529.6,1.7563e-08
529.8,1.7664e-08
530.0,1.7766e-08
530.2,1.7869e-08
530.4,1.8235e-08
530.6,1.8941e-08
530.8,1.9675e-08
531.0,2.0438e-08
531.2,2.123e-08
531.4,2.2052e-08
531.6,2.2907e-08
531.8,2.3795e-08
532.0,2.4717e-08
532.2,2.5675e-08
532.4,2.6669e-08
532.6,2.7703e-08
532.8,2.8776e-08
533.0,2.9892e-08
533.2,3.105e-08
533.4,3.2253e-08
533.6,3.3503e-08
533.8,3.4801e-08
534.0,3.605e-08
534.2,3.5615e-08
534.4,3.5185e-08
534.6,3.476e-08
534.8,3.4341e-08
535.0,3.3926e-08
535.2,3.3517e-08
535.4,3.3112e-08
535.6,3.2712e-08
535.8,3.2317e-08
536.0,3.1927e-08
536.2,3.1542e-08
536.4,3.1161e-08
536.6,3.0785e-08
536.8,3.0413e-08
537.0,3.0046e-08
537.2,2.9683e-08
537.4,2.9325e-08
537.6,2.8971e-08
537.8,2.9233e-08
538.0,2.9806e-08
538.2,3.039e-08
538.4,3.0985e-08
538.6,3.1593e-08
538.8,3.2212e-08
539.0,3.2843e-08
539.2,3.3486e-08
539.4,3.4143e-08
539.6,3.4812e-08
539.8,3.5494e-08
540.0,3.6189e-08
540.2,3.6899e-08
540.4,3.7622e-08
540.6,3.8359e-08
540.8,3.911e-08
541.0,3.9877e-08
541.2,4.0658e-08
541.4,4.173e-08
541.6,4.3495e-08
541.8,4.5335e-08
542.0,4.7252e-08
542.2,4.9251e-08
542.4,5.1334e-08
542.6,5.3505e-08
542.8,5.5768e-08
543.0,5.8127e-08
543.2,6.419e-08
543.4,7.0885e-08
543.6,7.8278e-08
543.8,8.3624e-08
544.0,8.5718e-08
544.2,8.7864e-08
544.4,9.0063e-08
544.6,9.2318e-08
544.8,9.4629e-08
545.0,9.6998e-08
545.2,9.9427e-08
545.4,1.0192e-07
545.6,1.0447e-07
545.8,1.0708e-07
546.0,1.0976e-07
546.2,1.1251e-07
546.4,1.1533e-07
546.6,1.1821e-07
546.8,1.2117e-07
547.0,1.2421e-07
547.2,1.2732e-07
547.4,1.305e-07
547.6,1.3103e-07
547.8,1.3149e-07
548.0,1.3196e-07
548.2,1.3243e-07
548.4,1.3291e-07
548.6,1.3338e-07
548.8,1.3386e-07
549.0,1.3433e-07
549.2,1.3481e-07
549.4,1.3529e-07
549.6,1.3578e-07
549.8,1.3626e-07
550.0,1.3675e-07
550.2,1.3724e-07
550.4,1.3772e-07
550.6,1.3822e-07
550.8,1.3871e-07
551.0,1.392e-07
551.2,1.3918e-07
551.4,1.3868e-07
551.6,1.3819e-07
551.8,1.377e-07
552.0,1.3722e-07
552.2,1.3673e-07
552.4,1.3625e-07
552.6,1.3577e-07
552.8,1.3529e-07
553.0,1.3481e-07
553.2,1.3433e-07
553.4,1.3386e-07
553.6,1.3338e-07
553.8,1.3291e-07
554.0,1.3244e-07
554.2,1.3197e-07
554.4,1.3151e-07
554.6,1.3104e-07
554.8,1.3068e-07
555.0,1.3148e-07
555.2,1.3227e-07
555.4,1.3307e-07
555.6,1.3388e-07
555.8,1.3469e-07
556.0,1.3551e-07
556.2,1.3633e-07
556.4,1.3715e-07
556.6,1.3798e-07
556.8,1.3882e-07
557.0,1.3966e-07
557.2,1.4051e-07
557.4,1.4136e-07
557.6,1.4221e-07
557.8,1.4308e-07
558.0,1.4394e-07
558.2,1.4482e-07
558.4,1.4569e-07
558.6,1.4627e-07
558.8,1.4668e-07
559.0,1.4709e-07
559.2,1.475e-07
559.4,1.4792e-07
559.6,1.4833e-07
559.8,1.4875e-07
560.0,1.4917e-07
560.2,1.4959e-07
560.4,1.5001e-07
560.6,1.5043e-07
560.8,1.5085e-07
561.0,1.5128e-07
561.2,1.517e-07
561.4,1.5213e-07
561.6,1.5256e-07
561.8,1.5299e-07
562.0,1.5342e-07
562.2,1.5404e-07
562.4,1.5533e-07
562.6,1.5662e-07
562.8,1.5793e-07
563.0,1.5925e-07
563.2,1.6058e-07
563.4,1.6192e-07
563.6,1.6327e-07
563.8,1.6463e-07
564.0,1.6601e-07
564.2,1.6739e-07
564.4,1.6879e-07
564.6,1.702e-07
564.8,1.7162e-07
565.0,1.7305e-07
565.2,1.745e-07
565.4,1.7595e-07
565.6,1.7742e-07
565.8,1.789e-07
566.0,1.8143e-07
566.2,1.8422e-07
566.4,1.8707e-07
566.6,1.8995e-07
566.8,1.9288e-07
567.0,1.9586e-07
567.2,1.9888e-07
567.4,2.0194e-07
567.6,2.0506e-07
567.8,2.0822e-07
568.0,2.1143e-07
568.2,2.147e-07
568.4,2.1801e-07
568.6,2.2137e-07
568.8,2.2478e-07
569.0,2.2825e-07
569.2,2.3177e-07
569.4,2.3535e-07
569.6,2.3915e-07
569.8,2.4327e-07
570.0,2.4745e-07
570.2,2.5171e-07
570.4,2.5605e-07
570.6,2.6045e-07
570.8,2.6494e-07
571.0,2.695e-07
571.2,2.7414e-07
571.4,2.7886e-07
571.6,2.8366e-07
571.8,2.8854e-07
572.0,2.9351e-07
572.2,2.9856e-07
572.4,3.037e-07
572.6,3.0893e-07
572.8,3.1424e-07
573.0,3.1965e-07
573.2,3.2507e-07
573.4,3.2519e-07
573.6,3.2532e-07
573.8,3.2544e-07
574.0,3.2556e-07
574.2,3.2568e-07
574.4,3.258e-07
574.6,3.2592e-07
574.8,3.2604e-07
575.0,3.2617e-07
575.2,3.2629e-07
575.4,3.2641e-07
575.6,3.2653e-07
575.8,3.2665e-07
576.0,3.2677e-07
576.2,3.269e-07
576.4,3.2702e-07
576.6,3.2714e-07
576.8,3.2726e-07
577.0,2.9794e-07
577.2,2.5694e-07
577.4,2.2158e-07
577.6,1.9109e-07
577.8,1.6479e-07
578.0,1.4211e-07
578.2,1.2256e-07
578.4,1.0569e-07
578.6,9.1146e-08
578.8,7.8603e-08
579.0,7.5379e-08
579.2,7.4232e-08
579.4,7.3103e-08
579.6,7.1991e-08
579.8,7.0895e-08
580.0,6.9817e-08
580.2,6.8754e-08
580.4,6.7708e-08
580.6,6.6678e-08
580.8,6.5664e-08
581.0,6.4665e-08
581.2,6.3681e-08
581.4,6.2712e-08
581.6,6.1758e-08
581.8,6.0818e-08
582.0,5.9893e-08
582.2,5.8981e-08
582.4,5.8547e-08
582.6,5.948e-08
582.8,6.0429e-08
583.0,6.1392e-08
583.2,6.237e-08
583.4,6.3365e-08
583.6,6.4375e-08
583.8,6.5401e-08
584.0,6.6443e-08
584.2,6.7502e-08
584.4,6.8578e-08
584.6,6.9672e-08
584.8,7.0782e-08
585.0,7.191e-08
585.2,7.3057e-08
585.4,7.4221e-08
585.6,7.5404e-08
585.8,7.6606e-08
586.0,7.7827e-08
586.2,7.9068e-08
586.4,8.0328e-08
586.6,8.1609e-08
586.8,8.291e-08
587.0,8.4231e-08
587.2,8.5574e-08
587.4,8.6304e-08
587.6,8.6829e-08
587.8,8.7356e-08
588.0,8.7887e-08
588.2,8.8421e-08
588.4,8.8958e-08
588.6,8.9499e-08
588.8,9.0043e-08
589.0,9.059e-08
589.2,9.114e-08
589.4,9.1694e-08
589.6,9.2251e-08
589.8,9.2812e-08
590.0,9.3376e-08
590.2,9.3943e-08
590.4,9.4514e-08
590.6,9.5088e-08
590.8,9.5666e-08
591.0,9.6247e-08
591.2,9.6832e-08
591.4,9.742e-08
591.6,9.8012e-08
591.8,9.8608e-08
592.0,9.9207e-08
592.2,9.9552e-08
592.4,9.9086e-08
592.6,9.8621e-08
592.8,9.8159e-08
593.0,9.7699e-08
593.2,9.7241e-08
593.4,9.6785e-08
593.6,9.6331e-08
593.8,9.588e-08
594.0,9.5431e-08
594.2,9.4983e-08
594.4,9.4538e-08
594.6,9.4095e-08
594.8,9.3654e-08
595.0,9.3215e-08
595.2,9.2778e-08
595.4,9.2343e-08
595.6,9.191e-08
595.8,9.1479e-08
596.0,9.1051e-08
596.2,9.0624e-08
596.4,9.0199e-08
596.6,8.9776e-08
596.8,8.9355e-08
597.0,8.8937e-08
597.2,8.9066e-08
597.4,8.9379e-08
597.6,8.9693e-08
597.8,9.0008e-08
598.0,9.0324e-08
598.2,9.0641e-08
598.4,9.0959e-08
598.6,9.1279e-08
598.8,9.1599e-08
599.0,9.1921e-08
599.2,9.2243e-08
599.4,9.2567e-08
599.6,9.2892e-08
599.8,9.3219e-08
600.0,9.3546e-08
600.2,9.3874e-08
600.4,9.4204e-08
600.6,9.4535e-08
600.8,9.4867e-08
601.0,9.52e-08
601.2,9.5534e-08
601.4,9.587e-08
601.6,9.6206e-08
601.8,9.6544e-08
602.0,9.669e-08
602.2,9.6287e-08
602.4,9.5886e-08
602.6,9.5486e-08
602.8,9.5088e-08
603.0,9.4692e-08
603.2,9.4297e-08
603.4,9.3904e-08
603.6,9.3512e-08
603.8,9.3123e-08
604.0,9.2735e-08
604.2,9.2348e-08
604.4,9.1963e-08
604.6,9.158e-08
604.8,9.1198e-08
605.0,9.0818e-08
605.2,9.0439e-08
605.4,9.0062e-08
605.6,8.9687e-08
605.8,8.9313e-08
606.0,8.8941e-08
606.2,8.857e-08
606.4,8.8201e-08
606.6,8.7833e-08
606.8,8.7467e-08
607.0,8.7179e-08
607.2,8.6917e-08
607.4,8.6656e-08
607.6,8.6396e-08
607.8,8.6137e-08
608.0,8.5878e-08
608.2,8.562e-08
608.4,8.5363e-08
608.6,8.5107e-08
608.8,8.4851e-08
609.0,8.4597e-08
609.2,8.4343e-08
609.4,8.4089e-08
609.6,8.3837e-08
609.8,8.3585e-08
610.0,8.3334e-08
610.2,8.3084e-08
610.4,8.2835e-08
610.6,8.2586e-08
610.8,8.2338e-08
611.0,8.2091e-08
611.2,8.1844e-08
611.4,8.1599e-08
611.6,8.1354e-08
611.8,8.1051e-08
612.0,8.0566e-08
612.2,8.0083e-08
612.4,7.9604e-08
612.6,7.9127e-08
612.8,7.8654e-08
613.0,7.8183e-08
613.2,7.7715e-08
613.4,7.725e-08
613.6,7.6787e-08
613.8,7.6327e-08
614.0,7.5871e-08
614.2,7.5416e-08
614.4,7.4965e-08
614.6,7.4516e-08
614.8,7.407e-08
615.0,7.3627e-08
615.2,7.3186e-08
615.4,7.2748e-08
615.6,7.2312e-08
615.8,7.1879e-08
616.0,7.1449e-08
616.2,7.1021e-08
616.4,7.0596e-08
616.6,7.0173e-08
616.8,7.0434e-08
617.0,7.0938e-08
617.2,7.1445e-08
617.4,7.1956e-08
617.6,7.247e-08
617.8,7.2988e-08
618.0,7.351e-08
618.2,7.4036e-08
618.4,7.4565e-08
618.6,7.5098e-08
618.8,7.5635e-08
619.0,7.6175e-08
619.2,7.672e-08
619.4,7.7268e-08
619.6,7.7821e-08
619.8,7.8377e-08
620.0,7.8937e-08
620.2,7.9502e-08
620.4,8.007e-08
620.6,8.0642e-08
620.8,8.1219e-08
621.0,8.18e-08
621.2,8.2384e-08
621.4,8.2973e-08
621.6,8.3625e-08
621.8,8.4465e-08
622.0,8.5314e-08
622.2,8.617e-08
622.4,8.7036e-08
622.6,8.791e-08
622.8,8.8793e-08
623.0,8.9685e-08
623.2,9.0585e-08
623.4,9.1495e-08
623.6,9.2414e-08
623.8,9.3342e-08
624.0,9.428e-08
624.2,9.5227e-08
624.4,9.6183e-08
624.6,9.7149e-08
624.8,9.8125e-08
625.0,9.911e-08
625.2,1.0011e-07
625.4,1.0111e-07
625.6,1.0213e-07
625.8,1.0315e-07
626.0,1.0419e-07
626.2,1.0523e-07
626.4,1.0629e-07
626.6,1.0705e-07
626.8,1.0771e-07
627.0,1.0837e-07
627.2,1.0903e-07
627.4,1.097e-07
627.6,1.1037e-07
627.8,1.1104e-07
628.0,1.1172e-07
628.2,1.1241e-07
628.4,1.1309e-07
628.6,1.1379e-07
628.8,1.1448e-07
629.0,1.1518e-07
629.2,1.1589e-07
629.4,1.166e-07
629.6,1.1731e-07
629.8,1.1803e-07
630.0,1.1875e-07
630.2,1.1947e-07
630.4,1.204e-07
630.6,1.2134e-07
630.8,1.2228e-07
631.0,1.2323e-07
631.2,1.2419e-07
631.4,1.2516e-07
631.6,1.2613e-07
631.8,1.2711e-07
632.0,1.281e-07
632.2,1.291e-07
632.4,1.301e-07
632.6,1.3112e-07
632.8,1.3214e-07
633.0,1.3317e-07
633.2,1.342e-07
633.4,1.3525e-07
633.6,1.363e-07
633.8,1.3727e-07
634.0,1.3816e-07
634.2,1.3905e-07
634.4,1.3996e-07
634.6,1.4086e-07
634.8,1.4178e-07
635.0,1.427e-07
635.2,1.4362e-07
635.4,1.4455e-07
635.6,1.4549e-07
635.8,1.4643e-07
636.0,1.4738e-07
636.2,1.1701e-07
636.4,8.6718e-08
636.6,6.4268e-08
636.8,4.763e-08
637.0,3.5299e-08
637.2,2.616e-08
637.4,1.9388e-08
637.6,1.4368e-08
637.8,2.4486e-08
638.0,4.2627e-08
638.2,5.7017e-08
638.4,5.6993e-08
638.6,5.697e-08
638.8,8.2279e-08
639.0,7.4297e-08
639.2,4.0009e-08
639.4,2.1545e-08
639.6,3.9272e-08
639.8,7.293e-08
640.0,9.747e-08
640.2,9.2502e-08
640.4,8.6386e-08
640.6,8.0661e-08
640.8,6.3709e-08
641.0,4.2423e-08
641.2,2.8248e-08
641.4,3.2674e-08
641.6,4.2593e-08
641.8,6.24e-08
642.0,9.129e-08
642.2,1.0154e-07
642.4,1.1294e-07
642.6,1.1155e-07
642.8,9.8304e-08
643.0,9.7694e-08
643.2,9.7512e-08
643.4,1.0611e-07
643.6,1.2728e-07
643.8,1.5267e-07
644.0,1.7976e-07
644.2,2.0328e-07
644.4,2.1996e-07
644.6,2.38e-07
644.8,2.7311e-07
645.0,3.1377e-07
645.2,3.4824e-07
645.4,3.7258e-07
645.6,4.5838e-07
645.8,5.6435e-07
646.0,6.7981e-07
646.2,8.0122e-07
646.4,9.4431e-07
646.6,1.0784e-06
646.8,1.2737e-06
647.0,1.5615e-06
647.2,1.9143e-06
647.4,2.3614e-06
647.6,2.9133e-06
647.8,3.5734e-06
648.0,4.3557e-06
648.2,5.563e-06
648.4,7.1067e-06
648.6,9.0237e-06
648.8,1.1388e-05
649.0,1.4372e-05
649.2,1.8317e-05
649.4,2.3562e-05
649.6,3.0627e-05
649.8,3.981e-05
650.0,5.2282e-05
650.2,6.8681e-05
650.4,8.9957e-05
650.6,1.1789e-04
650.8,1.5972e-04
651.0,2.1517e-04
651.2,2.9268e-04
651.4,4.0098e-04
651.6,5.5675e-04
651.8,8.0785e-04
652.0,0.00116
652.2,0.00165
652.4,0.0024
652.6,0.00349
652.8,0.0052
653.0,0.00787
653.2,0.01124
653.4,0.01735
653.6,0.02739
653.8,0.04414
654.0,0.0722
654.2,0.11982
654.4,0.19883
654.6,0.34041
654.8,0.51131
655.0,0.69313
655.2,0.84295
655.4,0.92905
655.6,0.96529
655.8,0.97406
656.0,0.97415
656.2,0.9723
656.4,0.97364
656.6,0.97616
656.8,0.97943
657.0,0.98335
657.2,0.98578
657.4,0.98519
657.6,0.98563
657.8,0.98479
658.0,0.98315
658.2,0.98134
658.4,0.98087
658.6,0.98148
658.8,0.98103
659.0,0.98207
659.2,0.98345
659.4,0.98543
659.6,0.98666
659.8,0.98774
660.0,0.98967
660.2,0.9909
660.4,0.98903
660.6,0.98979
660.8,0.98955
661.0,0.98913
661.2,0.98733
661.4,0.9853
661.6,0.98455
661.8,0.98389
662.0,0.9844
662.2,0.98373
662.4,0.98405
662.6,0.98452
662.8,0.98484
663.0,0.98533
663.2,0.98672
663.4,0.98785
663.6,0.98898
663.8,0.98998
664.0,0.99139
664.2,0.99052
664.4,0.99124
664.6,0.98945
664.8,0.98911
665.0,0.98758
665.2,0.98564
665.4,0.98452
665.6,0.98355
665.8,0.98197
666.0,0.97972
666.2,0.97768
666.4,0.97745
666.6,0.97657
666.8,0.97662
667.0,0.97753
667.2,0.97746
667.4,0.97791
667.6,0.9789
667.8,0.98025
668.0,0.98203
668.2,0.98448
668.4,0.98494
668.6,0.98533
668.8,0.98712
669.0,0.98857
669.2,0.9895
669.4,0.98847
669.6,0.98941
669.8,0.98956
670.0,0.989
670.2,0.98931
670.4,0.98859
670.6,0.98736
670.8,0.98741
671.0,0.98674
671.2,0.98733
671.4,0.98726
671.6,0.9861
671.8,0.98532
672.0,0.98579
672.2,0.98563
672.4,0.98494
672.6,0.98524
672.8,0.98558
673.0,0.98756
673.2,0.98878
673.4,0.98882
673.6,0.9898
673.8,0.98978
674.0,0.98942
674.2,0.98916
674.4,0.98897
674.6,0.98882
674.8,0.98867
675.0,0.98897
675.2,0.98942
675.4,0.98965
675.6,0.98874
675.8,0.98915
676.0,0.98938
676.2,0.98996
676.4,0.98911
676.6,0.98954
676.8,0.99055
677.0,0.98994
677.2,0.9898
677.4,0.9902
677.6,0.99005
677.8,0.99042
678.0,0.99086
678.2,0.98994
678.4,0.98938
678.6,0.98913
678.8,0.98805
679.0,0.98684
679.2,0.98595
679.4,0.98494
679.6,0.9835
679.8,0.98135
680.0,0.98101
680.2,0.97926
680.4,0.97939
680.6,0.97807
680.8,0.97792
681.0,0.97855
681.2,0.97938
681.4,0.9796
681.6,0.98074
681.8,0.98218
682.0,0.98318
682.2,0.98486
682.4,0.98756
682.6,0.9888
682.8,0.99006
683.0,0.99026
683.2,0.99088
683.4,0.9913
683.6,0.99051
683.8,0.9897
684.0,0.9892
684.2,0.98681
684.4,0.98485
684.6,0.98153
684.8,0.98033
685.0,0.97897
685.2,0.9777
685.4,0.97588
685.6,0.97495
685.8,0.97357
686.0,0.9741
686.2,0.97538
686.4,0.97702
686.6,0.97815
686.8,0.97968
687.0,0.98197
687.2,0.98447
687.4,0.98735
687.6,0.98903
687.8,0.98987
688.0,0.98909
688.2,0.98777
688.4,0.98794
688.6,0.98563
688.8,0.98222
689.0,0.97946
689.2,0.97632
689.4,0.97412
689.6,0.97362
689.8,0.97243
690.0,0.97195
690.2,0.9717
690.4,0.97246
690.6,0.97424
690.8,0.97665
691.0,0.97956
691.2,0.98138
691.4,0.98279
691.6,0.98218
691.8,0.98071
692.0,0.97736
692.2,0.97382
692.4,0.9693
692.6,0.96304
692.8,0.95441
693.0,0.93822
693.2,0.90951
693.4,0.85655
693.6,0.76846
693.8,0.64608
694.0,0.50481
694.2,0.36986
694.4,0.2572
694.6,0.17378
694.8,0.11491
695.0,0.07582
695.2,0.05043
695.4,0.03396
695.6,0.02317
695.8,0.01668
696.0,0.01193
696.2,0.00843
696.4,0.00601
696.6,0.00439
696.8,0.00319
697.0,0.00237
697.2,0.0017
697.4,0.00128
697.6,9.7362e-04
697.8,7.4495e-04
698.0,5.7597e-04
698.2,4.4603e-04
698.4,3.2006e-04
698.6,2.8421e-04
698.8,2.2936e-04
699.0,1.8173e-04
699.2,1.4481e-04
699.4,1.1676e-04
699.6,9.5906e-05
699.8,6.063e-05
700.0,6.0408e-05
700.2,4.9583e-05
700.4,4.108e-05
700.6,3.4261e-05
700.8,2.8767e-05
701.0,1.7729e-05
701.2,1.9001e-05
701.4,1.6688e-05
701.6,1.3868e-05
701.8,1.1547e-05
702.0,9.8945e-06
702.2,8.7397e-06
702.4,6.065e-06
702.6,6.1529e-06
702.8,5.4138e-06
703.0,4.6534e-06
703.2,3.8747e-06
703.4,3.3709e-06
703.6,2.3135e-06
703.8,2.4288e-06
704.0,2.2442e-06
704.2,2.0333e-06
704.4,1.8543e-06
704.6,1.6737e-06
704.8,1.3241e-06
705.0,1.0715e-06
705.2,1.1178e-06
705.4,1.0457e-06
705.6,8.3866e-07
705.8,7.3407e-07
706.0,6.5047e-07
706.2,5.1393e-07
706.4,5.5375e-07
706.6,5.3727e-07
706.8,4.7742e-07
707.0,4.2001e-07
707.2,3.953e-07
707.4,3.758e-07
707.6,3.2083e-07
707.8,3.8138e-07
708.0,3.192e-07
708.2,1.898e-07
708.4,1.8574e-07
708.6,2.1597e-07
708.8,9.5635e-08
709.0,2.342e-07
709.2,2.1413e-07
709.4,1.8291e-07
709.6,1.7018e-07
709.8,1.5247e-07
710.0,1.0311e-07
710.2,4.0337e-08
710.4,1.0329e-07
710.6,1.2837e-07
710.8,1.4107e-07
711.0,1.4594e-07
711.2,3.7126e-08
711.4,6.9172e-08
711.6,4.2439e-08
711.8,6.289e-08
712.0,1.221e-07
712.2,1.1101e-07
712.4,1.1095e-07
712.6,1.194e-07
712.8,1.2974e-07
713.0,1.4098e-07
713.2,1.5319e-07
713.4,1.6646e-07
713.6,1.8088e-07
713.8,1.9655e-07
714.0,1.9992e-07
714.2,1.9577e-07
714.4,1.917e-07
714.6,1.8773e-07
714.8,1.8383e-07
715.0,1.8001e-07
715.2,1.7628e-07
715.4,1.7262e-07
715.6,1.6904e-07
715.8,1.6553e-07
716.0,1.6209e-07
716.2,1.5873e-07
716.4,1.5544e-07
716.6,1.5221e-07
716.8,1.4905e-07
717.0,1.4596e-07
717.2,1.4293e-07
717.4,1.4075e-07
717.6,1.4114e-07
717.8,1.4154e-07
718.0,1.4194e-07
718.2,1.4234e-07
718.4,1.4274e-07
718.6,1.4314e-07
718.8,1.4354e-07
719.0,1.4395e-07
719.2,1.4435e-07
719.4,1.4476e-07
719.6,1.4517e-07
719.8,1.4558e-07
720.0,1.4599e-07
720.2,1.464e-07
720.4,1.4681e-07
720.6,1.4722e-07
720.8,1.4764e-07
721.0,1.4805e-07
721.2,1.4847e-07
721.4,1.4889e-07
721.6,1.4931e-07
721.8,1.4973e-07
722.0,1.5015e-07
722.2,1.5057e-07
722.4,1.4992e-07
722.6,1.4887e-07
722.8,1.4783e-07
723.0,1.4679e-07
723.2,1.4576e-07
723.4,1.4474e-07
723.6,1.4373e-07
723.8,1.4273e-07
724.0,1.4173e-07
724.2,1.4074e-07
724.4,1.3975e-07
724.6,1.3877e-07
724.8,1.378e-07
725.0,1.3684e-07
725.2,1.3588e-07
725.4,1.3493e-07
725.6,1.3399e-07
725.8,1.3305e-07
726.0,1.3212e-07
726.2,1.3119e-07
726.4,1.3028e-07
726.6,1.2936e-07
726.8,1.2846e-07
727.0,1.2756e-07
727.2,1.2694e-07
727.4,1.2724e-07
727.6,1.2755e-07
727.8,1.2786e-07
728.0,1.2817e-07
728.2,1.2848e-07
728.4,1.2879e-07
728.6,1.291e-07
728.8,1.2941e-07
729.0,1.2972e-07
729.2,1.3003e-07
729.4,1.3035e-07
729.6,1.3066e-07
729.8,1.3098e-07
730.0,1.3129e-07
730.2,1.3161e-07
730.4,1.3192e-07
730.6,1.3224e-07
730.8,1.3256e-07
731.0,1.3288e-07
731.2,1.332e-07
731.4,1.3352e-07
731.6,1.3385e-07
731.8,1.3417e-07
732.0,1.3449e-07
732.2,1.3364e-07
732.4,1.3236e-07
732.6,1.3108e-07
732.8,1.2982e-07
733.0,1.2857e-07
733.2,1.2734e-07
733.4,1.2611e-07
733.6,1.249e-07
733.8,1.237e-07
734.0,1.2251e-07
734.2,1.2133e-07
734.4,1.2016e-07
734.6,1.1901e-07
734.8,1.1786e-07
735.0,1.1673e-07
735.2,1.1561e-07
735.4,1.145e-07
735.6,1.1339e-07
735.8,1.123e-07
736.0,1.1122e-07
736.2,1.1015e-07
736.4,1.0909e-07
736.6,1.0805e-07
736.8,1.0701e-07
737.0,1.0601e-07
737.2,1.0516e-07
737.4,1.0431e-07
737.6,1.0347e-07
737.8,1.0264e-07
738.0,1.0182e-07
738.2,1.01e-07
738.4,1.0018e-07
738.6,9.9376e-08
738.8,9.8575e-08
739.0,9.7782e-08
739.2,9.6995e-08
739.4,9.6214e-08
739.6,9.5439e-08
739.8,9.4671e-08
740.0,9.3908e-08
740.2,9.3152e-08
740.4,9.2402e-08
740.6,9.1658e-08
740.8,9.092e-08
741.0,9.0188e-08
741.2,8.9462e-08
741.4,8.8742e-08
741.6,8.8027e-08
741.8,8.7319e-08
742.0,8.8041e-08
742.2,8.928e-08
742.4,9.0536e-08
742.6,9.181e-08
742.8,9.3102e-08
743.0,9.4412e-08
743.2,9.574e-08
743.4,9.7087e-08
743.6,9.8453e-08
743.8,9.9839e-08
