Type: dye
Name: Alexa-488
Extinction coefficient: 155000
Quantum Yield: 0.1
wavelength,excitation,emission
650,0,0.119975999
651,0,0.115030997
652,0,0.112051003
653,0,0.10864
654,0,0.108032003
655,0,0.103377998
656,0,0.103766002
657,0,0.099493399
658,0,0.096359402
659,0,0.095386699
660,0,0.095192596
661,0,0.090889201
662,0,0.088360801
663,0,0.0911026
664,0,0.086207397
665,0,0.0844687
666,0,0.084052801
667,0,0.080974303
668,0,0.076677099
669,0,0.077762797
670,0,0.0769208
671,0,0.073791899
672,0,0.071520202
673,0,0.068502598
674,0,0.0674657
675,0,0.067349397
676,0,0.065125503
677,0,0.061257102
678,0,0.061883401
679,0,0.059163701
680,0,0.0593284
681,0,0.055610601
682,0,0.051197398
683,0,0.0520056
684,0,0.052676301
685,0,0.0492635
686,0,0.047191799
687,0,0.046660699
688,0,0.044000801
689,0,0.043239899
690,0,0.041458499
691,0,0.038431998
692,0,0.0392708
693,0,0.037162598
694,0,0.034646101
695,0,0.0354371
696,0,0.0310222
697,0,0.0310529
698,0,0.031271301
699,0,0.0290477
700,0,0.0284754
701,0,0.0288388
702,0,0.026874701
703,0,0.0254394
704,0,0.024766801
705,0,0.023461699
706,0,0.0217153
707,0,0.022198301
708,0,0.019961599
709,0,0.0182979
710,0,0.0211163
711,0,0.018545199
712,0,0.019223301
713,0,0.018123901
714,0,0.016542999
715,0,0.015834801
716,0,0.0155719
717,0,0.0143552
718,0,0.0152509
719,0,0.012545
720,0,0.0151457
721,0,0.0118722
722,0,0.0130251
723,0,0.012935
724,0,0.0130979
