Type: Dye
Name: Alexa-532
Extinction coefficient: 81000
Quantum Yield: 0.61
wavelength,emission
651,0,0.049400002
652,0,0.04699
653,0,0.047290001
654,0,0.04589
655,0,0.045000002
656,0,0.0436
657,0,0.04219
658,0,0.040690001
659,0,0.039790001
660,0,0.0381
661,0,0.03709
662,0,0.036200002
663,0,0.0348
664,0,0.034200002
665,0,0.03379
666,0,0.032600001
667,0,0.031500001
668,0,0.030400001
669,0,0.0306
670,0,0.028790001
671,0,0.02789
672,0,0.027489999
673,0,0.026000001
674,0,0.025389999
675,0,0.024809999
