Type: dye
Name: Alexa-568
Exctinction coefficient: 88000
Quantum Yield: 0.69
wavelength,emission
398,0.056248099,0
399,0.0531171,0
400,0.0507796,0
401,0.047841702,0
402,0.045525599,0
403,0.043211699,0
404,0.0409385,0
405,0.038084202,0
406,0.036864001,0
407,0.034052499,0
408,0.031757899,0
409,0.029399,0
410,0.0275332,0
411,0.0249191,0
412,0.023718201,0
413,0.0217002,0
414,0.020201201,0
415,0.018549901,0
416,0.017196801,0
417,0.015633401,0
418,0.014752,0
419,0.0129506,0
420,0.0122022,0
421,0.0111064,0
422,0.00945725,0
423,0.00917632,0
424,0.00808477,0
425,0.00757009,0
426,0.00645495,0
427,0.00666725,0
428,0.00521114,0
429,0.00608824,0
430,0.00461068,0
431,0.00390299,0
432,0.00362206,0
433,0.00364565,0
434,0.00248548,0
435,0.00336472,0
436,0.00315242,0
437,0.00310738,0
438,0.00233751,0
439,0.00295941,0
440,0.00293582,0
441,0.00332398,0
442,0.00263774,0
443,0.00261415,0
444,0.00229247,0
445,0.00244259,0
446,0.00231392,0
447,0.00233751,0
448,0.00246618,0
449,0.00304305,0
450,0.00317172,0
451,0.00383866,0
452,0.00401022,0
453,0.00480368,0
454,0.00501599,0
455,0.0058309,0
456,0.00568078,0
457,0.00647425,0
458,0.00658362,0
459,0.00757009,0
460,0.00778239,0
461,0.00892112,0
462,0.00956233,0
463,0.0105702,0
464,0.0110656,0
465,0.0118162,0
466,0.0128885,0
467,0.0140465,0
468,0.0144089,0
469,0.0155884,0
470,0.016962999,0
471,0.017928001,0
472,0.0191718,0
473,0.020287,0
474,0.021593001,0
475,0.0224293,0
476,0.024102001,0
477,0.0252815,0
478,0.0273831,0
479,0.029422499,0
480,0.031223901,0
481,0.033666499,0
482,0.035746701,0
483,0.0385345,0
484,0.041152999,0
485,0.043852899,0
486,0.046750098,0
487,0.049924001,0
488,0.052838299,0
489,0.056421801,0
490,0.0599388,0
491,0.063348599,0
492,0.067058504,0
493,0.070959397,0
494,0.074500002,0
495,0.078465097,0
496,0.082713403,0
497,0.086487703,0
498,0.090519398,0
499,0.094508097,0
500,0.098173097,0
501,0.102162004,0
502,0.106023997,0
503,0.109584004,0
504,0.113913998,0
505,0.118009999,0
506,0.122299001,0
507,0.126267999,0
508,0.131456003,0
509,0.136623994,0
510,0.141729996,0
511,0.147604004,0
512,0.153672993,0
513,0.160407007,0
514,0.168450996,0
515,0.176532999,0
516,0.185090005,0
517,0.194741994,0
518,0.2051,0
519,0.215928003,0
520,0.227957994,0
521,0.240205005,0
522,0.253585011,0
523,0.267055005,0
524,0.281163007,0
525,0.295724988,0
526,0.31142199,0
527,0.327015013,0
528,0.342839003,0
529,0.358282,0
530,0.373806,0
531,0.390253991,0
532,0.405696988,0
533,0.420749009,0
534,0.435162008,0
535,0.449270993,0
536,0.462374002,0
537,0.474469006,0
538,0.486030012,0
539,0.495977998,0
540,0.504601002,0
541,0.511718988,0
542,0.517765999,0
543,0.521625996,0
544,0.525314987,0
545,0.526861012,0
546,0.52829802,0
547,0.527930975,0
548,0.527953029,0
549,0.527547002,0
550,0.528167009,0
551,0.529411018,0
552,0.531641006,0
553,0.53561002,0
554,0.541248024,0
555,0.547770023,0.0353816
556,0.557506025,0.027222799
557,0.568912983,0.020058401
558,0.582080007,0.019966001
559,0.597519994,0.0211036
560,0.614611983,0.0247193
561,0.634748995,0.0288567
562,0.655681014,0.032244202
563,0.679376006,0.037136901
564,0.70373702,0.043341201
565,0.729709029,0.049976598
566,0.756859004,0.0564055
567,0.78402698,0.065444797
568,0.810811996,0.075587198
569,0.838711977,0.085142702
570,0.865303993,0.0982849
571,0.890244007,0.109004997
572,0.913815022,0.123167001
573,0.935645998,0.141286999
574,0.95520103,0.157327995
575,0.971780002,0.186272994
576,0.98458302,0.208233997
577,0.993997991,0.237241
578,0.999080002,0.270458013
579,1,0.300161988
580,0.995970011,0.335204989
581,0.988141,0.370936006
582,0.975448012,0.407009989
583,0.958570004,0.44373399
584,0.938090026,0.485204011
585,0.913749993,0.53232199
586,0.885892987,0.565572023
587,0.854969978,0.606128991
588,0.821666002,0.650492013
589,0.786707997,0.685868979
590,0.750168025,0.72448498
591,0.712743998,0.768001974
592,0.673093975,0.797982991
593,0.634579003,0.832260013
594,0.595142007,0.871976018
595,0.556562006,0.897002995
596,0.518926024,0.923964977
597,0.482813001,0.939715981
598,0.446633011,0.957526982
599,0.413242996,0.967759013
600,0.380346,0.982915998
601,0.350217998,0.990773976
602,0.321543992,0.993403018
603,0.294353992,1
604,0.268790007,0.99387002
605,0.245564997,0.985543013
606,0.224441007,0.971710026
607,0.204218999,0.959115028
608,0.185218006,0.942385972
609,0.168944001,0.934928
610,0.153353006,0.912936985
611,0.139154002,0.886628985
612,0.126504004,0.87074399
613,0.115094997,0.844407022
614,0.103537001,0.821335018
615,0.0938005,0.800199986
616,0.084836401,0.773218989
617,0.076966099,0.753412008
618,0.069136597,0.72489202
619,0.062488601,0.700012028
620,0.0559071,0.678355992
621,0.050738901,0.650942028
622,0.045161001,0.623564005
623,0.040209401,0.601691008
624,0.0360898,0.581071973
625,0.031867299,0.561764002
626,0.028519699,0.548020005
627,0.025131401,0.525951028
628,0.022257799,0.508841991
629,0.019429199,0.487515002
630,0.0173898,0.475475997
631,0.0145826,0.455558985
632,0.0129099,0.440786988
633,0.0106582,0.432489991
634,0.00958592,0.414519995
635,0.00808477,0.403198987
636,0.0068817,0.389104009
637,0.00572582,0.378324986
638,0.00482298,0.37025401
639,0.00372929,0.356344998
640,0.00334542,0.346089989
641,0.00244259,0.333002001
642,0.00197294,0.328514993
643,0.00117733,0.323329002
644,0.000856,0.315557986
645,0.000558,0.307839006
646,0.000212,0.302929997
647,1.00E-05,0.292383999
648,1.00E-05,0.293568999
649,1.00E-05,0.282884002
650,1.00E-05,0.27510801
651,0.00E+00,0.27462399
652,0.00E+00,0.267455995
653,0.00E+00,0.261584997
654,0.00E+00,0.251462996
655,0.00E+00,0.244749993
656,0.00E+00,0.246667996
657,0.00E+00,0.236693993
658,0.00E+00,0.239735007
659,0.00E+00,0.232297003
660,0.00E+00,0.231073007
661,0.00E+00,0.224023998
662,0.00E+00,0.225659996
663,0.00E+00,0.221984997
664,0.00E+00,0.213725999
665,0.00E+00,0.211629003
666,0.00E+00,0.205240995
667,0.00E+00,0.202010006
668,0.00E+00,0.198349997
669,0.00E+00,0.192612007
670,0.00E+00,0.189073995
671,0.00E+00,0.181344002
672,0.00E+00,0.180704996
673,0.00E+00,0.178786993
674,0.00E+00,0.175787002
675,0.00E+00,0.165436
676,0.00E+00,0.163002998
677,0.00E+00,0.154473007
678,0.00E+00,0.149011001
679,0.00E+00,0.145767003
680,0.00E+00,0.144685999
681,0.00E+00,0.14057
682,0.00E+00,0.136911005
683,0.00E+00,0.129848003
684,0.00E+00,0.121765003
685,0.00E+00,0.117207997
686,0.00E+00,0.115197003
687,0.00E+00,0.112327002
688,0.00E+00,0.107942
689,0.00E+00,0.102642
690,0.00E+00,0.103096001
691,0.00E+00,0.096752398
692,0.00E+00,0.094073199
693,0.00E+00,0.088693202
694,0.00E+00,0.089944899
695,0.00E+00,0.085271299
696,0.00E+00,0.086713202
697,0.00E+00,0.079367697
698,0.00E+00,0.079768099
699,0.00E+00,0.080229998
700,0.00E+00,0.076844297
701,0.00E+00,0.070935301
702,0.00E+00,0.069145598
703,0.00E+00,0.067810498
704,0.00E+00,0.064986497
705,0.00E+00,0.061149798
706,0.00E+00,0.061146099
707,0.00E+00,0.059595499
708,0.00E+00,0.059028499
709,0.00E+00,0.057063099
710,0.00E+00,0.050916798
711,0.00E+00,0.0528007
712,0.00E+00,0.051003698
713,0.00E+00,0.051040001
714,0.00E+00,0.050156001
715,0.00E+00,0.050143301
716,0.00E+00,0.047533002
717,0.00E+00,0.044594798
718,0.00E+00,0.045239601
719,0.00E+00,0.043745201
720,0.00E+00,0.046134502
721,0.00E+00,0.0454516
722,0.00E+00,0.0423196
723,0.00E+00,0.041799702
724,0.00E+00,0.041701801
725,0.00E+00,0.039649501
