wavelength,emission
375.00,0.0030998100992292
376.00,0.0037611098960042
377.00,0.0043879598379135
378.00,0.0044361799955368
379.00,0.0044361799955368
380.00,0.004753049928695
381.00,0.0060859699733555
382.00,0.0067266002297401
383.00,0.0076048797927797
384.00,0.0088723599910736
385.00,0.010773600079119
386.00,0.012674800120294
387.00,0.014892900362611
388.00,0.017110999673605
389.00,0.021547200158238
390.00,0.025349600240588
391.00,0.030102599412203
392.00,0.03612320125103
393.00,0.042143698781729
394.00,0.051966700702906
395.00,0.059550900012255
396.00,0.069893896579742
397.00,0.08211749792099
398.00,0.09330440312624
399.00,0.10291399806738
400.00,0.11810299754143
401.00,0.13058499991894
402.00,0.14499199390411
403.00,0.16123899817467
404.00,0.18024399876595
405.00,0.19832900166512
406.00,0.216721996665
407.00,0.23971199989319
408.00,0.25762900710106
409.00,0.27854201197624
410.00,0.29884999990463
411.00,0.31343299150467
412.00,0.33740401268005
413.00,0.35689198970795
414.00,0.37635201215744
415.00,0.39884299039841
416.00,0.41861298680305
417.00,0.44499498605728
418.00,0.46207898855209
419.00,0.48608499765396
420.00,0.50916200876236
421.00,0.53227198123932
422.00,0.55479800701141
423.00,0.57346600294113
424.00,0.58758699893951
425.00,0.61186897754669
426.00,0.62798798084259
427.00,0.648756980896
428.00,0.67100602388382
429.00,0.69649398326874
430.00,0.71316397190094
431.00,0.73775601387024
432.00,0.75063699483871
433.00,0.77144002914429
434.00,0.79045301675797
435.00,0.80801802873611
436.00,0.82090002298355
437.00,0.8372939825058
438.00,0.84783399105072
439.00,0.85692602396011
440.00,0.86977297067642
441.00,0.89660400152206
442.00,0.91289502382278
443.00,0.91320502758026
444.00,0.92742997407913
445.00,0.94372099637985
446.00,0.94372099637985
447.00,0.95081597566605
448.00,0.95853102207184
449.00,0.96621197462082
450.00,0.96324998140335
451.00,0.9700700044632
452.00,0.97482299804688
453.00,0.97806000709534
454.00,0.99273300170898
455.00,0.9882550239563
456.00,0.99304300546646
457.00,0.99572902917862
458.00,0.98794502019882
459.00,0.9932489991188
460.00,0.99410998821259
461.00,1
462.00,0.9913210272789
463.00,0.99889802932739
464.00,0.99813997745514
465.00,0.9883239865303
466.00,0.99104499816895
467.00,0.97985100746155
468.00,0.98164200782776
469.00,0.97158497571945
470.00,0.96982800960541
471.00,0.96132099628448
472.00,0.95281398296356
473.00,0.94265300035477
474.00,0.93056398630142
475.00,0.92401999235153
476.00,0.9138600230217
477.00,0.90766000747681
478.00,0.91127699613571
479.00,0.90101301670074
480.00,0.89374500513077
481.00,0.87256300449371
482.00,0.8656399846077
483.00,0.84156501293182
484.00,0.83471101522446
485.00,0.82389599084854
486.00,0.81635302305222
487.00,0.80261099338531
488.00,0.79117602109909
489.00,0.78235900402069
490.00,0.78067100048065
491.00,0.77075201272964
492.00,0.75091302394867
493.00,0.73965001106262
494.00,0.73072999715805
495.00,0.71981102228165
496.00,0.70692998170853
497.00,0.6910520195961
498.00,0.68623000383377
499.00,0.67586302757263
500.00,0.66752797365189
501.00,0.64813697338104
502.00,0.646723985672
503.00,0.63253402709961
504.00,0.6180340051651
505.00,0.60993999242783
506.00,0.61000901460648
507.00,0.59296000003815
508.00,0.58069902658463
509.00,0.57518798112869
510.00,0.55796700716019
511.00,0.55038899183273
512.00,0.53833401203156
513.00,0.53086000680923
514.00,0.51901197433472
515.00,0.51067698001862
516.00,0.502376973629
517.00,0.48798000812531
518.00,0.48071199655533
519.00,0.47254899144173
520.00,0.45870399475098
521.00,0.45384699106216
522.00,0.44344601035118
523.00,0.42911800742149
524.00,0.42129901051521
525.00,0.41406598687172
526.00,0.40817698836327
527.00,0.39722400903702
528.00,0.39136898517609
529.00,0.3817940056324
530.00,0.3725979924202
531.00,0.36787900328636
532.00,0.35561800003052
533.00,0.34762701392174
534.00,0.33825498819351
535.00,0.33187299966812
536.00,0.32355201244354
537.00,0.3167319893837
538.00,0.31273001432419
539.00,0.30240699648857
540.00,0.29934599995613
541.00,0.29047301411629
542.00,0.28683999180794
543.00,0.27594199776649
544.00,0.27092400193214
545.00,0.26542699337006
546.00,0.25824901461601
547.00,0.24993099272251
548.00,0.24810899794102
549.00,0.23772099614143
550.00,0.23493500053883
551.00,0.23009899258614
552.00,0.22515699267387
553.00,0.2202800065279
554.00,0.21312899887562
555.00,0.20821100473404
556.00,0.20334799587727
557.00,0.19962500035763
558.00,0.19212299585342
559.00,0.18950900435448
560.00,0.18362599611282
561.00,0.18004800379276
562.00,0.17581099271774
563.00,0.170834004879
564.00,0.16827200353146
565.00,0.16317099332809
566.00,0.15843500196934
567.00,0.15753200650215
568.00,0.15145699679852
569.00,0.14872199296951
570.00,0.14391100406647
571.00,0.13931299746037
572.00,0.13402199745178
573.00,0.13181799650192
574.00,0.12929299473763
575.00,0.12440600246191
576.00,0.12402699887753
577.00,0.11999700218439
578.00,0.11686299741268
579.00,0.11279900372028
580.00,0.10964000225067
581.00,0.10820399969816
582.00,0.10320299863815
583.00,0.099111400544643
584.00,0.095928899943829
585.00,0.096197597682476
586.00,0.091616697609425
587.00,0.090242497622967
588.00,0.0865778028965
589.00,0.083536498248577
590.00,0.082152001559734
591.00,0.080767400562763
592.00,0.077536702156067
593.00,0.075690597295761
594.00,0.07061380147934
595.00,0.07253559678793
596.00,0.068815901875496
597.00,0.067420899868011
598.00,0.065096102654934
599.00,0.063236199319363
