Type: dye
Name: Alexa-546
Exctinction coefficient: 270000
Quantum Yield: 0.33
wavelength,emission
483,0.000891,0
484,0.00102436,0
485,0.00120569,0
486,0.00131012,0
487,0.00162246,0
488,0.00149999,0
489,0.00166138,0
490,0.00185031,0
491,0.0017079,0
492,0.00206961,0
493,0.00221201,0
494,0.00249682,0
495,0.00231549,0
496,0.00268574,0
497,0.00302847,0
498,0.00328479,0
499,0.00341675,0
500,0.00375852,0
501,0.00385441,0
502,0.00429017,0
503,0.00432814,0
504,0.0046139,0
505,0.0046889,0
506,0.00508763,0
507,0.00528795,0
508,0.00596104,0
509,0.00595155,0
510,0.00645566,0
511,0.00656959,0
512,0.00700534,0
513,0.00735661,0
514,0.00787875,0
515,0.00815407,0
516,0.00862875,0
517,0.00896198,0
518,0.00972052,0
519,0.0100813,0
520,0.0105949,0
521,0.0110401,0
522,0.011848,0
523,0.0122648,0
524,0.0129303,0
525,0.0136509,0
526,0.0142974,0
527,0.0151138,0
528,0.0158733,0
529,0.016764799,0
530,0.0175243,0
531,0.0183692,0
532,0.0191857,0
533,0.0204398,0
534,0.0213027,0
535,0.022423901,0
536,0.0235148,0
537,0.024654901,0
538,0.025907099,0
539,0.027663499,0
540,0.0286233,0
541,0.0304546,0
542,0.0319166,0
543,0.033549499,0
544,0.035145398,0
545,0.037110601,0
546,0.038876399,0
547,0.040794101,0
548,0.0428533,0
549,0.044884901,0
550,0.046898499,0
551,0.049129501,0
552,0.051207598,0
553,0.053400699,0
554,0.055536699,0
555,0.0577497,0
556,0.0600187,0
557,0.062316101,0
558,0.0645281,0
559,0.066759102,0
560,0.0688667,0
561,0.071248703,0
562,0.073280297,0
563,0.075520799,0
564,0.0777338,0
565,0.080115698,0
566,0.082223304,0
567,0.084890999,0
568,0.0871979,0
569,0.089847602,0
570,0.092572302,0
571,0.0956387,0
572,0.098495401,0
573,0.101847999,0
574,0.105426997,0
575,0.109555997,0
576,0.113828003,0
577,0.118698001,0
578,0.123635001,0
579,0.129455,0
580,0.135245994,0
581,0.141873002,0
582,0.148745999,0
583,0.156065002,0
584,0.164086998,0
585,0.172261,0
586,0.180882007,0
587,0.190309003,0
588,0.199945003,0
589,0.209572002,0
590,0.220091,0
591,0.230153993,0
592,0.241231993,0
593,0.251713008,0
594,0.26305899,0
595,0.273975998,0
596,0.285017997,0
597,0.295601994,0
598,0.306216002,0
599,0.316516995,0
600,0.325980991,0
601,0.335096002,0
602,0.343477994,0
603,0.351226002,0
604,0.35827899,0
605,0.36423099,0
606,0.369614005,0
607,0.373867989,0
608,0.377312988,0
609,0.379696012,0
610,0.381368011,0
611,0.381945997,0
612,0.381976008,0
613,0.381558001,0
614,0.380502999,0
615,0.379420996,0
616,0.378226012,0
617,0.377427995,0
618,0.376953989,0
619,0.376792014,0
620,0.377636999,0.00617588
621,0.379375011,0.0064566
622,0.382079989,0.00687767
623,0.386352003,0.00835146
624,0.391573012,0.0109481
625,0.398607999,0.0121412
626,0.407009006,0.0144572
627,0.417481005,0.017474901
628,0.429044008,0.021194501
629,0.443076998,0.0228086
630,0.458142996,0.026879
631,0.475951999,0.0303881
632,0.494807988,0.036564101
633,0.515882015,0.041967802
634,0.538658977,0.050670199
635,0.563616991,0.058179598
636,0.590768993,0.065197498
637,0.619193017,0.075514004
638,0.648783982,0.088006102
639,0.679980993,0.099445499
640,0.712287009,0.115938
641,0.744136989,0.134396002
642,0.77720499,0.157625005
643,0.808827996,0.174327999
644,0.840108991,0.200856
645,0.869994998,0.223243997
646,0.89793402,0.256718993
647,0.924059987,0.286545992
648,0.946645975,0.321848005
649,0.965813994,0.355253011
650,0.981078982,0.396869987
651,0.992063999,0.441435009
652,0.998471975,0.473365992
653,1,0.521650016
654,0.996411026,0.570354998
655,0.987847984,0.608042002
656,0.974453986,0.658501029
657,0.955835998,0.707837999
658,0.932501018,0.742227972
659,0.904977977,0.786019981
660,0.873887002,0.830654979
661,0.838883996,0.864973009
662,0.800016999,0.902239025
663,0.760542989,0.94125998
664,0.718209982,0.954805017
665,0.675319016,0.982945979
666,0.630318999,0.984490991
667,0.586573005,0.994386017
668,0.542351007,1.003370047
669,0.49991399,1
670,0.458750993,1.00048995
671,0.419445992,0.98933202
672,0.381624013,0.973049998
673,0.345595986,0.95192498
674,0.312357992,0.924134016
675,0.281257004,0.899571002
676,0.252900004,0.87816602
677,0.226165995,0.836338997
678,0.202460006,0.808479011
679,0.180549994,0.778088987
680,0.161277995,0.742720008
681,0.143287003,0.710434973
682,0.127508998,0.66860801
683,0.113172002,0.634992003
684,0.100203998,0.595902026
685,0.089107104,0.566496015
686,0.079186298,0.533652008
687,0.070300303,0.510560989
688,0.062504999,0.471543014
689,0.055794001,0.444943011
690,0.0497551,0.420311004
691,0.044515599,0.393431991
692,0.0397963,0.370761991
693,0.035705499,0.34900701
694,0.0319365,0.324304014
695,0.028783699,0.305142999
696,0.026022,0.288300008
697,0.023324899,0.276230007
698,0.0212743,0.257140011
699,0.0191296,0.241912007
700,0.017174,0.231594995
701,0.0154642,0.219243005
702,0.0141256,0.206470996
703,0.0128639,0.194891006
704,0.0115253,0.188363999
705,0.0104705,0.179802001
706,0.00956957,0.167170003
707,0.00859173,0.163871005
708,0.00785122,0.160080999
709,0.00712876,0.151800007
710,0.00671104,0.146115005
711,0.00581959,0.142256007
712,0.00530693,0.136219993
713,0.00489871,0.132149994
714,0.0043851,0.128640994
715,0.00396833,0.130254999
716,0.00380599,0.121412002
717,0.00335979,0.121201999
718,0.00303701,0.119586997
719,0.00259176,0.114183001
720,0.00251486,0.113692001
721,0.00217309,0.108287998
722,0.00194619,0.110183001
723,0.00168986,0.105341002
724,0.00172784,0.101761997
725,0.00146107,0.100569002
726,0.00136708,0.100778997
727,0.00124271,0.0988141
728,0.00123417,0.094954103
729,0.000996,0.094603099
730,0.000845,0.092497803
731,0.000845,0.0874447
732,0.000712,0.0854095
733,0.00056,0.085479699
734,0.000521,0.082812697
735,0.00035,0.080988199
736,0.000389,0.077198297
737,0.000123,0.075865
738,0.000227,0.075303599
739,0.000142,0.072355904
740,0.000123,0.068776697
741,3.70E-05,0.064074598
742,1.80E-05,0.062320098
743,3.70E-05,0.063022003
744,1.00E-05,0.058530498
745,1.00E-05,0.058179598
746,1.00E-05,0.057407599
747,1.00E-05,0.052565198
748,1.00E-05,0.051161502
749,1.00E-05,0.049336899
750,1.00E-05,0.045125999
751,0.00E+00,0.045125999
752,0.00E+00,0.042318702
753,0.00E+00,0.040353701
754,0.00E+00,0.038950201
755,0.00E+00,0.036283299
756,0.00E+00,0.033967301
757,0.00E+00,0.035300601
758,0.00E+00,0.032212902
759,0.00E+00,0.0296862
760,0.00E+00,0.0279318
761,0.00E+00,0.027651001
762,0.00E+00,0.0249843
763,0.00E+00,0.025756299
764,0.00E+00,0.0227385
765,0.00E+00,0.022036601
766,0.00E+00,0.0201417
767,0.00E+00,0.020983901
768,0.00E+00,0.0191592
769,0.00E+00,0.018878501
770,0.00E+00,0.017474901
771,0.00E+00,0.016632801
772,0.00E+00,0.0152291
773,0.00E+00,0.0140361
774,0.00E+00,0.014387
775,0.00E+00,0.0131939
