## Type: detector
## Name: Photometrics Prime 95B
wavelength,qe
683.4188675, 86.65531066
686.3844177, 86.3561769
689.3499679, 85.96730302
692.3155181, 85.44381894
695.2810683, 84.7558113
698.2466184, 84.15754378
701.2121686, 83.64901639
704.1777188, 83.33492594
707.143269, 83.03579219
710.1088192, 82.60204824
713.0743694, 81.88412721
716.0399196, 81.04655269
719.0054698, 80.23889154
721.97102, 79.62566734
724.9365702, 78.99748645
727.9021204, 78.44408899
730.8676706, 77.96547498
733.8332208, 77.60651447
736.7987709, 77.23259727
739.7643211, 76.64928644
742.7298713, 75.79675523
745.6954215, 74.76474376
748.6609717, 73.79255905
751.6265219, 73.07463803
754.5920721, 72.59602401
757.5576223, 72.05758325
760.2266175, 71.30227051
762.4013543, 70.21791063
764.1665627, 69.23504257
766.4542729, 68.22867114
769.4198231, 67.25648642
772.3853732, 66.92743929
775.3509234, 67.07700617
778.3164736, 67.15178961
781.2820238, 66.59839216
784.247574, 65.56638069
786.9165692, 64.47828164
789.5855644, 63.47244438
792.5511146, 62.48530298
795.5166647, 61.55798833
798.4822149, 60.85502399
801.4477651, 60.70545711
804.4133153, 61.07937431
807.3788655, 61.36355138
810.3444157, 60.70545711
811.5306358, 59.7332724
813.0134109, 58.68256507
814.199631, 57.5982052
815.385851, 56.49514946
816.5720711, 55.42948545
817.8176022, 54.33390806
819.8341763, 53.49633353
822.7997265, 53.40659341
825.7652767, 54.06468768
828.7308269, 54.60312844
831.6963771, 54.528345
834.6619273, 54.16938449
837.6274775, 53.5412036
840.2964726, 52.58771474
842.2876278, 51.29770041
844.1516879, 49.9640624
845.931018, 48.73013565
847.8586256, 47.82027047
850.8736017, 47.73302312
853.1471901, 48.58056877
854.8276686, 49.93913459
856.3697547, 51.08830678
858.9794389, 51.89596793
861.589123, 51.08830678
862.8939651, 49.90672843
864.5546732, 48.60549658
865.8002043, 47.25939467
866.9864244, 45.9880762
867.8760894, 44.8663246
869.4181755, 43.63987619
871.3500197, 42.38778775
873.2140798, 41.13961653
874.9934099, 40.08018447
876.77274, 39.15785538
879.7382902, 38.24051185
882.7038404, 37.62728765
885.6693906, 37.46276408
888.6349408, 37.13371694
891.600491, 36.31109911
894.2694861, 35.27534847
896.5826153, 34.20220611
899.3109215, 33.2300214
902.2764717, 32.28775006
905.2420218, 31.48008891
908.207572, 30.79208126
911.1731222, 30.31346725
914.1386724, 30.07416024
917.1042226, 29.83485324
920.0697728, 29.43102266
923.035323, 28.77292839
926.0008732, 27.9054405
928.9664234, 27.05290928
931.9319736, 26.11063794
934.8975238, 25.07862648
937.863074, 24.25600864
940.8286241, 23.88209144
943.7941743, 24.04661501
946.7597245, 24.40557552
949.7252747, 24.77949272
952.6908249, 25.15340992
955.6563751, 25.51237043
958.6219253, 25.64698062
961.5874755, 25.39271692
964.5530257, 24.88418953
967.5185759, 24.13635514
970.4841261, 23.20904049
973.1531212, 22.15085482
975.8221164, 21.01040736
978.1945566, 19.93352583
981.1601068, 19.03612456
984.125657, 18.16863666
987.0912071, 17.46567232
990.0567573, 16.85244812
993.0223075, 16.26913729
995.9878577, 15.79052328
998.6568529, 15.36425767
