Type: detector
Name: Sony IMX174
wavelength,qe
400.98689655172416,0.5823128630705394
405.0627586206897,0.6022580912863071
409.13862068965517,0.6228572614107885
413.21448275862065,0.6416580912863071
418.1055172413793,0.6600385299347955
424.2193103448276,0.6781970954356846
431.55586206896555,0.6963439834024897
440.11517241379306,0.7145726141078839
449.08206896551724,0.7304009807619767
458.0489655172414,0.7408046020369672
467.0158620689655,0.7497219917012449
475.98275862068965,0.7623549603923049
484.94965517241377,0.7723870237646172
493.91655172413795,0.7760282912108639
502.88344827586207,0.7811557902678236
511.8503448275862,0.7784805733685403
520.8172413793104,0.7681512636740853
529.7841379310345,0.7538834402112411
537.9358620689654,0.7370972798524666
545.6800000000001,0.7188232365145228
554.2393103448276,0.7011222180309318
563.2062068965517,0.6851452282157677
572.1731034482759,0.671397585816673
580.7324137931034,0.6552273858921163
588.476551724138,0.6375527893038266
596.2206896551725,0.6197510373443984
604.78,0.6035511127876274
613.7468965517241,0.5870539419087137
622.7137931034483,0.5690705394190871
631.6806896551725,0.5510871369294605
639.8324137931035,0.5339211618257261
646.7613793103449,0.5164486514522821
653.2827586206897,0.4982608921161826
660.211724137931,0.4806975564776395
667.9558620689655,0.4633771784232365
676.1075862068965,0.44539377593361
684.2593103448276,0.427246887966805
692.4110344827586,0.40860954356846474
700.5627586206897,0.3902991701244813
708.7144827586208,0.37223402489626556
717.2737931034483,0.35490456431535267
726.2406896551724,0.3374413428894757
735.2075862068966,0.32057261410788385
744.1744827586208,0.3034066390041493
753.1413793103447,0.28638928706148614
762.1082758620689,0.2704122972463221
771.0751724137931,0.2551784232365145
780.0420689655173,0.24001886080724255
789.0089655172414,0.22248132780082985
797.9758620689656,0.205612599019238
806.9427586206896,0.1897842323651452
815.9096551724137,0.17707695209354957
824.8765517241379,0.16578159185213126
833.8434482758621,0.15508072425499797
842.8103448275863,0.14445416823840052
851.7772413793105,0.13338174273858916
860.7441379310344,0.1223093172387778
869.7110344827586,0.11257450018860793
878.6779310344828,0.10402866842700864
887.6448275862069,0.09630026405130132
896.6117241379311,0.08663975858166728
905.5786206896553,0.07645907204828362
914.5455172413792,0.06709581290079203
923.5124137931034,0.059516031686156046
932.4793103448276,0.053273858921161765
941.4462068965518,0.04762617880045261
950.4131034482759,0.04279592606563554
959.3800000000001,0.03833723123349675
968.3468965517241,0.03350697849867956
977.3137931034482,0.028825348924933825
986.2806896551724,0.024366654092795148
995.2475862068966,0.020205205582798813
