## Type: detector
## Name: Hamamatzu Orca Flash4v1
wavelength,qe
403.13659899765366,0.41283815835388776
407.5220496899019,0.4352942168533843
411.9075003821501,0.456547699276209
416.2929510743983,0.4755964588918019
420.6784017666465,0.49163877831571523
425.06385245889476,0.5042737988557249
429.44930315114294,0.513902379204055
433.8347538433911,0.5239318182446091
438.22020453563937,0.5339612572851631
442.6056552278876,0.544391555017941
446.9911059201358,0.5556235701351669
451.37655661238404,0.5672564439446168
455.7620073046322,0.5792901764462906
460.14745799688046,0.5915243382940762
464.53290868912865,0.6057627936029819
468.9183593813769,0.6204021076041113
473.3038100736251,0.6348409922591288
477.6892607658733,0.6474760127991386
482.07471145812156,0.6559020170707968
486.46016215036974,0.6605198637663274
490.8456128426179,0.6639351343851863
495.23106353486617,0.6665486876195972
499.6165142271144,0.6711665343151278
504.0019649193626,0.6775882451256663
508.3874156116108,0.6846112439745407
512.772866303859,0.692235530861751
517.1583169961073,0.6984568123261775
521.5437676883555,0.7026738003294842
525.9292183806036,0.7060890709483431
530.3146690728519,0.708502194836642
534.7001197651001,0.710514460032717
539.0855704573482,0.712927583921016
543.4710211495965,0.7163428545398748
547.8564718418447,0.7197581251587336
552.241922534093,0.7235742544698164
556.6273732263412,0.7267890957425632
561.0128239185894,0.7290017902847502
565.3982746108376,0.7314149141730492
569.7837253030858,0.7330263206769002
574.1691759953341,0.7336355804501914
578.5546266875822,0.7336435521851465
582.9400773798304,0.732248518497318
587.3255280720787,0.7296509087328176
591.7109787643269,0.7264520109299811
596.0964294565752,0.7234535424732568
600.4818801488234,0.7218580794393161
604.8673308410715,0.7232690565970552
609.2527815333198,0.7250808924470182
613.6382322255679,0.7264918696047573
618.0236829178161,0.7269007000319365
622.4091336100644,0.724904378305772
626.7945843023126,0.7211041924645997
631.1800349945609,0.7161014305467555
635.5654856868091,0.7112990979750233
639.9509363790572,0.7070980534416271
644.3363870713055,0.7024961502160069
648.7218377635536,0.6984955350287226
653.1072884558018,0.6944949198414383
657.4927391480501,0.690895163346378
661.8781898402983,0.6874958361974296
666.2636405325466,0.6848982264329291
670.6490912247948,0.6823006166684287
675.0345419170429,0.6789012895194804
679.4199926092912,0.6744998156399722
683.8054433015393,0.6678936189532321
688.1908939937875,0.6602852755359323
692.5763446860358,0.6516747853880726
696.961795378284,0.6426634365479889
701.3472460705323,0.6328503703234573
705.7326967627805,0.6236385921372616
710.1181474550287,0.6134246672205061
714.5035981472769,0.6026094542654146
718.8890488395251,0.5939989641175549
723.2744995317732,0.5853884739696952
727.6599502240215,0.5777801305523953
732.0454009162697,0.5705726458273195
736.430851608518,0.5623630143716837
740.8163023007662,0.5541533829160479
745.2017529930145,0.5445407460376283
749.5872036852626,0.5345272504669847
753.9726543775108,0.5245137548963411
758.358105069759,0.5145002593256975
762.7435557620072,0.5042863344089421
767.1290064542554,0.49527498556885835
771.5144571465037,0.4864640660748866
775.8999078387519,0.4764505705042431
780.2853585310002,0.46643707493359954
784.6708092232484,0.45562186197850807
789.0562599154965,0.44420536098508073
793.4417106077448,0.43298928933776526
797.8271612999929,0.42157278834433787
802.2126119922411,0.4105571460431344
806.5980626844894,0.4003432211263789
810.9835133767376,0.3905301549018473
815.3689640689859,0.3803162299850918
819.7544147612341,0.3709040224527842
824.1398654534822,0.3612913855743646
828.5253161457305,0.3512778900037209
832.9107668379786,0.34126439443307743
837.2962175302268,0.33125089886243386
841.6816682224751,0.3212374032917903
846.0671189147233,0.3112239077211467
850.4525696069716,0.30121041215050315
854.8380202992198,0.2911969165798596
859.223470991468,0.2819851383936639
863.6089216837163,0.2721720721691324
867.9943723759643,0.2623590059446008
872.3798230682125,0.254149374488965
876.7652737604608,0.24513802564888132
881.150724452709,0.2363271061549097
885.5361751449573,0.2281174746992738
889.9216258372055,0.21930655520530218
894.3070765294538,0.2100947770191065
898.692527221702,0.20208557490958268
903.07797791395,0.1920720793389391
907.4634286061982,0.18205858376829553
911.8488792984465,0.17204508819765196
916.2343299906947,0.1620315926270084
920.619780682943,0.1530202437869248
925.0052313751912,0.14601318840796074
929.3906820674395,0.13980785041344468
933.7761327596877,0.1338029417650407
938.1615834519357,0.12779803311663673
942.547034144184,0.12099140708378486
946.9324848364322,0.11378392235870882
951.3179355286804,0.10677686697974487
955.7033862209287,0.09976981160078102
960.0888369131769,0.0933640442601531
964.4742876054252,0.08755956495786099
968.8597382976734,0.08255680304001678
973.2451889899216,0.07755404112217268
977.6306396821697,0.0731525672426645
982.0160903744179,0.06855066401704424
986.4015410666661,0.0645500488297599
990.7869917589144,0.05974771625802766
995.1724424511626,0.055346242378519483
997.8037128665114,0.05294587326614897
