Type: detector
Name: Hamamatzu Orca Flash4v2
wavelength,qe
401.85823671707095,0.4123486256247447
406.68239117692667,0.43637634042366935
410.3717042924693,0.4576812884755197
414.5788157400179,0.48058621286327985
418.7859271875665,0.5030700908468531
422.4752403031091,0.5241224110561914
426.68235175065774,0.5454273591080416
430.95418798970707,0.5674270337268001
435.22602422875644,0.5880372552117423
439.4978604678058,0.6081071338113115
443.413710353601,0.6291419104204754
448.0415329459045,0.646301656623107
453.73731459797034,0.6736780938233305
461.2130280163067,0.6931725423371777
468.688741434643,0.7125827815701877
476.5204412062335,0.7310246140735681
484.352140977824,0.7472770052751772
492.18384074941446,0.7609189087708284
500.01554052100494,0.7727924173688951
507.8472402925954,0.7833185774735643
515.6789400641859,0.7929184354890226
523.5106398357764,0.8017604099769446
531.3423396073669,0.8095076638139811
539.1740393789573,0.8164970341234814
547.0057391505478,0.8225601023437709
554.8374389221383,0.8271916127898253
562.6691386937289,0.8292126355299217
570.5008384653192,0.8288757984065723
578.3325382369098,0.8284547520023856
586.1642380085002,0.8268547756664759
593.9959377800908,0.8250021714880541
601.8276375516812,0.8226443116246083
609.6593373232718,0.8195285682336262
617.4910370948621,0.8150654763492464
625.3227368664527,0.8100971287798426
633.1544366380431,0.804707734806252
640.9861364096337,0.798476248024288
648.817836181224,0.7911500405914381
656.6495359528146,0.7821396475418414
664.481235724405,0.7706871853479613
672.3129354959956,0.7590663045924066
680.144635267586,0.7474454238368519
687.9763350391765,0.7359929616429719
695.8080348107669,0.7242036623257424
703.6397345823575,0.7120775258851636
711.4714343539479,0.6991935059170485
719.3031341255385,0.6851305560172105
727.1348338971288,0.6692992112197882
734.9665336687194,0.6500994951888717
742.7982334403098,0.6302261049112563
750.6299332119004,0.6110263888803398
758.4616329834909,0.5912372078835618
766.2933327550813,0.5721217011334827
774.1250325266718,0.5527535665408914
781.9567322982623,0.5334696412291376
789.7884320698528,0.5143541344790584
797.6201318414433,0.49456495348228047
805.4518316130337,0.47544944673220124
813.2835313846242,0.4555760564545859
821.1152311562147,0.4351974104919465
828.590944574551,0.4146335041114648
836.0666579928875,0.3944401185666675
843.8983577644779,0.3740614726040281
851.7300575360684,0.3536828266413886
859.5617573076588,0.3333041806787491
867.3934570792493,0.31292553471610973
875.2251568508398,0.29254688875347024
883.0568566224302,0.27216824279083074
890.8885563940207,0.25313694532158904
898.7202561656113,0.23486353137988336
906.5519559372018,0.2167585359998524
914.3836557087923,0.19924300558568298
922.2153554803828,0.18273798654156181
930.0470552519732,0.16732768814832621
937.8787550235637,0.15301211040597607
945.7104547951542,0.13945441619116228
953.5421545667447,0.12665460550388452
961.3738543383351,0.114360050501631
969.2055541099256,0.10265496046523892
977.0372538815161,0.09111828899052155
984.8689536531066,0.08000266391999089
992.7006534246971,0.06930808525364707
998.752421430017,0.06498534217066287
