Type: excitation
Name: Lumencor-YFP  (LED)
wavelength,intensity
364.18529796,0.00317957
364.29445892,0.00377899
364.40362693,0.00322611
364.51280201,0.00393804
364.62198414,0.00187010
364.73117333,0.00537610
364.84036957,0.00304347
364.94957286,0.00374347
365.05878319,0.00308599
365.16800057,0.00387532
365.27722500,0.00315057
365.38645646,0.00389005
365.49569496,0.00324504
365.60494049,0.00380238
365.71419305,0.00325721
365.82345265,0.00382105
365.93271927,0.00325748
366.04199291,0.00374835
366.15127358,0.00329982
366.26056127,0.00379652
366.36985597,0.00314844
366.47915769,0.00400069
366.58846642,0.00312905
366.69778216,0.00375698
366.80710491,0.00311830
366.91643466,0.00370087
367.02577141,0.00302873
367.13511517,0.00394106
367.24446591,0.00186687
367.35382366,0.00507699
367.46318839,0.00306006
367.57256012,0.00363139
367.68193883,0.00332434
367.79132453,0.00393428
367.90071721,0.00328923
368.01011686,0.00367795
368.11952350,0.00315432
368.22893711,0.00378273
368.33835769,0.00312066
368.44778524,0.00384307
368.55721976,0.00301537
368.66666124,0.00371349
368.77610968,0.00323243
368.88556508,0.00374650
368.99502744,0.00319060
369.10449676,0.00391346
369.21397303,0.00314030
369.32345624,0.00379606
369.43294640,0.00338113
369.54244351,0.00381335
369.65194756,0.00323501
369.76145855,0.00421517
369.87097647,0.00213275
369.98050133,0.00516608
370.09003312,0.00348247
370.19957184,0.00411482
370.30911749,0.00351332
370.41867006,0.00403507
370.52822955,0.00354182
370.63779597,0.00414618
370.74736930,0.00328457
370.85694954,0.00407882
370.96653670,0.00343778
371.07613076,0.00401334
371.18573173,0.00338866
371.29533961,0.00397989
371.40495439,0.00325884
371.51457607,0.00376635
371.62420464,0.00309419
371.73384011,0.00391928
371.84348247,0.00324018
371.95313172,0.00398992
372.06278786,0.00332107
372.17245088,0.00404465
372.28212078,0.00322309
372.39179756,0.00421074
372.50148122,0.00197301
372.61117176,0.00533162
372.72086916,0.00329953
372.83057344,0.00400675
372.94028458,0.00330117
373.05000258,0.00390856
373.15972745,0.00341461
373.26945918,0.00378532
373.37919776,0.00329347
373.48894320,0.00395370
373.59869549,0.00335081
373.70845463,0.00388120
373.81822061,0.00337747
373.92799344,0.00387628
374.03777311,0.00328436
374.14755962,0.00383018
374.25735297,0.00330822
374.36715315,0.00400067
374.47696017,0.00343731
374.58677401,0.00396888
374.69659468,0.00331708
374.80642218,0.00388352
374.91625649,0.00330210
375.02609763,0.00408370
375.13594558,0.00200695
375.24580034,0.00526994
375.35566192,0.00320650
375.46553031,0.00392305
375.57540550,0.00330163
375.68528750,0.00391836
375.79517630,0.00305656
375.90507190,0.00379371
376.01497430,0.00326377
376.12488349,0.00380683
376.23479947,0.00335125
376.34472224,0.00386086
376.45465180,0.00333812
376.56458814,0.00397405
376.67453127,0.00317046
376.78448117,0.00386529
376.89443785,0.00315080
377.00440130,0.00375540
377.11437153,0.00330098
377.22434852,0.00378763
377.33433229,0.00309613
377.44432281,0.00375137
377.55432010,0.00301170
377.66432415,0.00407111
377.77433495,0.00173916
377.88435251,0.00515299
377.99437682,0.00318892
378.10440788,0.00390925
378.21444568,0.00322053
378.32449023,0.00383954
378.43454152,0.00319313
378.54459955,0.00384264
378.65466432,0.00320834
378.76473582,0.00380497
378.87481406,0.00327968
378.98489902,0.00383864
379.09499071,0.00302454
379.20508912,0.00379631
379.31519425,0.00318168
379.42530611,0.00391321
379.53542468,0.00332667
379.64554996,0.00381989
379.75568196,0.00303132
379.86582067,0.00382109
379.97596608,0.00303454
380.08611820,0.00373992
380.19627701,0.00325110
380.30644253,0.00407811
380.41661475,0.00177210
380.52679365,0.00516957
380.63697925,0.00316039
380.74717154,0.00381009
380.85737052,0.00319080
380.96757618,0.00375957
381.07778852,0.00329743
381.18800754,0.00385450
381.29823324,0.00322050
381.40846561,0.00371747
381.51870465,0.00332152
381.62895037,0.00362816
381.73920274,0.00314819
381.84946179,0.00375656
381.95972749,0.00320600
382.06999986,0.00367050
382.18027888,0.00310565
382.29056455,0.00369947
382.40085688,0.00316509
382.51115585,0.00377174
382.62146147,0.00319828
382.73177374,0.00377760
382.84209265,0.00316133
382.95241819,0.00392655
383.06275038,0.00180672
383.17308919,0.00511042
383.28343464,0.00310009
383.39378672,0.00361273
383.50414543,0.00295200
383.61451076,0.00375490
383.72488271,0.00317323
383.83526128,0.00370486
383.94564646,0.00309773
384.05603826,0.00366693
384.16643667,0.00327104
384.27684169,0.00363959
384.38725332,0.00320577
384.49767155,0.00366255
384.60809639,0.00303856
384.71852782,0.00379233
384.82896585,0.00313582
384.93941047,0.00368308
385.04986168,0.00321187
385.16031949,0.00357409
385.27078388,0.00327945
385.38125485,0.00376777
385.49173241,0.00318401
385.60221654,0.00383021
385.71270725,0.00179110
385.82320454,0.00506556
385.93370840,0.00328458
386.04421882,0.00369995
386.15473581,0.00311832
386.26525937,0.00370787
386.37578949,0.00328601
386.48632617,0.00381572
386.59686940,0.00317020
386.70741919,0.00374743
386.81797553,0.00305238
386.92853842,0.00381431
387.03910785,0.00303928
387.14968383,0.00369737
387.26026635,0.00318658
387.37085541,0.00367820
387.48145100,0.00305260
387.59205313,0.00368055
387.70266180,0.00306215
387.81327699,0.00365479
387.92389870,0.00288887
388.03452694,0.00384165
388.14516171,0.00303971
388.25580299,0.00391131
388.36645079,0.00179971
388.47710510,0.00515487
388.58776592,0.00310452
388.69843325,0.00365690
388.80910709,0.00305234
388.91978744,0.00365853
389.03047428,0.00317465
389.14116762,0.00363816
389.25186746,0.00311200
389.36257380,0.00376660
389.47328662,0.00296742
389.58400594,0.00363349
389.69473174,0.00301540
389.80546402,0.00371839
389.91620279,0.00302032
390.02694804,0.00374086
390.13769976,0.00302569
390.24845795,0.00349366
390.35922262,0.00300535
390.46999376,0.00366299
390.58077136,0.00292466
390.69155543,0.00367162
390.80234595,0.00306242
390.91314294,0.00378881
391.02394638,0.00176186
391.13475628,0.00510506
391.24557263,0.00286311
391.35639543,0.00353035
391.46722467,0.00314661
391.57806036,0.00373293
391.68890249,0.00292139
391.79975106,0.00358977
391.91060606,0.00284254
392.02146750,0.00368383
392.13233537,0.00293844
392.24320967,0.00361759
392.35409040,0.00288864
392.46497755,0.00356334
392.57587112,0.00296956
392.68677111,0.00358020
392.79767752,0.00281758
392.90859034,0.00365316
393.01950957,0.00292394
393.13043521,0.00359423
393.24136726,0.00298642
393.35230571,0.00367751
393.46325056,0.00295997
393.57420181,0.00377922
393.68515946,0.00146886
393.79612350,0.00485784
393.90709393,0.00294991
394.01807076,0.00341815
394.12905396,0.00292933
394.24004356,0.00355402
394.35103953,0.00306733
394.46204188,0.00359469
394.57305061,0.00292887
394.68406571,0.00345231
394.79508719,0.00291483
394.90611503,0.00359773
395.01714924,0.00303904
395.12818981,0.00351428
395.23923675,0.00306801
395.35029004,0.00339379
395.46134969,0.00279814
395.57241569,0.00358950
395.68348805,0.00291601
395.79456675,0.00360521
395.90565180,0.00311010
396.01674320,0.00360918
396.12784093,0.00286552
396.23894501,0.00385875
396.35005542,0.00165633
396.46117216,0.00493315
396.57229524,0.00297260
396.68342464,0.00363328
396.79456037,0.00293328
396.90570243,0.00334703
397.01685081,0.00312696
397.12800550,0.00347402
397.23916651,0.00295739
397.35033384,0.00351378
397.46150747,0.00297214
397.57268742,0.00345345
397.68387367,0.00281100
397.79506623,0.00339590
397.90626508,0.00293425
398.01747024,0.00349015
398.12868169,0.00288680
398.23989944,0.00334982
398.35112347,0.00288024
398.46235380,0.00349904
398.57359041,0.00293124
398.68483331,0.00348898
398.79608249,0.00284794
398.90733794,0.00364005
399.01859967,0.00144378
399.12986768,0.00496893
399.24114196,0.00292419
399.35242250,0.00351119
399.46370932,0.00298686
399.57500239,0.00346041
399.68630173,0.00280677
399.79760733,0.00361760
399.90891918,0.00287179
400.02023729,0.00352545
400.13156164,0.00283438
400.24289225,0.00343707
400.35422910,0.00293544
400.46557220,0.00338277
400.57692154,0.00271183
400.68827711,0.00353160
400.79963893,0.00263535
400.91100697,0.00344057
401.02238125,0.00277803
401.13376176,0.00353250
401.24514849,0.00275953
401.35654145,0.00342537
401.46794063,0.00288323
401.57934602,0.00362463
401.69075764,0.00152003
401.80217546,0.00477529
401.91359950,0.00293028
402.02502975,0.00345903
402.13646620,0.00290993
402.24790886,0.00339309
402.35935771,0.00282573
402.47081277,0.00344197
402.58227402,0.00280163
402.69374147,0.00345624
402.80521511,0.00277121
402.91669493,0.00325324
403.02818095,0.00288727
403.13967314,0.00356010
403.25117152,0.00286503
403.36267608,0.00338258
403.47418681,0.00276324
403.58570372,0.00327312
403.69722679,0.00266180
403.80875604,0.00352643
403.92029145,0.00278970
404.03183303,0.00334561
404.14338077,0.00280611
404.25493466,0.00373688
404.36649471,0.00142575
404.47806092,0.00492637
404.58963328,0.00271977
404.70121178,0.00334048
404.81279643,0.00273287
404.92438723,0.00350745
405.03598417,0.00264356
405.14758724,0.00336899
405.25919645,0.00266132
405.37081180,0.00332430
405.48243328,0.00268144
405.59406088,0.00325461
405.70569461,0.00266739
405.81733447,0.00325232
405.92898044,0.00262926
406.04063254,0.00329929
406.15229075,0.00263629
406.26395507,0.00326584
406.37562551,0.00264751
406.48730205,0.00333860
406.59898471,0.00268982
406.71067346,0.00338186
406.82236831,0.00270531
406.93406927,0.00362418
407.04577632,0.00164511
407.15748946,0.00461649
407.26920870,0.00274857
407.38093402,0.00331500
407.49266543,0.00284559
407.60440292,0.00323686
407.71614650,0.00261661
407.82789615,0.00330300
407.93965188,0.00281287
408.05141368,0.00331404
408.16318156,0.00259349
408.27495550,0.00322333
408.38673551,0.00249436
408.49852158,0.00321115
408.61031372,0.00262600
408.72211191,0.00316105
408.83391616,0.00259162
408.94572646,0.00312720
409.05754281,0.00262717
409.16936521,0.00326404
409.28119366,0.00258178
409.39302815,0.00324461
409.50486868,0.00253033
409.61671525,0.00341368
409.72856786,0.00110794
409.84042650,0.00450117
409.95229117,0.00281075
410.06416187,0.00333140
410.17603860,0.00263112
410.28792135,0.00327519
410.39981012,0.00263324
410.51170491,0.00320603
410.62360571,0.00234630
410.73551253,0.00334538
410.84742536,0.00276887
410.95934420,0.00326915
411.07126905,0.00273593
411.18319990,0.00317909
411.29513675,0.00261851
411.40707959,0.00345436
411.51902844,0.00264773
411.63098328,0.00323078
411.74294410,0.00262600
411.85491092,0.00310145
411.96688372,0.00244171
412.07886251,0.00322354
412.19084728,0.00258294
412.30283803,0.00331708
412.41483475,0.00118580
412.52683744,0.00461468
412.63884611,0.00258672
412.75086075,0.00320668
412.86288135,0.00263303
412.97490791,0.00312368
413.08694044,0.00259349
413.19897892,0.00305816
413.31102336,0.00245013
413.42307376,0.00320692
413.53513010,0.00261313
413.64719240,0.00322143
413.75926064,0.00249269
413.87133482,0.00318917
413.98341495,0.00246911
414.09550101,0.00315476
414.20759301,0.00273103
414.31969094,0.00307290
414.43179480,0.00261918
414.54390459,0.00318399
414.65602031,0.00255278
414.76814195,0.00307502
414.88026952,0.00261783
414.99240300,0.00344686
415.10454239,0.00123237
415.21668770,0.00439851
415.32883892,0.00247936
415.44099605,0.00306757
415.55315909,0.00234320
415.66532803,0.00305912
415.77750287,0.00254014
415.88968361,0.00299623
416.00187024,0.00233856
416.11406277,0.00321790
416.22626119,0.00257102
416.33846550,0.00305889
416.45067569,0.00251562
416.56289177,0.00307223
416.67511372,0.00244827
416.78734156,0.00294759
416.89957527,0.00266063
417.01181486,0.00313352
417.12406032,0.00241668
417.23631164,0.00309095
417.34856883,0.00240780
417.46083189,0.00313888
417.57310080,0.00244782
417.68537557,0.00336621
417.79765620,0.00110603
417.90994269,0.00447124
418.02223502,0.00247004
418.13453320,0.00309612
418.24683723,0.00235611
418.35914710,0.00307272
418.47146282,0.00253853
418.58378437,0.00311176
418.69611176,0.00248052
418.80844498,0.00303458
418.92078403,0.00235613
419.03312891,0.00316108
419.14547961,0.00246626
419.25783614,0.00288253
419.37019849,0.00249946
419.48256666,0.00315478
419.59494065,0.00234516
419.70732044,0.00311947
419.81970605,0.00250111
419.93209747,0.00299575
420.04449469,0.00259323
