## Type: X-Cite Xylis (365)
## Name: LED Broadband (X-Cite Xylis 365) 
wavelength,intensity
320.0229771869358, -0.0015306665602088376
322.5077958312818, -0.0015440980123404557
324.99261447562776, -0.0015575294644720739
327.47743311997374, -0.001570960916603692
329.9622517643197, -0.00158439236873531
332.4470704086657, -0.0015978238208669282
334.9318890530116, -0.0016112552729985463
337.4167076973576, -0.0016246867251299424
339.9015263417036, -0.0016381181772615605
342.38634498604955, -0.0016515496293931786
344.87116363039553, -0.0016649810815247967
347.3559822747415, -0.0016784125336564149
349.219596258001, -0.001688486122755073
352.3256195634334, -0.001705275437919651
354.8104382077794, 0.0028278396564953567
356.2599157503146, 0.014944128766876119
357.50232507248757, 0.036912388015785114
356.67405219103887, 0.027823772073402697
358.53766617429835, 0.09601189668250232
358.53766617429835, 0.08691880358940918
358.53766617429835, 0.07782571049631604
358.53766617429835, 0.068732617403223
358.53766617429835, 0.06077616094676652
357.91646151321186, 0.05054978908006946
359.98714371683354, 0.16874880641350354
359.78007549647134, 0.15738355933481485
359.78007549647134, 0.1482904662417217
359.78007549647134, 0.14033400978526533
359.15887083538485, 0.1323809111918417
359.15887083538485, 0.12328781809874856
359.15887083538485, 0.11419472500565553
359.15887083538485, 0.10510163191256239
361.02248481864433, 0.26422068745259286
361.02248481864433, 0.25512759435949983
361.02248481864433, 0.2460345012664067
361.02248481864433, 0.23694140817331366
361.02248481864433, 0.22784831508022052
361.02248481864433, 0.21875522198712738
360.40128015755784, 0.2096654867570672
360.40128015755784, 0.20057239366397406
360.40128015755784, 0.19147930057088103
360.40128015755784, 0.1823862074777879
362.2648941408173, 0.38242418193673733
362.2648941408173, 0.3733310888436442
362.2648941408173, 0.36423799575055116
362.2648941408173, 0.355144902657458
362.2648941408173, 0.3460518095643649
362.2648941408173, 0.33695871647127185
362.2648941408173, 0.3278656233781787
361.6436894797308, 0.3187758881481185
361.6436894797308, 0.3096827950550254
361.6436894797308, 0.30058970196193235
361.6436894797308, 0.2914966088688392
361.6436894797308, 0.2824035157757461
361.6436894797308, 0.27331042268265304
363.7143716833525, 0.5097196502262972
363.5073034629903, 0.4983544031476085
363.5073034629903, 0.48926131005451534
363.5073034629903, 0.4801682169614222
363.5073034629903, 0.47107512386832917
363.5073034629903, 0.46198203077523603
363.5073034629903, 0.452888937682143
362.8860988019038, 0.446072475725356
362.8860988019038, 0.4369793826322629
362.8860988019038, 0.42788628953916985
362.8860988019038, 0.4187931964460767
362.8860988019038, 0.4097001033529837
362.8860988019038, 0.40060701025989054
362.8860988019038, 0.3915139171667974
364.7497127851633, 0.650656996730852
364.7497127851633, 0.6415639036377588
364.7497127851633, 0.6324708105446657
364.7497127851633, 0.6233777174515727
364.7497127851633, 0.6142846243584796
364.7497127851633, 0.6051915312653865
364.7497127851633, 0.5960984381722934
364.7497127851633, 0.5870053450792003
364.1285081240768, 0.57791560984914
364.1285081240768, 0.568822516756047
364.1285081240768, 0.5597294236629539
364.1285081240768, 0.5506363305698607
364.1285081240768, 0.5415432374767677
364.1285081240768, 0.5324501443836746
364.1285081240768, 0.5233570512905815
366.19919032769843, 0.7688593719273187
365.9921221073363, 0.75749412484863
365.9921221073363, 0.748401031755537
365.9921221073363, 0.7393079386624438
365.9921221073363, 0.7302148455693507
365.9921221073363, 0.7222583891128942
365.3709174462498, 0.7143052905194707
365.3709174462498, 0.7052121974263776
365.3709174462498, 0.6961191043332845
365.3709174462498, 0.6870260112401914
365.3709174462498, 0.6779329181470983
365.3709174462498, 0.6688398250540053
365.3709174462498, 0.6597467319609122
367.4415996498714, 0.827957761306358
367.2345314295093, 0.8165925142276693
367.2345314295093, 0.8086360577712128
366.6133267684228, 0.8006829591777893
366.6133267684228, 0.7915898660846963
366.6133267684228, 0.782496772991603
368.47694075168226, 0.8415918045076095
369.09814541276876, 0.8324953535514835
369.09814541276876, 0.8234022604583904
369.09814541276876, 0.8143091673652973
369.71935007385525, 0.8052127164091714
369.71935007385525, 0.7961196233160782
369.71935007385525, 0.7870265302229851
370.34055473494175, 0.7779300792668592
370.34055473494175, 0.7688369861737661
370.34055473494175, 0.759743893080673
370.34055473494175, 0.7506507999875799
370.34055473494175, 0.7415577068944867
370.34055473494175, 0.7324646138013937
370.96175939602824, 0.7233681628452677
370.96175939602824, 0.7142750697521747
370.96175939602824, 0.7051819766590816
370.96175939602824, 0.6960888835659884
370.96175939602824, 0.6869957904728954
370.96175939602824, 0.6790393340164389
371.58296405711474, 0.6688062464236763
371.58296405711474, 0.6597131533305831
371.58296405711474, 0.6506200602374901
371.58296405711474, 0.6415269671443969
371.58296405711474, 0.6324338740513038
372.20416871820123, 0.6210641498219046
372.20416871820123, 0.6119710567288115
372.20416871820123, 0.6028779636357184
372.20416871820123, 0.5937848705426253
372.20416871820123, 0.5846917774495322
372.20416871820123, 0.5755986843564391
372.8253733792877, 0.5642289601270398
372.8253733792877, 0.5551358670339468
372.8253733792877, 0.5460427739408537
372.8253733792877, 0.5369496808477606
373.4465780403742, 0.5255799566183612
373.4465780403742, 0.5164868635252682
373.4465780403742, 0.507393770432175
373.4465780403742, 0.498300677339082
373.4465780403742, 0.48920758424598887
372.8253733792877, 0.4846643955624753
374.0677827014607, 0.4778378600165897
374.0677827014607, 0.46874476692349654
374.0677827014607, 0.4596516738304035
374.0677827014607, 0.45055858073731037
374.0677827014607, 0.44146548764421734
374.0677827014607, 0.4323723945511242
374.6889873625472, 0.421002670321725
374.6889873625472, 0.41190957722863186
374.6889873625472, 0.40281648413553883
374.6889873625472, 0.3937233910424457
374.6889873625472, 0.38463029794935255
374.6889873625472, 0.3755372048562595
374.6889873625472, 0.3664441117631664
375.3101920236337, 0.3550743875337671
375.3101920236337, 0.34598129444067394
375.3101920236337, 0.3368882013475809
375.9313966847202, 0.3277917503914549
375.9313966847202, 0.3186986572983619
375.9313966847202, 0.30960556420526875
375.9313966847202, 0.30164910774881226
376.5526013458067, 0.2914160201560496
376.5526013458067, 0.2823229270629565
377.1738060068932, 0.2732264761068306
377.1738060068932, 0.26413338301373745
377.1738060068932, 0.2550402899206444
377.1738060068932, 0.24708383346418794
377.7950106679796, 0.2368507458714253
377.7950106679796, 0.22775765277833215
378.4162153290661, 0.21638792854893296
378.4162153290661, 0.20729483545583982
378.4162153290661, 0.1982017423627468
378.4162153290661, 0.18910864926965365
379.6586246512391, 0.17546229390394819
379.6586246512391, 0.16636920081085516
379.0374199901526, 0.16182601212734138
380.2798293123256, 0.15499947658145574
